OBJECTID,Elevation,Area,Volume
-1,335.153949970700012,180232.618529506551567,324748.661089619738050
-1,335.184429970700023,181421.782198154862272,330254.743044316419400
-1,335.214909970699978,182276.493584995798301,335799.183946698729414
-1,335.245389970699989,183279.850430417805910,341372.781913443468511
-1,335.275869970700001,183874.432264741946710,346969.454901136632543
-1,335.306349970700012,184729.143651582911843,352583.319329462654423
-1,335.336829970700023,185472.370944488095120,358226.101532358035911
-1,335.367309970699978,186512.889154555334244,363897.324064311455004
-1,335.397789970699989,187367.600541396299377,369597.608398340060376
-1,335.428269970700001,188185.150563592003891,375323.114557005872484
-1,335.458749970700012,188631.086939335102215,381062.551691114204004
-1,335.489229970700023,189485.798326176067349,386825.052505422441754
-1,335.519709970699978,190154.702889790729387,392611.137540286232252
-1,335.550189970699989,190972.252911986433901,398421.979429099126719
-1,335.580669970700001,191938.448392763180891,404256.359041398798581
-1,335.611149970700012,192793.159779604116920,410119.738081656920258
-1,335.641629970700023,193313.418884637765586,416007.779847651720047
-1,335.672109970699978,194205.291636123962235,421917.163768225989770
-1,335.702589970699989,194911.357564383884892,427840.987863849964924
-1,335.733069970700001,195580.262127998546930,433791.115691516839433
-1,335.763549970700012,196472.134879484772682,439767.362397026270628
-1,335.794029970700024,197326.846266325737815,445771.096808720729314
-1,335.824509970699978,197995.750829940399854,451794.934965259744786
-1,335.854989970699989,198813.300852136104368,457838.281477347714826
-1,335.885469970700001,199556.528145041287644,463912.921650813310407
-1,335.915949970700012,200336.916802591731539,470008.389108876988757
-1,335.946429970700024,201488.919106594752520,476132.648459201853257
-1,335.976909970699978,202455.114587371499510,482286.758927696617320
-1,336.007389970699990,203124.019150986161549,488469.601182485581376
-1,336.037869970700001,203867.246443891344825,494672.686673325486481
-1,336.068349970700012,204759.119195377541473,500902.452409058110788
-1,336.098829970700024,205093.571477184887044,507142.791124606039375
-1,336.129309970699978,205725.314676154288463,513406.229810749005992
-1,336.159789970699990,206319.896510478429263,519684.241358698986005
-1,336.190269970700001,206877.316980157309445,525984.669030110235326
-1,336.220749970700012,207211.769261964655016,532296.903554772259668
-1,336.251229970700024,207843.512460934056435,538617.170731588266790
-1,336.281709970699978,208549.578389193979092,544962.668805640307255
-1,336.312189970699990,209069.837494227598654,551327.706989336991683
-1,336.342669970700001,209701.580693197000073,557713.507815365330316
-1,336.373149970700013,210184.678433585388120,564107.943487292504869
-1,336.403629970700024,211076.551185071584769,570527.838005500147119
-1,336.434109970699978,211336.680737588409102,576967.836268552346155
-1,336.464589970699990,211931.262571912549902,583420.095014794962481
-1,336.495069970700001,212600.167135527211940,589882.956226798822172
-1,336.525549970700013,213380.555793077655835,596377.430909287650138
-1,336.556029970700024,213900.814898111275397,602889.335188127588481
-1,336.586509970699979,214421.074003144924063,609419.864378209342249
-1,336.616989970699990,214829.849014242761768,615962.651783331646584
-1,336.647469970700001,215164.301296050107339,622510.340659950394183
-1,336.677949970700013,215758.883130374248140,629079.495305307209492
-1,336.708429970700024,216316.303600053128321,635666.000161775620654
-1,336.738909970699979,216910.885434377269121,642271.648201691685244
-1,336.769389970699990,217356.821810120396549,648885.547770207631402
-1,336.799869970700001,217802.758185863494873,655517.981523977359757
-1,336.830349970700013,218434.501384832896292,662168.111381687573157
-1,336.860829970700024,219029.083219157037092,668837.188227896695025
-1,336.891309970699979,219326.374136319122044,675511.503365832380950
-1,336.921789970699990,219846.633241352741607,682206.355465204804204
-1,336.952269970700002,220552.699169612664264,688920.010525570251048
-1,336.982749970700013,220998.635545355762588,695651.595309295109473
-1,337.013229970700024,221481.733285744150635,702395.964518790482543
-1,337.043709970699979,222001.992390777770197,709148.017085386323743
-1,337.074189970699990,222299.283307939855149,715922.069569973973557
-1,337.104669970700002,222670.896954392432235,722702.694018310401589
-1,337.108799999999974,222782.381048328214092,723620.259235496050678
