OBJECTID,Elevation,Area,Volume
-1,332.862213134770002,,
-1,332.892693134770013,346.760125777649250,5.269975056069010
-1,332.923173134770025,804.483491804146183,22.434220320010400
-1,332.953653134769979,3308.091599918773682,78.670991890219582
-1,332.984133134769991,8384.659841303559006,252.050419842290466
-1,333.014613134770002,13620.737740546061104,587.361366076441300
-1,333.045093134770013,19238.251778143978299,1089.038863817568881
-1,333.075573134770025,26215.065508790281456,1776.244246065721427
-1,333.106053134769979,33906.205098538543098,2693.141808601018965
-1,333.136533134769991,41084.139702135878906,3837.670335075225466
-1,333.167013134770002,47887.573369893361814,5188.896172363010919
-1,333.197493134770014,55190.341618770653440,6757.690707561968338
-1,333.227973134770025,64462.707382064989361,8579.474945707586812
-1,333.258453134769979,74588.103054772349424,10699.671203934734876
-1,333.288933134769991,82716.160403000452789,13113.631745206013875
-1,333.319413134770002,88285.128022989491001,15726.239869126915437
-1,333.349893134770014,92910.908100863336585,18485.378485431101581
-1,333.380373134770025,97044.288800132912002,21383.717884233356017
-1,333.410853134769980,101233.151119526912225,24407.554013932058297
-1,333.441333134769991,105643.939919418611680,27559.009256449386157
-1,333.471813134770002,109666.357378439352033,30841.738096094301000
-1,333.502293134770014,113577.811597211228218,34246.933325155630882
-1,333.532773134770025,117253.468930454313522,37767.611485924535373
-1,333.563253134769980,121088.635921555105597,41400.622868811282387
-1,333.593733134769991,124306.569888771700789,45140.529452165646944
-1,333.624213134770002,127364.994198130560108,48977.521039851118985
-1,333.654693134770014,130423.418507489433978,52905.391125099864439
-1,333.685173134770025,133565.065247034945060,56924.788189983039047
-1,333.715653134769980,136457.044696020515403,61041.304545782026253
-1,333.746133134769991,139480.792992801638320,65242.463896931360068
-1,333.776613134770002,142331.161226693890058,69538.454861872771289
-1,333.807093134770014,144529.620424124208512,73913.144332630399731
-1,333.837573134770025,146811.302051741135074,78354.128819719859166
-1,333.868053134769980,148933.474021500354866,82859.204880960096489
-1,333.898533134769991,150799.043498184095370,87426.203995691481396
-1,333.929013134770003,152824.122632725571748,92055.784381682053208
-1,333.959493134770014,154849.201767267048126,96743.800536866649054
-1,333.989973134770025,156513.650370999763254,101485.745045230418327
-1,334.020453134769980,158295.997417496866547,106284.930371817637933
-1,334.050933134769991,160043.668451416218886,111137.688275356369559
-1,334.081413134770003,161777.469080304465024,116043.042646410525776
-1,334.111893134770014,163365.630456366110593,120999.991131491507986
-1,334.142373134770025,165120.236692801001482,126002.119176221851376
-1,334.172853134769980,166715.333271378185600,131062.267529863660457
-1,334.203333134769991,168213.337014737655409,136167.587823913781904
-1,334.233813134770003,169697.470353065989912,141317.732747967937030
-1,334.264293134770014,171431.270981954236049,146513.234379025700036
-1,334.294773134770026,172818.311485064827139,151764.093817540939199
-1,334.325253134769980,174198.416785659879679,157052.709770117508015
-1,334.355733134769991,175765.772554174851393,162388.583218692860100
-1,334.386213134770003,177229.100284956512041,167765.342784588749055
-1,334.416693134770014,178796.456053471483756,173190.953961026476463
-1,334.447173134770026,180121.079733942111488,178662.782395414746134
-1,334.477653134769980,181424.897806866065366,184174.449724771082401
-1,334.508133134769992,182721.780677274480695,189723.086458259669598
-1,334.538613134770003,184268.330838242807658,195311.601029503886821
-1,334.569093134770014,185710.852961477823555,200951.642623124615056
-1,334.599573134770026,187014.671034401777433,206634.291859250864945
-1,334.630053134769980,188172.849854499130743,212354.159394716873066
-1,334.660533134769992,189532.149547547509428,218105.866045344911981
-1,334.691013134770003,190933.060455689206719,223904.277162059239345
-1,334.721493134770014,192271.554541190940654,229744.631989080226049
-1,334.751973134770026,193582.307816630462185,235624.651738398737507
-1,334.782453134769980,194802.903459367778851,241540.281068968615727
-1,334.812933134769992,196065.110317198414123,247497.439072853798280
-1,334.843413134770003,197417.474807731254259,253494.777356034959666
-1,334.873893134770015,198485.495995126431808,259528.705139524099650
-1,334.904373134770026,199664.480422770429868,265592.962581866013352
-1,334.934853134769980,201016.844913303270005,271700.983463250857312
-1,334.965333134769992,202285.986973649443826,277847.990307897911407
-1,334.995813134770003,203485.777008840115741,284034.097192777204327
-1,335.026293134770015,204574.603803781938041,290255.125175821187440
-1,335.056773134770026,205767.458636457042303,296504.092492485768162
-1,335.087253134769981,206870.155836429970805,302794.378106754564214
-1,335.117733134769992,208104.621884198422777,309120.790564083436038
-1,335.148213134770003,209117.161451469146414,315479.930201447277796
-1,335.178693134770015,210379.368309299781686,321868.579794314806350
-1,335.209173134770026,211454.324699210497783,328300.192805915547069
-1,335.239653134769981,212522.345886605646228,334763.467150387295987
-1,335.270133134769992,213576.496668969717575,341258.853844470810145
-1,335.300613134770003,214679.193868942646077,347781.456255921104457
-1,335.331093134770015,215747.215056337794522,354341.994445242977235
-1,335.361573134770026,216718.143408515228657,360934.893244447244797
-1,335.392053134769981,217827.775811003695708,367556.908338367880788
-1,335.422533134769992,218819.509770727774594,374213.436477766197640
-1,335.453013134770003,219908.336565669596894,380893.835064421524294
-1,335.483493134770015,220796.042487660364714,387612.109533247887157
-1,335.513973134770026,221843.258067508868407,394359.427702355082147
-1,335.544453134769981,222862.732837295159698,401138.670703086128924
-1,335.574933134769992,223736.568354254850419,407939.108527593838517
-1,335.605413134770004,224742.172719010006404,414774.137494799913839
-1,335.635893134770015,225650.684248547448078,421637.989627587783616
-1,335.666373134770026,226649.353410787094617,428532.866463328187820
-1,335.696853134769981,227634.152167995605851,435450.297522435081191
-1,335.727333134769992,228466.376469861977967,442402.503644253301900
-1,335.757813134770004,229402.628809461632045,449383.060115417349152
-1,335.788293134770015,230345.816351576824673,456390.663834062928800
-1,335.818773134770026,231254.327881114266347,463426.518428629555274
-1,335.849253134769981,232135.098600589495618,470483.006351236952469
-1,335.879733134769992,232974.258104971406283,477574.449446948245168
-1,335.910213134770004,233875.834431993309408,484690.643223902734462
-1,335.940693134770015,234832.892379139608238,491835.778687966405414
-1,335.971173134770027,235727.533503645943711,499001.271494228567462
-1,336.001653134769981,236636.045033183385385,506200.454467935487628
-1,336.032133134769992,237475.204537565296050,513426.718764063087292
-1,336.062613134770004,238307.428839431668166,520679.259917744318955
-1,336.093093134770015,239139.653141298011178,527950.757108208606951
-1,336.123573134770027,239964.942240648815641,535253.245349977514707
-1,336.154053134769981,240859.583365155151114,542582.761156188556924
-1,336.184533134769993,241781.965299723698990,549939.981792712467723
-1,336.215013134770004,242537.902373918972444,557322.629529767902568
-1,336.245493134770015,243453.349105971981771,564723.733820026856847
-1,336.275973134770027,244250.897395260573830,572158.309436195995659
-1,336.306453134769981,245201.020139891334111,579618.542846583994105
-1,336.336933134769993,246054.050049304350978,587107.090414922800846
-1,336.367413134770004,246747.570300859631971,594611.286846139933914
-1,336.397893134770015,247656.081830397073645,602148.318819931242615
-1,336.428373134770027,248467.500524716771906,609710.257034470560029
-1,336.458853134769981,249376.012054254213581,617298.972436725511216
-1,336.489333134769993,250277.588381276116706,624906.868855019798502
-1,336.519813134770004,251040.460657986928709,632549.965108713833615
-1,336.550293134770016,251858.814554822194623,640214.711012545740232
-1,336.580773134770027,252628.622034048574278,647903.941559121012688
-1,336.611253134769981,253509.392753523803549,655618.063954544486478
-1,336.641733134769993,254438.709890607889974,663353.161485627992079
-1,336.672213134770004,255395.767837754217908,671125.589276565355249
-1,336.702693134770016,256165.575316980597563,678924.406943798647262
-1,336.733173134770027,257039.410833940259181,686747.249559565563686
-1,336.763653134769982,257878.570338322169846,694587.796328482683748
-1,336.794133134769993,258585.960994908586144,702460.289728518924676
-1,336.803999999999974,258946.591525717347395,705011.148348327958956
