OBJECTID,Elevation,Area,Volume
-1,291.142639160156023,,
-1,291.173119160156034,210.704937538594294,2.860522354104975
-1,291.203599160156045,933.121866242346186,16.356602773665117
-1,291.234079160156000,2227.452196836568419,61.887042876816388
-1,291.264559160156011,3822.789581057353644,155.680759949998276
-1,291.295039160156023,7073.665760224236692,317.772433679475910
-1,291.325519160156034,12281.087787963781011,612.324480696438741
-1,291.355999160156045,18421.631681945673336,1085.479129121968072
-1,291.386479160156000,23659.154415047873044,1729.080123984291959
-1,291.416959160156011,27782.951049731789681,2505.219573187440346
-1,291.447439160156023,33321.480836460556020,3441.286473041623594
-1,291.477919160156034,39100.816266090572753,4541.698373964597522
-1,291.508399160156046,44609.245347456679156,5818.460467557451921
-1,291.538879160156000,55114.391519023738510,7323.289050549075910
-1,291.569359160156012,67094.472253360960167,9194.214890432249376
-1,291.599839160156023,77599.618424928019522,11408.408005811159455
-1,291.630319160156034,90061.310445067734690,13959.270088378309083
-1,291.660799160156046,101228.672134613225353,16881.807170847325324
-1,291.691279160156000,112606.738761697328300,20131.994399543567852
-1,291.721759160156012,124135.308915594694554,23735.212709805480699
-1,291.752239160156023,134098.642390633933246,27676.639561907359166
-1,291.782719160156034,144212.479392486478901,31911.788964659550402
-1,291.813199160156046,154777.826974778843578,36463.708607806591317
-1,291.843679160156000,163206.024476322607370,41319.321292815067864
-1,291.874159160156012,168744.554263051366434,46375.282611887450912
-1,291.904639160156023,173711.170647889666725,51601.220872475969372
-1,291.935119160156034,178045.672220112173818,56969.150906463139108
-1,291.965599160156046,183253.094247851724504,62479.106702072189364
-1,291.996079160156000,188099.307811239385046,68144.649560367237427
-1,292.026559160156012,192102.701624472683761,73943.804717136677937
-1,292.057039160156023,196647.908134233788587,79871.038522200309671
-1,292.087519160156035,200500.798420653794892,85923.445441773306811
-1,292.117999160156046,204714.897171425691340,92102.525550680395099
-1,292.148479160156000,208688.190279296308290,98395.240231614516233
-1,292.178959160156012,212480.879154991009273,104812.363751335898996
-1,292.209439160156023,216002.661682421807200,111340.296227554048528
-1,292.239919160156035,219644.847031303215772,117982.104867764282972
-1,292.270399160156046,222654.917567568860250,124716.186022408524877
-1,292.300879160156001,225514.484577021212317,131554.940799958334537
-1,292.331359160156012,228343.950881110911723,138470.657775283209048
-1,292.361839160156023,230992.812953024666058,145472.673605161311571
-1,292.392319160156035,233160.063739135919604,152547.286442632524995
-1,292.422799160156046,236230.335686126869405,159698.712664577178657
-1,292.453279160156001,238939.399168765929062,166943.027781976881670
-1,292.483759160156012,241106.649954877182608,174261.493260630842997
-1,292.514239160156023,243484.605678527033888,181648.121661648852751
-1,292.544719160156035,246133.467750440788222,189105.566822243825300
-1,292.575199160156046,248481.322768727986841,196645.418726533214794
-1,292.605679160156001,250498.070028025947977,204253.931434726750012
-1,292.636159160156012,252544.917992686590878,211924.185128297336632
-1,292.666639160156024,254471.363135896594031,219643.481990770727862
-1,292.697119160156035,256217.204046930652112,227428.286101193982176
-1,292.727599160156046,258745.663297393795801,235281.976991275791079
-1,292.758079160156001,260732.309851329104276,243198.348595176590607
-1,292.788559160156012,262056.740887285995996,251165.980869895051001
-1,292.819039160156024,264344.394494847860187,259184.039726061309921
-1,292.849519160156035,266331.041048783168662,267270.457166525302455
-1,292.879999160156046,268046.781254454574082,275415.022026711492799
-1,292.910479160156001,269491.615111862076446,283611.890169427555520
-1,292.940959160156012,271177.254612170858309,291844.857479603961110
-1,292.971439160156024,272892.994817842263728,300135.102294708252884
-1,293.001919160156035,274638.835728876350913,308481.917292257305235
-1,293.032399160156046,276173.971702371782158,316879.803728894738015
-1,293.062879160156001,277919.812613405869342,325315.034955443465151
-1,293.093359160156012,279214.142944000079297,333806.430342959531117
-1,293.123839160156024,280598.775390682276338,342340.615066306199878
-1,293.154319160156035,282164.012069540389348,350919.346408483979758
-1,293.184799160156047,283608.845926947891712,359537.253311623644549
-1,293.215279160156001,285204.183311168686487,368207.422160265035927
-1,293.245759160156013,286408.211525674967561,376920.677052739658393
-1,293.276239160156024,287762.743266994482838,385672.298219023447018
-1,293.306719160156035,289297.879240489972290,394469.069524750579149
-1,293.337199160156047,290682.511687172169331,403301.480697624327149
-1,293.367679160156001,292097.244839216989931,412183.962034902418964
-1,293.398159160156013,293421.675875173881650,421107.793260827835184
-1,293.428639160156024,294896.610437944065779,430074.900680916442070
-1,293.459119160156035,296130.739357812970411,439080.761105678335298
-1,293.489599160156047,297334.767572319193278,448125.066803903318942
-1,293.520079160156001,298719.400019001390319,457212.874672045873012
-1,293.550559160156013,299953.528938870294951,466336.997578796290327
-1,293.581039160156024,300976.952921200601850,475488.594911715248600
-1,293.611519160156035,302752.894537597370800,484690.210048802837264
-1,293.641999160156047,303956.922752103593666,493938.209924577153288
-1,293.672479160156001,305251.253082697803620,503227.417305901471991
-1,293.702959160156013,306304.777770390792284,512548.622302884352393
-1,293.733439160156024,307388.403163446404506,521895.130154152284376
-1,293.763919160156036,308201.122208238113672,531278.585041259764694
-1,293.794399160156047,309344.949012019089423,540692.186563761322759
-1,293.824879160156001,310699.480753338604700,550144.754206281853840
-1,293.855359160156013,312114.213905383483507,559628.812396914348938
-1,293.885839160156024,313137.637887713790406,569157.547647667001002
-1,293.916319160156036,314311.565396857389715,578722.828505785088055
-1,293.946799160156047,315033.982325561111793,588315.241152037633583
-1,293.977279160156002,316027.305602528795134,597925.906392759177834
-1,294.007759160156013,316900.226058045809623,607572.699277560459450
-1,294.038239160156024,318044.052861826785374,617254.989646411035210
-1,294.068719160156036,319067.476844157092273,626968.518866801867262
-1,294.099199160156047,320241.404353300691582,636713.477089062682353
-1,294.129679160156002,321505.633978532219771,646485.994248749804683
-1,294.160159160156013,322498.957255499903113,656304.141976008540951
-1,294.190639160156024,323371.877711016917601,666148.322845051181503
-1,294.221119160156036,324335.100282621919177,676024.522457566810772
-1,294.251599160156047,325268.222148864297196,685918.345423121354543
