"	Warning... ",,,,,,
"	   Date Selected:                 20180101:0100",,,,,,
"	   First Entry In Datebase:       20180215:0100",,,,,,
"	   ...Resetting Date Selected To: 20180215:0100",,,,,,
hancock,,,,,,
hourly summary,,,,,,
,,,,,,
date,time,atmp,pcpn,relh,srad,wspd
7/29/2018,9:00,18.7,0,80.4,1335.2,0.8
7/29/2018,10:00,21.3,0,71.5,1887.6,0.9
7/29/2018,11:00,23.7,0,62.7,2356.2,1
7/29/2018,12:00,24.6,0,58.8,2138.8,1.2
7/29/2018,13:00,25.1,0,53.2,3099.4,2
7/29/2018,14:00,24.6,0,52.4,2280.4,2.2
7/29/2018,15:00,26.4,0,41.8,2807,1.5
7/29/2018,16:00,26.9,0,44.1,2748.8,1.5
7/29/2018,17:00,26.6,0,44.6,1787,1.3
7/29/2018,18:00,26.8,0,40.9,1563.6,1.6
7/29/2018,19:00,26.3,0,41.4,910.1,1.1
7/29/2018,20:00,25,0,51,344.3,0.3
7/29/2018,21:00,20.6,0,74.3,17.1,0.2
7/29/2018,22:00,17.8,0,85.6,0,0.3
7/29/2018,23:00,16.6,0,91.5,0,0.2
7/29/2018,24:00:00,15.6,0,99.1,0,0.2
7/30/2018,1:00,15.2,0,100,0,0.2
7/30/2018,2:00,14.7,0,100,0,0.2
7/30/2018,3:00,14.1,0,100,0,0.2
7/30/2018,4:00,13.8,0,100,0,0.2
7/30/2018,5:00,13.5,0,100,0,0.2
7/30/2018,6:00,13.1,0,100,9.5,0.2
7/30/2018,7:00,13.6,0,100,180.6,0.2
7/30/2018,8:00,16.3,0,96.2,753.2,0.3
7/30/2018,9:00,20.3,0,79.3,1307.5,0.4
7/30/2018,10:00,23.7,0,63.1,1851.4,0.9
7/30/2018,11:00,25.4,0,55.2,2362,0.9
7/30/2018,12:00,26.4,0,51.7,2740.9,1.3
7/30/2018,13:00,26.1,0,53.6,1832.8,1.1
7/30/2018,14:00,23.2,1.78,71.2,1122.9,0.9
7/30/2018,15:00,23.9,0,62.8,1203,0.9
7/30/2018,16:00,24.6,0,62.9,1186.2,0.5
7/30/2018,17:00,25.1,0,60.4,1046.9,0.5
7/30/2018,18:00,25.4,0,59.5,1138.7,0.3
7/30/2018,19:00,25.9,0,56.2,865.5,0.3
7/30/2018,20:00,24.5,0,65.5,297.1,0.2
7/30/2018,21:00,20.3,0,88.8,12.2,0.2
7/30/2018,22:00,18.2,0,98.9,0,0.2
7/30/2018,23:00,16.8,0,100,0,0.2
7/30/2018,24:00:00,15.9,0,100,0,0.2
7/31/2018,1:00,15.6,0,100,0,0.2
7/31/2018,2:00,15.3,0,100,0,0.2
7/31/2018,3:00,14.6,0,100,0,0.2
7/31/2018,4:00,14.5,0,100,0,0.2
7/31/2018,5:00,14.1,0,100,0,0.2
7/31/2018,6:00,13.4,0,100,8.4,0.2
7/31/2018,7:00,14,0,100,205.2,0.2
7/31/2018,8:00,18.4,0,94.9,769.2,0.2
7/31/2018,9:00,20.8,0,82.5,1352.3,0.4
7/31/2018,10:00,23.2,0,70,1896.8,0.6
7/31/2018,11:00,24.7,0,58,2325.9,1.3
7/31/2018,12:00,26,0,54,2427.5,1.1
7/31/2018,13:00,27.1,0,51.1,2844.8,1
7/31/2018,14:00,27.4,0,47.8,2595.5,1.1
7/31/2018,15:00,27.3,0,47.8,1640.9,0.7
7/31/2018,16:00,26.8,0,54.8,1546.7,1.6
7/31/2018,17:00,26.4,0,55.9,1018,1
7/31/2018,18:00,25.8,0,61.2,759.2,1.3
7/31/2018,19:00,25.1,0,67,566.6,1.7
7/31/2018,20:00,24,0,70.6,245.1,1.1
7/31/2018,21:00,21.9,0,80.4,17,0.3
7/31/2018,22:00,20.2,0,87.8,0,0.2
7/31/2018,23:00,19.2,0,93.6,0,0.2
7/31/2018,24:00:00,18.7,0,98,0,0.2
8/1/2018,1:00,17.8,0,100,0,0.2
8/1/2018,2:00,17,0,100,0,0.2
8/1/2018,3:00,16.4,0,100,0,0.2
8/1/2018,4:00,15.9,0,100,0,0.2
8/1/2018,5:00,15.8,0,100,0,0.2
8/1/2018,6:00,15.5,0,100,4.7,0.2
8/1/2018,7:00,15.9,0,100,173.3,0.3
8/1/2018,8:00,18.8,0,93.6,752,0.4
8/1/2018,9:00,21.8,0,79.6,1340.7,0.8
8/1/2018,10:00,24.4,0,68.7,1889.8,1.5
8/1/2018,11:00,26.1,0,59.7,2342.1,2.1
8/1/2018,12:00,26.6,0,55.5,1992.8,1.8
8/1/2018,13:00,27,0,52,1662.2,2
8/1/2018,14:00,25.7,0,61.1,1001.5,1.7
8/1/2018,15:00,26.4,0,57.1,1656.5,2.8
8/1/2018,16:00,19.5,5.84,87.8,152,1.7
8/1/2018,17:00,18.9,0,99.6,499.5,0.5
8/1/2018,18:00,21.8,0,93.3,561.7,0.4
8/1/2018,19:00,22.4,0,88.5,351.3,1
8/1/2018,20:00,21.4,0,95.8,92,1.1
8/1/2018,21:00,20.4,1.27,99.1,3.2,1.4
8/1/2018,22:00,17,7.62,99.9,0,1.3
8/1/2018,23:00,16.2,0,100,0,0.3
8/1/2018,24:00:00,15.7,0,100,0,0.2
8/2/2018,1:00,15.7,0,100,0,0.4
8/2/2018,2:00,15.7,0,100,0,0.4
8/2/2018,3:00,15.2,0,100,0,0.2
8/2/2018,4:00,15.2,0,100,0,0.2
8/2/2018,5:00,15.2,0,100,0,0.2
8/2/2018,6:00,15.3,0,100,3,0.5
8/2/2018,7:00,16.3,0,100,57.5,1.2
8/2/2018,8:00,16.6,0,100,137.1,1.4
8/2/2018,9:00,16.9,0.25,100,199.7,1.3
8/2/2018,10:00,17.6,0,99.9,633.1,1.2
8/2/2018,11:00,18.1,0,100,502.7,1.1
8/2/2018,12:00,18.6,0,99.4,729.6,0.7
8/2/2018,13:00,19.3,0,96.8,1562.1,2
8/2/2018,14:00,19.8,0,90.7,1260.8,2.1
8/2/2018,15:00,20.8,0,84,1858,2.2
8/2/2018,16:00,21.3,0,79.8,1958.1,2.3
8/2/2018,17:00,22.1,0,74.1,2021.6,2.4
8/2/2018,18:00,21.9,0,73.4,1316.3,1.7
8/2/2018,19:00,20.9,0,77.5,508.7,1.6
8/2/2018,20:00,19.7,0,83.2,188.2,1.1
8/2/2018,21:00,18.3,0,92.1,9,0.4
8/2/2018,22:00,17.6,0,99,0,0.3
8/2/2018,23:00,16.1,0,100,0,0.2
8/2/2018,24:00:00,15,0,100,0.1,0.2
8/3/2018,1:00,14.9,0,100,0.1,0.2
8/3/2018,2:00,14.7,0,100,0,0.2
8/3/2018,3:00,13.9,0,100,0,0.2
8/3/2018,4:00,13.8,0,100,0.1,0.2
8/3/2018,5:00,13.5,0,100,0.1,0.2
8/3/2018,6:00,14.4,0,100,5,0.2
8/3/2018,7:00,15,0,100,109,0.3
8/3/2018,8:00,15.7,0,100,285.1,0.9
8/3/2018,9:00,16.2,0,100,634.2,1.6
8/3/2018,10:00,17.1,0,100,811.5,1.7
8/3/2018,11:00,18.7,0,92.8,1517.4,2.2
8/3/2018,12:00,20.8,0,79.7,2268.5,1.7
8/3/2018,13:00,22.9,0,66.1,2554.7,1.9
8/3/2018,14:00,23.4,0,65.2,1301.4,1.3
8/3/2018,15:00,22.8,0,71.8,684.2,1.1
8/3/2018,16:00,23.3,0,70.6,961,1.7
8/3/2018,17:00,23.5,0,72.5,933.5,1.4
8/3/2018,18:00,23.8,0,73.1,774.5,1.8
8/3/2018,19:00,23.6,0,76.2,405,0.5
8/3/2018,20:00,22.5,0,83.7,100.8,0.7
8/3/2018,21:00,21.3,0,89.9,3.8,1
8/3/2018,22:00,21.2,0,88.5,0,1.3
8/3/2018,23:00,20.9,0,90.7,0,1.5
8/3/2018,24:00:00,20.9,0,93.6,0,1.8
8/4/2018,1:00,20.9,0,97.9,0,1.9
8/4/2018,2:00,20.7,0,99.9,0,2
8/4/2018,3:00,20.6,0,100,0,1.8
8/4/2018,4:00,21,0,100,0,1.8
8/4/2018,5:00,21.1,0,100,0,1.2
8/4/2018,6:00,20.3,0,100,2.7,1.1
8/4/2018,7:00,20.4,0,100,139.4,1.7
8/4/2018,8:00,22.4,0,91.3,692.9,1.9
8/4/2018,9:00,24.6,0,78.9,1253.9,1.3
8/4/2018,10:00,26.8,0,66.5,1607.1,1.5
8/4/2018,11:00,27.7,0,64,1757.3,1.1
8/4/2018,12:00,29.4,0,58.3,2326,1.6
8/4/2018,13:00,29.9,0,54.5,2053,2.2
8/4/2018,14:00,29.5,0,55.6,1932.8,2.1
8/4/2018,15:00,29.6,0,55,1519.9,2.5
8/4/2018,16:00,29.9,0,53.1,1945.3,3.5
8/4/2018,17:00,28.7,0,57,827,2.6
8/4/2018,18:00,27.1,0,66.9,237.2,1.9
8/4/2018,19:00,26.3,0,72.8,176.1,1.1
8/4/2018,20:00,25.2,0,78.7,33.1,1.6
8/4/2018,21:00,21.6,4.57,99.5,1.2,2
8/4/2018,22:00,22.2,0,98.1,0,2.2
8/4/2018,23:00,21.8,0,99.6,0,0.8
8/4/2018,24:00:00,23.4,0,91.4,0,2.7
8/5/2018,1:00,23.1,0,86.5,0,1.9
8/5/2018,2:00,22.6,0,87,0,1.6
8/5/2018,3:00,22,0,90.4,0,1.2
8/5/2018,4:00,21.5,0,92.9,0,1.3
8/5/2018,5:00,20.8,0,99.1,0,1.3
8/5/2018,6:00,20.6,0,99.9,6.8,1.1
8/5/2018,7:00,21.3,0,99.5,153.8,1.5
8/5/2018,8:00,22.7,0,92.8,621.7,1.4
8/5/2018,9:00,23.4,0,85.7,468.5,2.4
8/5/2018,10:00,22.7,0,84.4,180.7,2.1
8/5/2018,11:00,23.9,0,80.6,1549.3,1.8
8/5/2018,12:00,25.7,0,76,2423.8,2.1
8/5/2018,13:00,27.5,0,69.6,2567.9,1.9
8/5/2018,14:00,28.6,0,61.7,2347.6,2.8
8/5/2018,15:00,28.2,0,60.2,1951.1,2.8
8/5/2018,16:00,27.9,0,60.9,1916.6,2.8
8/5/2018,17:00,27.8,0,62.6,1644.7,2.5
8/5/2018,18:00,27.5,0,66,1086.1,2.4
8/5/2018,19:00,26.4,0,70.4,354.9,1.6
8/5/2018,20:00,25.6,0,72.3,72.7,2
8/5/2018,21:00,24.7,0,76.8,2.3,1.5
8/5/2018,22:00,23.4,0,86.2,0,0.6
8/5/2018,23:00,22.6,0,91.9,0,0.6
8/5/2018,24:00:00,22.5,0,91.3,0.1,1.7
8/6/2018,1:00,21.3,1.02,99.6,0,1.1
8/6/2018,2:00,20.6,0.25,100,0,0.5
8/6/2018,3:00,20.2,0.51,100,0,0.3
8/6/2018,4:00,20,0,100,0,0.8
8/6/2018,5:00,19.6,0,100,0,0.9
8/6/2018,6:00,19.4,0,100,0.5,0.6
8/6/2018,7:00,19.2,0,100,46.3,0.6
8/6/2018,8:00,19.3,0,100,125.9,1.3
8/6/2018,9:00,19.6,0,100,197.2,1.4
8/6/2018,10:00,20.1,0,100,470.8,1.3
8/6/2018,11:00,21.1,0,98,825.4,1.2
8/6/2018,12:00,22.3,0,87,1398.8,1.8
8/6/2018,13:00,22.9,0,84.5,1277.7,1.5
8/6/2018,14:00,23.8,0,80.3,1635.9,1.4
8/6/2018,15:00,24.1,0,79.7,1414.3,1.5
8/6/2018,16:00,25.6,0,73.6,2257.7,1.4
8/6/2018,17:00,26.4,0,70,1802.5,1.1
8/6/2018,18:00,26.1,0,72.8,925.9,0.9
8/6/2018,19:00,24.9,0,79.7,188.6,0.9
8/6/2018,20:00,23.2,0.25,95.2,286.7,0.6
8/6/2018,21:00,21.7,0.25,100,7.8,0.2
8/6/2018,22:00,20.2,0,100,0,0.3
8/6/2018,23:00,19.1,0,100,0.1,0.2
8/6/2018,24:00:00,17.9,0,100,0,0.2
8/7/2018,1:00,17,0,100,0,0.2
8/7/2018,2:00,16.6,0,100,0,0.2
8/7/2018,3:00,16.2,0,100,0,0.3
8/7/2018,4:00,15.8,0,100,0,0.3
8/7/2018,5:00,16.3,0,100,0,0.3
8/7/2018,6:00,17.2,0,100,4,0.5
8/7/2018,7:00,17.7,0,100,164.5,0.4
8/7/2018,8:00,18.2,0,100,398,0.5
8/7/2018,9:00,19.4,0,100,771.1,0.5
8/7/2018,10:00,20.1,0,99.7,920.4,1.1
8/7/2018,11:00,20.7,0,94.2,1076.1,1
8/7/2018,12:00,21.5,0,87,1308.2,1.1
8/7/2018,13:00,21.9,0,84.9,1060.8,1
8/7/2018,14:00,22.3,0,81.3,1306.1,1.2
8/7/2018,15:00,22.7,0,76.3,1195.5,1.1
8/7/2018,16:00,23.1,0,74.7,1462.2,1.2
8/7/2018,17:00,23.3,0,72.6,1021.2,0.7
8/7/2018,18:00,23.6,0,71.7,1148.3,1
8/7/2018,19:00,22.6,0,78.9,249.3,0.5
8/7/2018,20:00,21.5,0,88.1,71.2,0.5
8/7/2018,21:00,20.5,0,98.1,1.4,0.2
8/7/2018,22:00,19.9,0,100,0,0.3
8/7/2018,23:00,19.7,0,100,0,0.4
8/7/2018,24:00:00,19.5,0,100,0,0.4
8/8/2018,1:00,19,0,100,0,0.2
8/8/2018,2:00,18.5,0,100,0.1,0.2
8/8/2018,3:00,17.4,0,100,0,0.2
8/8/2018,4:00,16.4,0,100,0,0.2
8/8/2018,5:00,15.7,0,100,0,0.2
8/8/2018,6:00,15.1,0,100,3,0.2
8/8/2018,7:00,15.1,0,100,138,0.2
8/8/2018,8:00,17.8,0,99.9,645.4,0.3
8/8/2018,9:00,20,0,90.5,1225.4,1.2
8/8/2018,10:00,21.6,0,85.1,1788.6,1.3
8/8/2018,11:00,23.5,0,75.8,2157.4,1.3
8/8/2018,12:00,24.8,0,66.1,2604.1,1.2
8/8/2018,13:00,25.8,0,62.9,2487,1.3
8/8/2018,14:00,26.6,0,58.2,2635.2,2.1
8/8/2018,15:00,27.1,0,58.4,2247.9,2.1
8/8/2018,16:00,27.5,0,58.7,2191.2,2.3
8/8/2018,17:00,27.9,0,57.6,1888.2,2.1
8/8/2018,18:00,27.9,0,58.5,1349.8,2
8/8/2018,19:00,27.1,0,61.9,737.6,1.9
8/8/2018,20:00,25.2,0,70.1,102.9,0.8
8/8/2018,21:00,22.9,0,82.8,4.6,1.1
8/8/2018,22:00,22.2,0,88.5,0,1.3
8/8/2018,23:00,22.2,0,89.7,0,1.5
8/8/2018,24:00:00,22.1,0,92.1,0,1.1
8/9/2018,1:00,22.4,0,91.2,0,0.8
8/9/2018,2:00,22,0,96.3,0,0.7
8/9/2018,3:00,21.5,0,100,0,0.5
8/9/2018,4:00,21.2,0,100,0,0.6
8/9/2018,5:00,20.4,0,100,0,0.2
8/9/2018,6:00,19.7,0,100,3,0.2
8/9/2018,7:00,19.9,0,100,126.1,0.2
8/9/2018,8:00,21.1,0,100,579.7,0.6
8/9/2018,9:00,22.9,0,98.8,1043,1.1
8/9/2018,10:00,24.9,0,82.7,1579.6,1.1
8/9/2018,11:00,26.7,0,69.4,2185.4,1.3
8/9/2018,12:00,28.4,0,57.7,2538.9,1.3
8/9/2018,13:00,29.4,0,53.5,2790.8,1.3
8/9/2018,14:00,30,0,51,2622.4,1.5
8/9/2018,15:00,30.1,0,49.7,2354.3,2
8/9/2018,16:00,30,0,48.1,2092.8,1.8
8/9/2018,17:00,30,0,49.1,1794.2,1.6
8/9/2018,18:00,29.4,0,51.2,1171,1
8/9/2018,19:00,28.5,0,54.8,690.8,0.4
8/9/2018,20:00,26.4,0,66,183.1,0.2
8/9/2018,21:00,23.6,0,80.9,4.5,0.2
8/9/2018,22:00,22.7,0,81.6,0,0.4
8/9/2018,23:00,22.6,0,87.4,0,0.3
8/9/2018,24:00:00,22.1,0,96.6,0,0.6
8/10/2018,1:00,22.2,0,99.6,0,0.8
8/10/2018,2:00,21.6,0,100,0,0.4
8/10/2018,3:00,20.9,0,100,0,0.2
8/10/2018,4:00,20.7,0,100,0,0.2
8/10/2018,5:00,20.8,0,100,0,0.2
8/10/2018,6:00,20.9,0,100,1.2,0.3
8/10/2018,7:00,20.8,0,96.2,54.5,0.2
8/10/2018,8:00,21.4,0,87.8,387.9,0.2
8/10/2018,9:00,22.9,0,76.4,652.7,0.3
8/10/2018,10:00,24.4,0,65,1253.2,0.4
8/10/2018,11:00,25.4,0,58.1,1565.9,0.7
8/10/2018,12:00,26.2,0,53.2,2074,0.5
8/10/2018,13:00,27.3,0,46.2,2274.8,0.5
8/10/2018,14:00,28.7,0,39.1,2806.4,1.2
8/10/2018,15:00,29.2,0,38.1,2625.8,1
8/10/2018,16:00,29.4,0,38.7,2318,1.1
8/10/2018,17:00,29.5,0,41.8,1871.7,0.9
8/10/2018,18:00,29.4,0,44,1291.5,0.7
8/10/2018,19:00,28.8,0,48.7,689.5,0.3
8/10/2018,20:00,26,0,60.8,151.5,0.3
8/10/2018,21:00,23.1,0,71.3,4.5,0.2
8/10/2018,22:00,21.5,0,76.8,0,0.2
8/10/2018,23:00,21,0,81.3,0,0.2
8/10/2018,24:00:00,19.9,0,84.9,0,0.2
8/11/2018,1:00,18.5,0,93.3,0,0.2
8/11/2018,2:00,17.5,0,100,0,0.2
8/11/2018,3:00,16.7,0,100,0,0.2
8/11/2018,4:00,15.9,0,100,0,0.2
8/11/2018,5:00,15.4,0,100,0,0.2
8/11/2018,6:00,15.3,0,100,1.6,0.2
8/11/2018,7:00,15.3,0,100,123.3,0.2
8/11/2018,8:00,17.8,0,99.6,545.8,0.2
8/11/2018,9:00,21.1,0,85.9,1100.7,0.7
8/11/2018,10:00,24.5,0,67.9,1681.3,1.5
8/11/2018,11:00,26.8,0,60.7,2134.8,1.7
8/11/2018,12:00,28.4,0,55.3,2468.4,1.8
8/11/2018,13:00,29.6,0,50.7,2602.8,1.9
8/11/2018,14:00,29.9,0,51.3,2547,1.6
8/11/2018,15:00,30.3,0,50.9,2227.8,1.6
8/11/2018,16:00,30.5,0,51.2,2211.5,1.7
8/11/2018,17:00,29.9,0,52.8,926.4,1
8/11/2018,18:00,30.4,0,52.7,1008.2,0.7
8/11/2018,19:00,30.2,0,54.2,593.7,0.4
8/11/2018,20:00,27.7,0,70,155.9,0.2
8/11/2018,21:00,24.5,0,86.2,3.9,0.3
8/11/2018,22:00,23.6,0,86.8,0,0.2
8/11/2018,23:00,22.7,0,93.6,0,0.2
8/11/2018,24:00:00,21.4,0,100,0,0.2
8/12/2018,1:00,20.4,0,100,0,0.2
8/12/2018,2:00,19.4,0,100,0,0.2
8/12/2018,3:00,19.2,0,100,0,0.2
8/12/2018,4:00,18.2,0,100,0,0.2
8/12/2018,5:00,18.1,0,100,0,0.3
8/12/2018,6:00,17.3,0,100,1.6,0.2
8/12/2018,7:00,16.7,0,100,115.7,0.2
8/12/2018,8:00,18.9,0,100,529.6,0.2
8/12/2018,9:00,22.6,0,89,1069.7,0.4
8/12/2018,10:00,25.2,0,78.1,1633,0.9
8/12/2018,11:00,26.8,0,71.4,2126.9,1.3
8/12/2018,12:00,28.2,0,65.4,2518,0.9
8/12/2018,13:00,30,0,54.2,2696.2,0.8
8/12/2018,14:00,30.9,0,45.9,2460.4,1
8/12/2018,15:00,31.2,0,44.4,2616.3,1
8/12/2018,16:00,31.3,0,42.2,2223.8,1.1
8/12/2018,17:00,31.8,0,41.1,1729.9,0.7
8/12/2018,18:00,31.2,0,42.7,1103.5,0.6
8/12/2018,19:00,29.8,0,52.1,526.2,0.3
8/12/2018,20:00,27.4,0,63,153,0.2
8/12/2018,21:00,23.7,0,80.6,3.9,0.2
8/12/2018,22:00,21.7,0,88.9,0,0.2
8/12/2018,23:00,20.9,0,92.2,0,0.2
8/12/2018,24:00:00,21.1,0,88.6,0,0.3
8/13/2018,1:00,21.1,0,89.2,0,0.4
8/13/2018,2:00,20.4,0,91.2,0,0.4
8/13/2018,3:00,19.4,0,98.1,0,0.2
8/13/2018,4:00,18.3,0,100,0,0.2
8/13/2018,5:00,18.1,0,100,0,0.2
8/13/2018,6:00,18,0,100,1.4,0.2
8/13/2018,7:00,18.3,0,100,112.9,0.2
8/13/2018,8:00,21,0,98.8,548.8,0.2
8/13/2018,9:00,23.6,0,90.9,1128.7,0.5
8/13/2018,10:00,25.9,0,75.9,1695.9,1.3
8/13/2018,11:00,27.1,0,68.2,2211.3,1.6
8/13/2018,12:00,28,0,63.2,2559.1,1.3
8/13/2018,13:00,29.5,0,53.7,2747.4,1.3
8/13/2018,14:00,30.2,0,48.6,2774.5,1.3
8/13/2018,15:00,30.7,0,45.4,2591.6,1.4
8/13/2018,16:00,31.3,0,40.1,2295.6,1.1
8/13/2018,17:00,31.6,0,39.6,1834.5,1
8/13/2018,18:00,31.2,0,42.5,1251.2,1.2
8/13/2018,19:00,30.4,0,50.3,648.3,0.5
8/13/2018,20:00,28.1,0,63.7,148.2,0.2
8/13/2018,21:00,24.6,0,78.1,2.6,0.6
8/13/2018,22:00,23,0,86.6,0,0.7
8/13/2018,23:00,22.1,0,92.5,0,0.5
8/13/2018,24:00:00,21.3,0,97,0,0.3
8/14/2018,1:00,19.6,0,100,0,0.2
8/14/2018,2:00,18.8,0,100,0,0.2
8/14/2018,3:00,18.6,0,100,0,0.2
8/14/2018,4:00,18.2,0,100,0,0.2
8/14/2018,5:00,17.9,0,100,0,0.2
8/14/2018,6:00,17.5,0,100,2,0.2
8/14/2018,7:00,17.6,0,100,112.1,0.2
8/14/2018,8:00,19.6,0,100,575.2,0.4
8/14/2018,9:00,22.9,0,90.6,1171.6,0.7
8/14/2018,10:00,25.5,0,76.9,1719.6,0.9
8/14/2018,11:00,27.3,0,62.5,2215.1,1.7
8/14/2018,12:00,28.6,0,56.4,2555.9,1.7
8/14/2018,13:00,29.4,0,52.2,2450.2,1.6
8/14/2018,14:00,29.6,0,51.7,1997.4,1.5
8/14/2018,15:00,30.7,0,48,2661.8,1.8
8/14/2018,16:00,30.8,0,45.7,2048.3,1.3
8/14/2018,17:00,30.6,0,44.3,1490.6,1.5
8/14/2018,18:00,29.5,0,44.5,943.4,1.5
8/14/2018,19:00,27.8,0,53.5,355.6,0.8
8/14/2018,20:00,25.7,0,63.5,109.8,0.8
8/14/2018,21:00,23.4,0,79.9,1.5,0.7
8/14/2018,22:00,22.1,0,84.3,0,0.2
8/14/2018,23:00,21.1,0,89.9,0,0.3
8/14/2018,24:00:00,20.3,0,94.5,0,0.2
8/15/2018,1:00,19.2,0,100,0,0.2
8/15/2018,2:00,18.8,0,100,0,0.2
8/15/2018,3:00,18.4,0,100,0,0.2
8/15/2018,4:00,18.4,0,100,0,0.2
8/15/2018,5:00,18.7,0,100,0,0.2
8/15/2018,6:00,19.1,0,100,0.7,0.2
8/15/2018,7:00,19.1,0,100,59.4,0.2
8/15/2018,8:00,20.7,0,96.3,399.9,0.3
8/15/2018,9:00,23.2,0,87.2,937.4,0.5
8/15/2018,10:00,25,0,78.4,1235.2,1
8/15/2018,11:00,26.7,0,70.4,2000.2,1.4
8/15/2018,12:00,28.4,0,58.8,2431.5,1.7
8/15/2018,13:00,28.9,0,53,2668.8,2.2
8/15/2018,14:00,29.6,0,50.9,2634.8,2
8/15/2018,15:00,29.5,0,51.6,1945.4,1.8
8/15/2018,16:00,29.4,0,51.4,2215.6,2
8/15/2018,17:00,29.7,0,48,1785.7,1.4
8/15/2018,18:00,29.4,0,49.5,1190.9,1.3
8/15/2018,19:00,28.8,0,51.5,632.1,0.9
8/15/2018,20:00,27.2,0,57.8,140,0.2
8/15/2018,21:00,24.9,0,69,2.2,0.2
8/15/2018,22:00,23.9,0,80.3,0,0.5
8/15/2018,23:00,23.4,0,85.9,0,0.3
8/15/2018,24:00:00,22.8,0,92.9,0,0.2
8/16/2018,1:00,22.1,0,99.7,0,0.2
8/16/2018,2:00,21.3,0,100,0,0.2
8/16/2018,3:00,21.1,0,100,0,0.2
8/16/2018,4:00,20.8,0,100,0,0.2
8/16/2018,5:00,20.6,0,100,0,0.4
8/16/2018,6:00,20.7,0,100,0.7,0.3
8/16/2018,7:00,21,0,100,50,0.3
8/16/2018,8:00,21.4,0,100,219.3,0.4
8/16/2018,9:00,22.8,0,97.5,795.2,1
8/16/2018,10:00,23.2,0,97.2,772.3,1
8/16/2018,11:00,24.4,0,88.9,715.8,0.7
8/16/2018,12:00,25.3,0,83.8,1263.1,1
8/16/2018,13:00,26.4,0,77,1490.4,1.2
8/16/2018,14:00,27.6,0,71.5,1953.9,1.4
8/16/2018,15:00,26.2,0,78,479,0.9
8/16/2018,16:00,25.3,0,84.9,329.4,0.6
8/16/2018,17:00,24.3,0,92.4,228.2,0.8
8/16/2018,18:00,23.3,0,98.7,166.2,0.6
8/16/2018,19:00,22.2,0,96.3,63.8,0.5
8/16/2018,20:00,21.4,0,100,18.1,0.5
8/16/2018,21:00,20.7,0,100,0.2,0.3
8/16/2018,22:00,20.6,0,100,0.1,0.2
8/16/2018,23:00,20.3,0,100,0.1,0.2
8/16/2018,24:00:00,19.6,0,100,0.2,0.2
8/17/2018,1:00,19.4,0,100,0.3,0.2
8/17/2018,2:00,19.5,0,100,0.4,0.2
8/17/2018,3:00,20,0,100,0.6,0.4
8/17/2018,4:00,20.3,0,100,0.8,0.6
8/17/2018,5:00,20.2,0,100,0.8,0.2
8/17/2018,6:00,19.9,0,100,1.4,0.2
8/17/2018,7:00,19.9,0,100,36.1,0.4
8/17/2018,8:00,20.6,0,100,206.7,1.1
8/17/2018,9:00,21.9,0,100,445.5,1
8/17/2018,10:00,24.3,0,88.9,1388.5,1.8
8/17/2018,11:00,25.1,0,80.9,1230.8,1.7
8/17/2018,12:00,26.4,0,75.3,2000.3,1.2
8/17/2018,13:00,27.7,0,67.8,1905.7,1.7
8/17/2018,14:00,28,0,65.4,1756.3,1.1
8/17/2018,15:00,26.9,0,68.5,518.9,1.1
8/17/2018,16:00,23.8,0,90.3,466.1,1
8/17/2018,17:00,24.9,0,80,819.5,0.8
8/17/2018,18:00,25.5,0,75.9,773.6,0.6
8/17/2018,19:00,24.8,0,81.6,344.2,0.3
8/17/2018,20:00,23.6,0,90,84.8,0.2
8/17/2018,21:00,21.5,0,100,0.8,0.3
8/17/2018,22:00,20.4,0,100,0.1,0.2
8/17/2018,23:00,19.8,0,100,0.1,0.2
8/17/2018,24:00:00,19.2,0,100,0.1,0.2
8/18/2018,1:00,18.3,0,100,0.2,0.2
8/18/2018,2:00,18.1,0,100,0.2,0.2
8/18/2018,3:00,18.9,0,100,0.1,0.2
8/18/2018,4:00,18.6,0,100,0.1,0.4
8/18/2018,5:00,18.1,0,100,0.1,0.3
8/18/2018,6:00,17.7,0,100,0.7,0.5
8/18/2018,7:00,17.2,0,100,76.9,0.6
8/18/2018,8:00,17.6,0,97.6,275.3,1.2
8/18/2018,9:00,19.2,0,86.7,1027.2,1.3
8/18/2018,10:00,20.6,0,80.3,1522.1,2.1
8/18/2018,11:00,21.1,0,80.1,1723.5,1.8
8/18/2018,12:00,22,0,77.3,1613.5,1.5
8/18/2018,13:00,23.3,0,72,1935.3,1.4
8/18/2018,14:00,25,0,60,2564.3,1.8
8/18/2018,15:00,25.9,0,55,2424.5,1.7
8/18/2018,16:00,26.6,0,52.3,1979.2,1.5
8/18/2018,17:00,27.2,0,49.9,2000.5,1.3
8/18/2018,18:00,27.2,0,47.6,1278.8,0.5
8/18/2018,19:00,26.3,0,54,643.4,0.5
8/18/2018,20:00,23.2,0,71,93.1,0.4
8/18/2018,21:00,20.6,0,85.6,0.9,0.2
8/18/2018,22:00,18.8,0,96,0,0.2
8/18/2018,23:00,17.9,0,100,0,0.3
8/18/2018,24:00:00,16.9,0,100,0.1,0.2
8/19/2018,1:00,16.4,0,100,0.1,0.3
8/19/2018,2:00,16.8,0,100,0.1,0.4
8/19/2018,3:00,15.7,0,100,0.1,0.2
8/19/2018,4:00,14.5,0,100,0.1,0.2
