"	Warning... ",,,,,,
"	   Date Selected:                 20180101:0100",,,,,,
"	   First Entry In Datebase:       20180215:0100",,,,,,
"	   ...Resetting Date Selected To: 20180215:0100",,,,,,
hancock,,,,,,
hourly summary,,,,,,
,,,,,,
date,time,atmp,pcpn,relh,srad,wspd
2/15/2018,1:00,2.6,0,89.7,0.3,3.2
2/15/2018,2:00,2.5,0,91.1,0.3,2.9
2/15/2018,3:00,2.8,0,91,0.5,2.9
2/15/2018,4:00,2.6,0,91.4,0.5,2.3
2/15/2018,5:00,2.4,0,91.5,0.5,2
2/15/2018,6:00,2.3,0,91.4,0.5,1.6
2/15/2018,7:00,1.9,0,91.8,1.5,0.8
2/15/2018,8:00,2.2,0,88.5,39,1.4
2/15/2018,9:00,2.7,0,82.6,313,1.3
2/15/2018,10:00,3.5,0,77.7,936.1,1.2
2/15/2018,11:00,5.4,0,67.8,1613.3,1.5
2/15/2018,12:00,6.4,0,62.5,1768.2,2.1
2/15/2018,13:00,6.3,0,62.2,1205.9,1.5
2/15/2018,14:00,6.3,0,61.5,1136.3,2.3
2/15/2018,15:00,5.4,0,65.3,889.6,3.1
2/15/2018,16:00,4.2,0,68.6,575.8,3.2
2/15/2018,17:00,3.5,0,69.5,199.2,1.8
2/15/2018,18:00,2.7,0,71.1,13.6,1.1
2/15/2018,19:00,1.7,0,73.4,0,1.8
2/15/2018,20:00,0.9,0,72.2,0,2.5
2/15/2018,21:00,-0.6,0,78.4,0,1.5
2/15/2018,22:00,-0.6,0,80.9,0,2.2
2/15/2018,23:00,-0.5,0,76.2,0,3.4
2/15/2018,24:00:00,-1.5,0,79.8,0,4.1
2/16/2018,1:00,-2.4,0,86.9,0,3.3
2/16/2018,2:00,-2.6,0,83.8,0,2.6
2/16/2018,3:00,-2.4,0,79.3,0,3.4
2/16/2018,4:00,-2.7,0,78.2,0,3.9
2/16/2018,5:00,-3.2,0,71.7,0,3.5
2/16/2018,6:00,-5.2,0,64.7,0,4.1
2/16/2018,7:00,-7.4,0,63.6,3,4.2
2/16/2018,8:00,-9.2,0,59.3,147.5,3.5
2/16/2018,9:00,-9.9,0,42.7,833.7,4.1
2/16/2018,10:00,-9.3,0,50.9,1370,3.5
2/16/2018,11:00,-8.8,0,43.5,1788,3.5
2/16/2018,12:00,-8.3,0,36.7,2025.6,3.4
2/16/2018,13:00,-7.7,0,34.8,2067.2,3.1
2/16/2018,14:00,-7.1,0,34.8,1912.8,3
2/16/2018,15:00,-6.5,0,35.1,1525,2.8
2/16/2018,16:00,-6,0,33.5,1082.4,2.6
2/16/2018,17:00,-6.1,0,34.3,508.1,2.1
2/16/2018,18:00,-7.4,0,38.1,28,1.2
2/16/2018,19:00,-9.2,0,47.4,0,0.6
2/16/2018,20:00,-9.3,0,55.2,0,1
2/16/2018,21:00,-9.2,0,50.8,0,1.3
2/16/2018,22:00,-9.2,0,52.6,0,1.8
2/16/2018,23:00,-9.9,0,57.3,0,1.6
2/16/2018,24:00:00,-10.5,0,63.3,0,1.7
2/17/2018,1:00,-10.3,0,61.8,0,2
2/17/2018,2:00,-9.7,0,57.9,0,2
2/17/2018,3:00,-9.5,0,58.5,0,1.9
2/17/2018,4:00,-9.1,0,59.8,0,2.8
2/17/2018,5:00,-8.9,0,60.4,0,2.6
2/17/2018,6:00,-8.2,0,63,0,3.1
2/17/2018,7:00,-7.7,0,65.2,0.7,3
2/17/2018,8:00,-7.1,0,62.3,64.6,3.3
2/17/2018,9:00,-6.3,0,59,296.2,2.6
2/17/2018,10:00,-5.5,0,58.4,265,2.4
2/17/2018,11:00,-4.6,0,58.5,416.8,2.8
2/17/2018,12:00,-5,0,80.2,439.5,3
2/17/2018,13:00,-4.9,0,90.8,568.6,2.1
2/17/2018,14:00,-4.3,0,91.6,541.2,1.6
2/17/2018,15:00,-4.1,0,91.1,624.2,2.1
2/17/2018,16:00,-3.5,0,88.4,596.4,1.8
2/17/2018,17:00,-3.1,0,84.1,114.6,1.9
2/17/2018,18:00,-3.1,0,83.3,29,2.3
2/17/2018,19:00,-3,0,83.7,0,2.1
2/17/2018,20:00,-3.1,0,84.3,0,1.9
2/17/2018,21:00,-3.9,0,85.3,0,2.1
2/17/2018,22:00,-4.4,0,88.1,0,2.2
2/17/2018,23:00,-4.5,0,88.2,0,2
2/17/2018,24:00:00,-5.7,0,91.6,0,1.2
2/18/2018,1:00,-6,0,92,0,1
2/18/2018,2:00,-7,0,93.6,0,0.6
2/18/2018,3:00,-9.1,0,93,0,0.2
2/18/2018,4:00,-11.4,0,93.1,0,0.3
2/18/2018,5:00,-12.4,0,92.4,0,0.4
2/18/2018,6:00,-11.2,0,92.7,0,0.4
2/18/2018,7:00,-10,0,93.2,6.9,0.3
2/18/2018,8:00,-7.6,0,94.2,73.7,0.4
2/18/2018,9:00,-6.1,0,89.8,332,1.2
2/18/2018,10:00,-4.2,0,80.4,888.6,2.7
2/18/2018,11:00,-1.7,0,66.7,1393.4,4.3
2/18/2018,12:00,0.7,0.51,60.2,1462.9,5.4
2/18/2018,13:00,1.8,0.51,60.8,1169.5,5.4
2/18/2018,14:00,2.3,0,60.8,879.3,5.6
2/18/2018,15:00,1.4,0,64.5,366.1,4.8
2/18/2018,16:00,1.3,0,67,262.7,4.7
2/18/2018,17:00,1.2,0,68.9,206.7,4.9
2/18/2018,18:00,1.2,0,66.9,24.9,5.2
2/18/2018,19:00,0.8,0,69.7,0,3
2/18/2018,20:00,0.3,0,74.1,0,2
2/18/2018,21:00,1.5,0,74.8,0,3.2
2/18/2018,22:00,2.5,0,76.2,0,3.6
2/18/2018,23:00,2.5,0,78,0,3.5
2/18/2018,24:00:00,1.7,0,81.6,0.1,2.3
2/19/2018,1:00,0.6,0,86.9,0.3,1.5
2/19/2018,2:00,0.6,0,88.4,0.5,1.9
2/19/2018,3:00,0.3,0,89.7,0.2,2
2/19/2018,4:00,0,0,91.5,0.6,1.1
2/19/2018,5:00,-0.3,0,94.2,1,0.6
2/19/2018,6:00,-0.5,0,96.4,1.4,0.3
2/19/2018,7:00,0.4,0,94,3.2,0.2
2/19/2018,8:00,1,0,91.4,66.1,0.3
2/19/2018,9:00,1.9,0,86.9,315.6,0.7
2/19/2018,10:00,2.4,0,83.7,544.8,1.9
2/19/2018,11:00,2.4,0,82.7,560.2,2.1
2/19/2018,12:00,3,0,79.2,538.9,1.7
2/19/2018,13:00,3.1,0,79,564.8,2.5
2/19/2018,14:00,2.9,0,79.1,483.5,2.5
2/19/2018,15:00,1.8,0,84.1,197.6,2.5
2/19/2018,16:00,0.4,0,91.5,89,2.5
2/19/2018,17:00,-0.7,0,97,78.7,2.4
2/19/2018,18:00,-1.3,0,97.6,10.5,2.3
2/19/2018,19:00,-1.6,0,98,5.1,2.1
2/19/2018,20:00,-1.8,0,98.3,5,1.7
2/19/2018,21:00,-1.9,0,99.8,4.9,1.5
2/19/2018,22:00,-1.9,0,99.9,5,1.2
2/19/2018,23:00,-2,0,100,4.9,1.4
2/19/2018,24:00:00,-2,0,100,4.9,1.3
2/20/2018,1:00,-1.9,0,99.9,4.8,1.2
2/20/2018,2:00,-2.2,0,99.9,4.1,1.2
2/20/2018,3:00,-2.5,0,99.9,3.6,1.2
2/20/2018,4:00,-2.5,0,99.9,3.8,0.8
2/20/2018,5:00,-2.2,0.51,99.9,5.1,0.7
2/20/2018,6:00,-1.2,4.83,100,3.3,0.6
2/20/2018,7:00,-0.5,0.51,100,0.7,0.4
2/20/2018,8:00,-0.5,0,100,15.9,0.2
2/20/2018,9:00,-0.3,0,100,213.9,0.2
2/20/2018,10:00,0.2,2.03,100,560,0.2
2/20/2018,11:00,0.3,0.51,100,365.1,0.2
2/20/2018,12:00,0.5,0.51,100,428.4,1.1
2/20/2018,13:00,0.4,0,100,231.6,2.3
2/20/2018,14:00,0.1,0,99.8,279,2.4
2/20/2018,15:00,0.1,0,96,371.6,2.6
2/20/2018,16:00,-0.8,0,97.1,139.7,3.6
2/20/2018,17:00,-2.3,0,94.9,66.5,3.8
2/20/2018,18:00,-3.3,0,90.9,7.8,4.4
2/20/2018,19:00,-3.8,0,88.8,0,3.7
2/20/2018,20:00,-4.2,0,88.6,0,3.9
2/20/2018,21:00,-4.7,0,90.1,0,3.2
2/20/2018,22:00,-5.4,0,84.1,0,3.9
2/20/2018,23:00,-6.2,0,84.2,0,3.8
2/20/2018,24:00:00,-6.7,0,84.7,0,3.6
2/21/2018,1:00,-7.1,0,79.9,0,3.1
2/21/2018,2:00,-7.7,0,81,0,3
2/21/2018,3:00,-8.2,0,81.4,0,2.9
2/21/2018,4:00,-8.8,0,81,0,2.8
2/21/2018,5:00,-9.3,0,84.8,0,2.2
2/21/2018,6:00,-10.2,0,83.8,0,2.5
2/21/2018,7:00,-11,0,86.3,5.5,2.3
2/21/2018,8:00,-11.7,0,84.5,140,2.7
2/21/2018,9:00,-11.8,0,81.3,694.2,2.7
2/21/2018,10:00,-10.8,0,75.3,1263.1,2.4
2/21/2018,11:00,-9.3,0,69.3,1617.4,2.3
2/21/2018,12:00,-7.8,0,62.9,1956.6,2.5
2/21/2018,13:00,-6.6,0,61.1,1970.1,2.3
2/21/2018,14:00,-6.2,0,60.6,1640.1,2.5
2/21/2018,15:00,-5.8,0,60.4,1372.7,2.1
2/21/2018,16:00,-5,0,58.7,1132.6,1.8
2/21/2018,17:00,-5.1,0,59,569.6,1.4
2/21/2018,18:00,-6,0,66,58,0.4
2/21/2018,19:00,-6.8,0,74.4,0,0.3
2/21/2018,20:00,-8.3,0,85.2,0,0.3
2/21/2018,21:00,-8.8,0,85.8,0,0.5
2/21/2018,22:00,-9.2,0,82.5,0,0.3
2/21/2018,23:00,-9.6,0,84.5,0,0.2
2/21/2018,24:00:00,-9.9,0,86.3,0,0.2
2/22/2018,1:00,-9.5,0,84.3,0,0.4
2/22/2018,2:00,-8.8,0,79.1,0,1
2/22/2018,3:00,-8.5,0,78.3,0,0.5
2/22/2018,4:00,-8,0,76.5,0,0.4
2/22/2018,5:00,-8.3,0,76.4,0,0.5
2/22/2018,6:00,-8.3,0,76.4,0,0.9
2/22/2018,7:00,-8,0,75.6,2.1,0.9
2/22/2018,8:00,-7.6,0,75.5,165.5,0.8
2/22/2018,9:00,-6.5,0,71.6,362.3,1.1
2/22/2018,10:00,-5.5,0,70,494.1,1.1
2/22/2018,11:00,-4,0,69.3,820.8,1.2
2/22/2018,12:00,-2.9,0,69.7,913.2,1.3
2/22/2018,13:00,-1.6,0,63.7,1028,1.5
2/22/2018,14:00,-0.9,0,57.4,713.5,1.5
2/22/2018,15:00,-0.6,0,57.9,582.9,1.5
2/22/2018,16:00,-0.8,0,64.1,381.9,1.2
2/22/2018,17:00,-0.9,0,66.3,129.3,1.1
2/22/2018,18:00,-1.1,0,66.1,17.6,1.5
2/22/2018,19:00,-1.4,0,69.7,0,1.6
2/22/2018,20:00,-1.6,0,69.5,0,1.7
2/22/2018,21:00,-1.9,0,75.8,0,1.5
2/22/2018,22:00,-2.4,0,94.8,0,1.6
2/22/2018,23:00,-2.3,0,98.3,0,1.5
2/22/2018,24:00:00,-1.7,0,99.9,0,1.5
2/23/2018,1:00,-1.4,0,99.1,0,1.6
2/23/2018,2:00,-1,0,98.7,0,1.8
2/23/2018,3:00,-0.7,0,100,0.2,1.8
2/23/2018,4:00,-0.1,1.27,100,0,1.5
2/23/2018,5:00,0.2,0.76,100,0,1.3
2/23/2018,6:00,0.3,0.51,100,0,1.4
2/23/2018,7:00,0.5,0.51,100,0.9,1.5
2/23/2018,8:00,0.6,0.51,100,57.6,1.4
2/23/2018,9:00,0.8,1.02,100,233.1,2
2/23/2018,10:00,1,0.76,97.2,582.9,2.8
2/23/2018,11:00,1.1,0,93.6,544.7,3.4
2/23/2018,12:00,1.3,0,89.6,721.9,2.7
2/23/2018,13:00,1.1,0,83.4,596.7,4.4
2/23/2018,14:00,0.6,0,84,440.8,4.1
2/23/2018,15:00,0.2,0,83.3,283.4,3.9
2/23/2018,16:00,-0.1,0,81.9,183,3.4
2/23/2018,17:00,-0.5,0,78.9,143.4,3
2/23/2018,18:00,-0.8,0,78.5,29.6,2.4
2/23/2018,19:00,-1.1,0,77.9,0,3
2/23/2018,20:00,-1.6,0,77.8,0,2.7
2/23/2018,21:00,-1.8,0,78.9,0,2.4
2/23/2018,22:00,-2,0,80.4,0,2.3
2/23/2018,23:00,-2.4,0,80.2,0,2.9
2/23/2018,24:00:00,-3.2,0,82.4,0,1.9
2/24/2018,1:00,-4.4,0,88.8,0,0.4
2/24/2018,2:00,-5.7,0,95,0,0.2
2/24/2018,3:00,-6.7,0,97.2,0,0.2
2/24/2018,4:00,-7.4,0,97.1,0,0.2
2/24/2018,5:00,-7.9,0,96.4,0,0.2
2/24/2018,6:00,-8.4,0,95.4,0,0.2
2/24/2018,7:00,-7.9,0,96.5,8.1,0.5
2/24/2018,8:00,-6,0,96.4,247,0.8
2/24/2018,9:00,-2.8,0,86.2,877.1,1.1
2/24/2018,10:00,-1.7,0,79.6,1033.9,1.8
2/24/2018,11:00,-0.5,0,75,1104.8,1.8
2/24/2018,12:00,1.3,0,69.6,1739.6,1.9
2/24/2018,13:00,2.3,0,67,1724.2,2.3
2/24/2018,14:00,1.8,0,70,709.6,2
2/24/2018,15:00,1.1,0,73.5,400.7,2.3
2/24/2018,16:00,1,0,75.1,291.5,2.1
2/24/2018,17:00,0.7,0,79.3,139.7,2.4
2/24/2018,18:00,-0.2,0,92.1,14.8,2.5
2/24/2018,19:00,-0.5,0,97.5,0,2.7
2/24/2018,20:00,-0.3,0.25,99,0,2.8
2/24/2018,21:00,-0.2,0.25,99.7,0.1,2.6
2/24/2018,22:00,0.2,3.81,99.9,0,2.2
2/24/2018,23:00,0.6,1.78,99.9,0,1.6
2/24/2018,24:00:00,0.6,0.51,100,0,1.1
2/25/2018,1:00,1,0.76,99.9,0,2.2
2/25/2018,2:00,0.9,0.51,96.8,0.1,3.9
2/25/2018,3:00,0,0,93.1,0,4.8
2/25/2018,4:00,-2.4,0,88.6,0,5.4
2/25/2018,5:00,-4,0,84.9,0,4.7
2/25/2018,6:00,-4.3,0,83.9,0,4.8
2/25/2018,7:00,-4.5,0,82,6.8,4.4
2/25/2018,8:00,-5.1,0,82.2,110.5,4.3
2/25/2018,9:00,-5.1,0,83.9,191.8,4.3
2/25/2018,10:00,-4.5,0,82.6,617.3,4.3
2/25/2018,11:00,-3.2,0,76.7,1584.6,4.6
2/25/2018,12:00,-1.9,0,69.7,1671.4,4.6
2/25/2018,13:00,-0.9,0.25,64.9,1616.6,4.6
2/25/2018,14:00,0.1,0,62.4,1480.3,4.5
2/25/2018,15:00,0.7,0,61.6,1660.6,4.9
2/25/2018,16:00,1.2,0,62,1168.8,4.6
2/25/2018,17:00,1.2,0,61.1,594,5
2/25/2018,18:00,0.1,0,66.1,73.2,4.2
2/25/2018,19:00,-0.7,0,69.9,0,4.4
2/25/2018,20:00,-1.3,0,72.4,0,3.5
2/25/2018,21:00,-1.8,0,76.1,0,3.1
2/25/2018,22:00,-2.2,0,79.2,0,2.7
2/25/2018,23:00,-2.6,0,81.1,0,2.7
2/25/2018,24:00:00,-2.8,0,81.1,0,2.5
2/26/2018,1:00,-3.3,0,82.7,0,1.6
2/26/2018,2:00,-3.9,0,86,0,1.1
2/26/2018,3:00,-4.1,0,86.6,0,1.4
2/26/2018,4:00,-4.4,0,88.6,0,1.2
2/26/2018,5:00,-4.7,0,89.6,0,0.8
2/26/2018,6:00,-5.1,0,90.8,0,0.7
2/26/2018,7:00,-5.2,0,91.6,12.7,1.1
2/26/2018,8:00,-3.9,0,85.5,347.4,1.9
2/26/2018,9:00,-1.7,0,79,965.6,2.7
2/26/2018,10:00,0.3,0,75.2,1506.6,2.6
2/26/2018,11:00,2.2,0,69.2,1916.2,2.6
2/26/2018,12:00,3.9,0,63.2,2141.7,2.6
2/26/2018,13:00,5.2,0,58.7,2082.4,2.6
2/26/2018,14:00,6.3,0,53.8,1999.9,2.9
2/26/2018,15:00,7.3,0,43.6,1642.1,2.9
2/26/2018,16:00,7.6,0,42.6,1183,2.9
2/26/2018,17:00,7.4,0,43,602.5,2.7
2/26/2018,18:00,5.3,0,52.1,77.5,1.6
2/26/2018,19:00,2.3,0,64.4,0,0.3
2/26/2018,20:00,3,0,61.4,0,1.1
2/26/2018,21:00,2.8,0,67.2,0,2
2/26/2018,22:00,2.7,0,73.3,0,2.1
2/26/2018,23:00,2.8,0,75.8,0,2.3
2/26/2018,24:00:00,3,0,74,0,2.2
2/27/2018,1:00,3.5,0,69,0,2.2
2/27/2018,2:00,3.5,0,67.9,0,2.9
2/27/2018,3:00,3.5,0,65.3,0,3.1
2/27/2018,4:00,3.6,0,63.2,0,3
2/27/2018,5:00,3.8,0,62.2,0,3.3
2/27/2018,6:00,3.7,0,62.5,0,3.2
2/27/2018,7:00,3.6,0,62.9,17.4,2
2/27/2018,8:00,3,0,65.6,309.1,1.3
2/27/2018,9:00,4.3,0,63.9,915.5,1.8
2/27/2018,10:00,6.7,0,55.6,1393.3,2.2
2/27/2018,11:00,8.8,0,50.7,1902,1.9
2/27/2018,12:00,10,0,50.7,2095.8,2
2/27/2018,13:00,11,0,55.4,2114.4,2.4
2/27/2018,14:00,12,0,58.7,1913.5,2.5
2/27/2018,15:00,12.5,0,57.5,1628.3,2.2
2/27/2018,16:00,12.9,0,57.3,1151.9,2.1
2/27/2018,17:00,12.2,0,58.5,359.9,1.3
2/27/2018,18:00,10.5,0,63.1,54.6,0.3
2/27/2018,19:00,10.1,0,67.1,0,1.3
2/27/2018,20:00,9.7,0,69.8,0,1.6
2/27/2018,21:00,7.9,0,77,0,0.2
2/27/2018,22:00,6.2,0,83.2,0,0.2
2/27/2018,23:00,3.3,0,92.2,0,0.3
2/27/2018,24:00:00,1.3,0,97.2,0,0.2
2/28/2018,1:00,0.6,0,99.7,0,0.2
2/28/2018,2:00,-0.5,0,100,0,0.2
2/28/2018,3:00,-0.8,0,100,0,0.3
2/28/2018,4:00,2,0,99.9,0,0.9
2/28/2018,5:00,1.5,0,98.3,0,1.5
2/28/2018,6:00,1,0,96.9,0,2.2
2/28/2018,7:00,0.7,0,97.4,17.9,1.6
2/28/2018,8:00,1,0,98.1,173.6,1.7
2/28/2018,9:00,1.3,0,99.9,289.1,1.7
2/28/2018,10:00,1.5,0,99.8,405.1,1.6
2/28/2018,11:00,1.9,0,98,584.8,2
2/28/2018,12:00,2.4,0,94.7,648.6,1.9
2/28/2018,13:00,2.8,0,91.5,598,1.9
2/28/2018,14:00,3.5,0,87.7,651.6,1.8
2/28/2018,15:00,4.7,0,81.9,1002.3,1.8
2/28/2018,16:00,5.4,0,77,704.4,1.6
2/28/2018,17:00,5.1,0,78.3,303.9,1.2
2/28/2018,18:00,4.1,0,82.7,62.4,0.5
2/28/2018,19:00,2.4,0,88.8,0,0.2
2/28/2018,20:00,1.6,0,92.6,0,0.2
2/28/2018,21:00,2.1,0,90.2,0,0.4
2/28/2018,22:00,1.9,0,90.2,0,0.5
2/28/2018,23:00,1.4,0,92.9,0,0.4
2/28/2018,24:00:00,0.9,0,92.9,0,0.7
3/1/2018,1:00,0.6,0,89.5,0,1.6
3/1/2018,2:00,0.5,0,87.8,0,1.9
3/1/2018,3:00,0,0,82.5,0,2.2
3/1/2018,4:00,-0.5,0,80.4,0,1.6
3/1/2018,5:00,-1,0,77.6,0,1.8
3/1/2018,6:00,-1.8,0,75.5,0,1.8
3/1/2018,7:00,-2.4,0,77.1,9.6,1.7
3/1/2018,8:00,-2.1,0,75.6,240.3,2.3
3/1/2018,9:00,-1.2,0,73.1,423.6,2.7
3/1/2018,10:00,-0.5,0,71.7,590.5,2.6
3/1/2018,11:00,0.7,0,66.7,963.5,1.7
3/1/2018,12:00,1.1,0,65.2,633.4,1.8
3/1/2018,13:00,0.1,0,81.7,694.3,1.4
3/1/2018,14:00,2.1,0,74.2,1981.7,0.9
3/1/2018,15:00,4.1,0,59.8,1709.1,1.3
3/1/2018,16:00,5.4,0,55.2,1182.9,2.3
3/1/2018,17:00,5.2,0,55,642.3,3.2
3/1/2018,18:00,3.2,0,64.3,99.2,2.6
3/1/2018,19:00,1.2,0,74.4,0.3,1.6
3/1/2018,20:00,0.6,0,79.2,0,1.6
3/1/2018,21:00,-0.1,0,86.6,0,0.9
3/1/2018,22:00,-1.5,0,91.6,0,0.3
3/1/2018,23:00,-2.7,0,97.1,0,0.2
3/1/2018,24:00:00,-2.2,0,98.1,0,0.5
3/2/2018,1:00,-2.5,0,94.7,0,0.5
3/2/2018,2:00,-3.3,0,93.6,0,0.2
3/2/2018,3:00,-4.5,0,95.5,0,0.2
3/2/2018,4:00,-4.8,0,97,0,0.2
3/2/2018,5:00,-5.2,0,95.7,0,0.2
3/2/2018,6:00,-5.5,0,94,0,0.2
3/2/2018,7:00,-5.8,0,92,15.4,0.2
3/2/2018,8:00,-3.4,0,86.2,329.4,0.2
3/2/2018,9:00,-0.9,0,77.6,1006.6,0.6
3/2/2018,10:00,0.8,0,72.2,1607.6,1.1
3/2/2018,11:00,3,0,63.4,1951.4,1.1
3/2/2018,12:00,5.3,0,48.9,1972.2,0.8
3/2/2018,13:00,6.6,0,38.5,2114.2,1
3/2/2018,14:00,6.8,0,34.4,1658.5,1.6
3/2/2018,15:00,7.2,0,32.1,1643.3,1.4
3/2/2018,16:00,7.4,0,30.9,1244,1
3/2/2018,17:00,6.8,0,31.9,537.5,0.4
3/2/2018,18:00,4.4,0,39.5,69.5,0.3
3/2/2018,19:00,1.9,0,51.8,0.2,0.2
3/2/2018,20:00,0.6,0,60,0,0.2
3/2/2018,21:00,1.7,0,51,0,0.3
3/2/2018,22:00,1.8,0,51.4,0,0.4
3/2/2018,23:00,1.8,0,55.6,0,0.5
3/2/2018,24:00:00,1.6,0,58.1,0,0.8
3/3/2018,1:00,1.4,0,59.6,0,0.9
3/3/2018,2:00,1.2,0,60.6,0,0.7
3/3/2018,3:00,0.9,0,62.3,0,0.9
3/3/2018,4:00,0.5,0,63.8,0,0.8
3/3/2018,5:00,-0.5,0,70.5,0,0.3
3/3/2018,6:00,-1.8,0,77.6,0,0.4
3/3/2018,7:00,-1.8,0,79,22.2,0.5
3/3/2018,8:00,-0.8,0,77.7,116.2,0.8
3/3/2018,9:00,-0.1,0,79.3,286.1,1.1
3/3/2018,10:00,0.9,0,71.5,765.5,1.6
3/3/2018,11:00,2.4,0,60.9,1213.8,2.1
3/3/2018,12:00,4.3,0,50,1714.4,2.4
3/3/2018,13:00,5.8,0,42.5,2192.2,2.8
3/3/2018,14:00,6.5,0,35.9,2058.2,3
3/3/2018,15:00,6.8,0,33.7,1717.8,2.2
3/3/2018,16:00,6.7,0,31.3,1222.8,2.3
3/3/2018,17:00,5.8,0,31.9,641.7,2
3/3/2018,18:00,4.2,0,37.4,107.4,1.4
3/3/2018,19:00,2.6,0,41.1,0.3,1
3/3/2018,20:00,1.5,0,47.9,0,0.9
3/3/2018,21:00,0.5,0,47.5,0,1
3/3/2018,22:00,-0.4,0,47.8,0,0.6
3/3/2018,23:00,-1.1,0,53.8,0,1.1
3/3/2018,24:00:00,-1.1,0,51.8,0,1.5
3/4/2018,1:00,-1,0,55.2,0,1.1
3/4/2018,2:00,-0.8,0,56.5,0,1
3/4/2018,3:00,-0.5,0,61,0,1.3
3/4/2018,4:00,-0.4,0,64,0,1.3
3/4/2018,5:00,-0.3,0,66.8,0,1
3/4/2018,6:00,-0.2,0,68.5,0,0.9
3/4/2018,7:00,-0.1,0,69.4,7.2,1.2
3/4/2018,8:00,0.2,0,67,117.8,1.2
3/4/2018,9:00,0.9,0,61.9,378.4,1.7
3/4/2018,10:00,1.6,0,55.8,406.1,1.9
3/4/2018,11:00,3.3,0,45.5,917.1,2.4
3/4/2018,12:00,4.2,0,41.8,803.9,2
3/4/2018,13:00,6,0,34.8,1510.1,2.1
3/4/2018,14:00,7,0,30.7,1769.1,2.6
3/4/2018,15:00,7.3,0,30.1,1731.6,2.9
3/4/2018,16:00,6.8,0,29.6,1247.1,2.6
3/4/2018,17:00,5.7,0,30.9,646.2,2.6
3/4/2018,18:00,3.7,0,35.4,132.9,2.2
3/4/2018,19:00,2.1,0,43.1,0.2,1.9
3/4/2018,20:00,1.3,0,52.5,0,1.7
3/4/2018,21:00,0.5,0,57.4,0,1.8
3/4/2018,22:00,0.2,0,59.6,0,1.8
3/4/2018,23:00,0.3,0,63.3,0,2
3/4/2018,24:00:00,0.4,0,66.5,0,1.9
3/5/2018,1:00,0.2,0,67.9,0,1.8
3/5/2018,2:00,0,0,69.3,0,1.7
3/5/2018,3:00,-0.2,0,71.2,0,1.9
3/5/2018,4:00,-0.4,0,70.7,0,1.9
3/5/2018,5:00,-0.5,0,66.5,0,2.2
3/5/2018,6:00,-0.8,0,64,0,1.8
3/5/2018,7:00,-0.9,0,65.1,31.3,1.7
3/5/2018,8:00,-0.7,0,64.3,197.5,2.3
3/5/2018,9:00,-0.6,0,57.8,320.1,2.7
3/5/2018,10:00,-0.3,0,53.4,537.8,2.7
3/5/2018,11:00,0.3,0,49,807.9,2.9
3/5/2018,12:00,0.3,0,47.3,531.7,3
3/5/2018,13:00,-0.1,0,49.2,432.9,2.7
3/5/2018,14:00,0.1,0,51.7,520.7,3
3/5/2018,15:00,-0.3,0,56.4,206.3,3.1
3/5/2018,16:00,-0.3,0,57.6,214.1,2.9
3/5/2018,17:00,0.1,0,53.6,107.7,3.2
3/5/2018,18:00,0.3,0,54.5,19.3,2.7
3/5/2018,19:00,0.4,0,53.1,0,2.7
3/5/2018,20:00,-1.4,0,83.9,0,3
3/5/2018,21:00,-2.1,0,98.9,0,2.4
3/5/2018,22:00,-2.1,0,100,0,2.5
3/5/2018,23:00,-2.1,0,99.9,0,2.2
3/5/2018,24:00:00,-1.9,0,100,0,1.7
3/6/2018,1:00,-1.8,0,100,0,2
3/6/2018,2:00,-1.7,0,100,0,1.6
3/6/2018,3:00,-1.6,0,100,0,1.4
3/6/2018,4:00,-1.5,0,100,0,1.1
3/6/2018,5:00,-1.5,0,100,0,0.9
3/6/2018,6:00,-1.6,0,100,0,1.1
3/6/2018,7:00,-1.5,0,100,8.3,1.3
3/6/2018,8:00,-1.5,0,100,110.6,1.5
3/6/2018,9:00,-1.6,0,100,323.3,1.9
3/6/2018,10:00,-1.4,0,99.9,534.2,2.4
3/6/2018,11:00,-0.9,0,98.8,925.8,2.9
3/6/2018,12:00,-0.2,0,95.9,1226.8,2.9
3/6/2018,13:00,0.1,0,91.1,1076.7,3.2
3/6/2018,14:00,0,0,86.6,634.2,3.7
3/6/2018,15:00,-0.3,1.02,81.4,667.7,3.9
3/6/2018,16:00,-0.7,0.51,84.7,447.4,3.6
3/6/2018,17:00,-1.4,0,90.4,266.3,3.5
3/6/2018,18:00,-1.9,0,90.5,79.3,3.3
3/6/2018,19:00,-2.2,0,93,0.6,2.4
3/6/2018,20:00,-2.6,0,93.9,0,2.3
3/6/2018,21:00,-2.9,0,90.2,0,1.5
3/6/2018,22:00,-2.6,0,88.2,0,2.6
3/6/2018,23:00,-3,0,90,0,2.6
3/6/2018,24:00:00,-3.7,0,83.9,0,2.7
3/7/2018,1:00,-5.1,0,82.5,0,3.4
3/7/2018,2:00,-6.4,0,81.8,0,3.3
3/7/2018,3:00,-7.8,0,82.6,0,2.1
3/7/2018,4:00,-10.8,0,88.7,0,0.5
3/7/2018,5:00,-11.2,0,87.9,0,0.9
3/7/2018,6:00,-11.8,0,87.7,0,0.9
3/7/2018,7:00,-13.2,0,90.8,27.2,1
3/7/2018,8:00,-11.7,0,87.6,542.7,1
3/7/2018,9:00,-9.3,0,78.7,1201,2.3
3/7/2018,10:00,-7.1,0.25,69.5,1859.1,2.4
