siteID,labno,dateon,dateoff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,Na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,flagBr,Br,svol,ppt,subppt,valcode,invalcode,modifiedOn
WI31,TR4388SW,"2017-09-12 16:21","2017-09-19 23:14",201709,6.300,-9.000, ,0.511, ,0.049, ,0.031, ,0.031, ,0.862, ,1.465, ,0.087, ,0.918,0,-9,231.900,3.302,3.302,w ,            ,12/19/2019 12:00:00 AM
WI31,TR4562SW,"2017-09-19 23:22","2017-09-26 14:32",201709,6.660,12.100, ,0.748, ,0.129, ,0.030, ,0.046, ,0.987, ,0.728, ,0.047, ,0.844,0,-9,605.800,8.382,8.382,w ,            ,
WI31,TR4849SW,"2017-09-26 14:46","2017-10-03 15:25",201709,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,10.700,0.000,0.000,d ,            ,
WI31,TR5141SW,"2017-10-03 15:45","2017-10-11 15:05",201710,6.340,7.100, ,0.316, ,0.068, ,0.042, ,0.074, ,0.574, ,0.827, ,0.093, ,0.556,0,-9,2731.300,40.386,40.386,w ,            ,
WI31,TR5366SW,"2017-10-11 15:14","2017-10-17 16:05",201710,5.820,8.900, ,0.193, ,0.017, ,0.018, ,0.019, ,0.842, ,1.261, ,0.042, ,1.011,0,-9,962.400,13.716,13.716,w ,            ,
WI31,TR5623SW,"2017-10-17 16:14","2017-10-24 17:54",201710,6.000,4.300, ,0.098, ,0.021, ,0.036, ,0.021, ,0.416, ,0.448, ,0.031, ,0.253,0,-9,1920.000,27.686,27.686,w ,            ,
WI31,TR5884SW,"2017-10-24 18:04","2017-10-31 17:59",201710,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,45.300,0.508,0.508,  ,c           ,
WI31,TR6381SW,"2017-10-31 18:08","2017-11-07 13:22",201711,6.480,14.100, ,0.693, ,0.102, ,0.052, ,0.052, ,1.190, ,2.117, ,0.065, ,1.191,0,-9,745.700,10.922,10.922,w ,            ,
WI31,TR6420SW,"2017-11-07 13:32","2017-11-14 14:41",201711,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,12.700,0.000,0.000,d ,            ,
WI31,TR6873SW,"2017-11-14 14:50","2017-11-21 15:42",201711,6.170,17.800, ,0.248, ,0.034, ,0.037, ,0.034, ,2.022, ,3.239, ,0.090, ,2.066,0,-9,408.200,6.350,6.350,w ,            ,
WI31,TR7023SW,"2017-11-21 15:49","2017-11-28 18:05",201711,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,,0.000,0.000,d ,            ,
WI31,TR7408SW,"2017-11-28 18:20","2017-12-05 17:10",201712,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,1060.400,16.002,16.002,  ,c           ,
WI31,TR7961SW,"2017-12-05 17:19","2017-12-12 14:00",201712,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,108.100,1.778,1.778,  ,l           ,12/19/2019 12:00:00 AM
WI31,TR7740SW,"2017-12-12 14:10","2017-12-19 17:38",201712,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,36.200,0.000,0.000,d ,            ,
WI31,TR8064SW,"2017-12-19 17:47","2017-12-26 19:35",201712,6.370,-9.000, ,0.501, ,0.082, ,0.012, ,0.146, ,0.369, ,0.809, ,0.246, ,0.241,0,-9,113.400,1.778,1.778,w ,            ,12/19/2019 12:00:00 AM
WI31,TR8406SW,"2017-12-26 19:45","2018-01-02 18:15",201712,6.300,-9.000, ,0.419, ,0.076, ,0.014, ,0.253, ,0.386, ,0.856, ,0.429, ,0.272,0,-9,172.300,2.032,2.032,w ,            ,12/19/2019 12:00:00 AM
WI31,TR8414SW,"2018-01-02 18:24","2018-01-09 17:35",201801,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,52.500,0.762,0.762,  ,c           ,12/19/2019 12:00:00 AM
WI31,TR8792SW,"2018-01-09 17:47","2018-01-16 18:17",201801,5.860,6.500, ,0.223, ,0.050, ,0.015, ,0.125, ,0.456, ,1.378, ,0.206, ,0.282,0,-9,621.600,11.176,11.176,w ,            ,
WI31,TR9196SW,"2018-01-16 18:27","2018-01-23 22:20",201801,6.260,8.500, ,0.460, ,0.032, ,0.048, ,0.073, ,0.604, ,1.272, ,0.100, ,0.855,0,-9,773.100,11.176,11.176,w ,            ,
WI31,TR9465SW,"2018-01-23 22:28","2018-01-30 18:40",201801,6.180,8.700, ,0.325, ,0.042, ,0.022, ,0.138, ,0.659, ,1.124, ,0.217, ,0.687,0,-9,147.600,2.540,2.540,w ,            ,
WI31,TR9960SW,"2018-01-30 18:49","2018-02-06 14:32",201802,6.660,10.400, ,1.048, ,0.104, ,0.030, ,0.094, ,0.431, ,0.965, ,0.141, ,0.364,0,-9,946.900,18.034,18.034,w ,            ,
WI31,TS0043SW,"2018-02-06 14:41","2018-02-13 19:35",201802,5.650,4.500, ,0.091, ,0.012, ,0.004, ,0.182, ,0.250, ,0.636, ,0.284, ,0.145,0,-9,586.800,10.160,10.160,w ,            ,
WI31,TS0034SW,"2018-02-13 19:35","2018-02-20 21:34",201802,6.190,6.200, ,0.326, ,0.022, ,0.017, ,0.046, ,0.531, ,0.635, ,0.060, ,0.420,0,-9,982.900,14.732,14.732,w ,            ,
WI31,TS0213SW,"2018-02-20 21:35","2018-02-27 18:15",201802,5.100,7.300, ,0.059, ,0.012, ,0.014, ,0.023, ,0.439, ,1.239, ,0.046, ,0.435,0,-9,1404.000,22.098,22.098,w ,            ,
WI31,TS0777SW,"2018-02-27 18:19","2018-03-06 22:01",201803,6.100,9.000, ,0.440, ,0.101, ,0.026, ,0.093, ,0.572, ,1.674, ,0.143, ,0.711,0,-9,299.600,12.700,12.700,w ,            ,
WI31,TS0785SW,"2018-03-06 22:09","2018-03-13 16:26",201803,5.070,9.300, ,0.167, ,0.030, ,0.019, ,0.103, ,0.462, ,1.337, ,0.252, ,0.712,0,-9,137.800,2.286,2.286,w ,            ,
WI31,TS1072SW,"2018-03-13 16:35","2018-03-20 22:58",201803,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,0.000,0.000,0.000,d ,            ,
WI31,TS1714SW,"2018-03-20 23:07","2018-03-27 17:18",201803,5.970,10.600, ,0.289, ,0.080, ,0.027, ,0.070, ,0.992, ,2.085, ,0.108, ,0.848,0,-9,314.500,4.826,4.826,w ,            ,
WI31,TS1838SW,"2018-03-27 17:28","2018-04-03 14:50",201803,6.590,12.900, ,0.399, ,0.052, ,0.044, ,0.032, ,1.407, ,1.967, ,0.048, ,0.888,0,-9,483.400,6.858,6.858,w ,            ,
WI31,TS2148SW,"2018-04-03 14:58","2018-04-10 22:30",201804,6.030,5.600, ,0.159, ,0.027, ,0.018, ,0.046, ,0.481, ,0.863, ,0.073, ,0.557,0,-9,1064.200,19.304,19.304,w ,            ,
WI31,TS2383SW,"2018-04-10 22:40","2018-04-17 14:58",201804,6.320,9.000, ,0.571, ,0.068, ,0.049, ,0.102, ,0.587, ,0.872, ,0.127, ,0.965,0,-9,4187.600,68.326,68.326,w ,            ,
WI31,TS2380SW,"2018-04-17 15:19","2018-04-25 00:15",201804,6.240,5.500, ,0.366, ,0.040, ,0.032, ,0.061, ,0.303, ,0.505, ,0.060, ,0.445,0,-9,1535.600,30.226,30.226,w ,            ,
WI31,TS2549SW,"2018-04-25 00:24","2018-05-01 15:55",201804,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,0.000,0.000,0.000,d ,            ,
WI31,TS2772SW,"2018-05-01 16:04","2018-05-08 14:37",201805,6.560,7.600, ,0.382, ,0.045, ,0.024, ,0.035, ,0.711, ,0.616, ,0.055, ,0.448,0,-9,9053.700,134.874,134.874,w ,            ,
WI31,TS3043SW,"2018-05-08 14:56","2018-05-15 14:46",201805,6.650,12.700, ,0.607, ,0.057, ,0.033, ,0.029, ,1.200, ,1.569, ,0.074, ,0.876,0,-9,2878.800,42.164,42.164,w ,            ,
WI31,TS3493SW,"2018-05-15 14:58","2018-05-22 14:35",201805,6.020,8.200, ,0.205, ,0.046, ,0.075, ,0.007, ,0.864, ,0.722, ,0.026, ,0.280,0,-9,3669.100,52.070,52.070,w ,            ,
WI31,TS3771SW,"2018-05-22 14:43","2018-05-29 15:40",201805,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,0.000,0.000,0.000,d ,            ,
WI31,TT0043SW,"2018-05-29 15:49","2018-06-05 00:42",201806,6.170,4.400, ,0.143, ,0.024, ,0.040, ,0.011, ,0.731, ,1.045, ,0.039, ,0.427,0,-9,1823.100,26.924,26.924,w ,            ,
WI31,TT0252SW,"2018-06-05 00:49","2018-06-12 14:42",201806,6.440,7.800, ,0.427, ,0.058, ,0.023, ,0.020, ,0.656, ,1.219, ,0.052, ,0.430,0,-9,1817.700,26.670,26.670,w ,            ,
WI31,TT0529SW,"2018-06-12 14:52","2018-06-19 13:19",201806,6.410,9.100, ,0.333, ,0.064, ,0.020, ,0.100, ,0.905, ,0.917, ,0.123, ,0.430,0,-9,3407.800,48.768,48.768,w ,            ,
WI31,TT0741SW,"2018-06-19 13:28","2018-06-26 16:53",201806,6.270,5.900, ,0.123, ,0.025, ,0.017, ,0.017, ,0.624, ,0.966, ,0.048, ,0.404,0,-9,1532.100,21.336,21.336,w ,            ,
WI31,TT1018SW,"2018-06-26 17:01","2018-07-03 15:43",201806,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,1053.400,14.986,14.986,  ,c           ,
WI31,TT1392SW,"2018-07-03 15:53","2018-07-11 01:35",201807,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,0.000,0.000,0.000,d ,            ,
WI31,TT1612SW,"2018-07-11 01:44","2018-07-17 15:43",201807,6.030,4.200, ,0.220, ,0.040, ,0.012,<,0.004, ,0.322, ,0.415, ,0.020, ,0.239,0,-9,3773.600,55.118,55.118,w ,            ,
WI31,TT1743SW,"2018-07-17 15:53","2018-07-24 18:55",201807,6.140,4.200, ,0.080, ,0.020, ,0.030, ,0.019, ,0.435, ,0.517, ,0.042, ,0.340,0,-9,2595.800,36.830,36.830,w ,            ,
WI31,TT2146SW,"2018-07-24 18:55","2018-07-31 01:11",201807,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,0.000,0.000,0.000,d ,            ,
WI31,TT2257SW,"2018-07-31 01:19","2018-08-07 14:55",201808,6.330,5.800, ,0.390, ,0.057, ,0.025, ,0.004, ,0.397, ,0.812, ,0.031, ,0.250,0,-9,1587.900,22.860,22.860,w ,            ,4/12/2020 12:00:00 AM
WI31,TT2488SW,"2018-08-07 15:05","2018-08-14 15:47",201808,6.420,7.400, ,0.272, ,0.052, ,0.032, ,0.014, ,0.753, ,0.144, ,0.097, ,0.063,0,-9,185.800,2.286,2.286,w ,            ,4/12/2020 12:00:00 AM
WI31,TT2824SW,"2018-08-14 15:58","2018-08-21 14:45",201808,5.640,4.400, ,0.085, ,0.025, ,0.017, ,0.009, ,0.347, ,0.771, ,0.025, ,0.301,0,-9,5799.600,85.852,85.852,w ,            ,4/12/2020 12:00:00 AM
WI31,TT3049SW,"2018-08-21 14:55","2018-08-28 17:14",201808,6.180,7.600, ,0.458, ,0.032, ,0.031, ,0.049, ,0.556, ,0.799, ,0.055, ,0.589,0,-9,2961.500,42.418,42.418,w ,            ,4/12/2020 12:00:00 AM
WI31,TT3258SW,"2018-08-28 17:21","2018-09-04 16:32",201809,5.990,3.900, ,0.133, ,0.019, ,0.027, ,0.027, ,0.310, ,0.499, ,0.037, ,0.310,0,-9,7818.200,114.554,114.554,w ,            ,4/12/2020 12:00:00 AM
WI31,TT3581SW,"2018-09-04 16:45","2018-09-11 18:03",201809,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,2278.200,33.528,33.528,  ,c           ,
WI31,TT3769SW,"2018-09-11 18:13","2018-09-18 14:55",201809,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,454.700,6.350,6.350,  ,c           ,
WI31,TT4090SW,"2018-09-18 15:05","2018-09-25 16:24",201809,6.020,3.500, ,0.168, ,0.013, ,0.015, ,0.008, ,0.280, ,0.454, ,0.023, ,0.259,0,-9,2825.500,41.656,41.656,w ,            ,4/12/2020 12:00:00 AM
WI31,TT4391SW,"2018-09-25 16:33","2018-10-02 14:56",201809,5.980,3.900, ,0.181, ,0.025, ,0.014, ,0.006, ,0.314, ,0.465, ,0.019, ,0.293,0,-9,5383.200,78.232,78.232,w ,            ,4/12/2020 12:00:00 AM
WI31,TT4573SW,"2018-10-02 15:22","2018-10-09 16:19",201810,6.340,4.600, ,0.284, ,0.031, ,0.017, ,0.037, ,0.283, ,0.503, ,0.057, ,0.363,0,-9,3769.400,54.864,54.864,w ,            ,4/12/2020 12:00:00 AM
WI31,TT4767SW,"2018-10-09 16:32","2018-10-16 14:15",201810,5.700,3.900, ,0.081, ,0.019, ,0.018, ,0.062, ,0.301, ,0.400, ,0.079, ,0.295,0,-9,1795.000,25.400,25.400,w ,            ,4/12/2020 12:00:00 AM
WI31,TT5017SW,"2018-10-16 14:26","2018-10-23 15:14",201810,6.360,6.900, ,0.425, ,0.065, ,0.040, ,0.017, ,0.520, ,0.393, ,0.037, ,0.279,0,-9,91.900,1.270,1.270,w ,            ,
WI31,TT5239SW,"2018-10-23 15:22","2018-10-30 14:30",201810,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,221.600,3.048,3.048,  ,c           ,
WI31,TT5584SW,"2018-10-30 14:44","2018-11-06 22:42",201811,5.390,7.300, ,0.107, ,0.014, ,0.018, ,0.007, ,0.586, ,1.174, ,0.029, ,0.655,0,-9,3687.000,55.880,55.880,w ,            ,4/12/2020 12:00:00 AM
WI31,TT5789SW,"2018-11-06 22:51","2018-11-13 12:41",201811,5.970,7.400, ,0.211, ,0.061, ,0.023, ,0.046, ,0.623, ,1.549, ,0.081, ,0.376,0,-9,150.800,2.540,2.540,w ,            ,
WI31,TT6278SW,"2018-11-13 12:49","2018-11-20 16:50",201811,5.870,8.600, ,0.754, ,0.124, ,0.023, ,0.058, ,0.317, ,0.980, ,0.101, ,0.256,0,-9,203.300,3.810,3.810,w ,            ,4/12/2020 12:00:00 AM
WI31,TT6520SW,"2018-11-20 17:03","2018-11-27 23:06",201811,6.400,14.300, ,0.287, ,0.078, ,0.026, ,0.069, ,1.557, ,1.986, ,0.130, ,0.821,0,-9,161.000,2.794,2.794,w ,            ,12/19/2019 12:00:00 AM
WI31,TT6663SW,"2018-11-27 23:16","2018-12-04 13:29",201812,6.100,5.900, ,0.417, ,0.026, ,0.023, ,0.037, ,0.347, ,0.955, ,0.043, ,0.438,0,-9,2248.800,33.274,33.274,w ,            ,12/19/2019 12:00:00 AM
WI31,TT6810SW,"2018-12-04 13:39","2018-12-11 19:07",201812,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,0.100,0.000,0.000,d ,            ,
WI31,TT7253SW,"2018-12-11 19:07","2018-12-18 18:17",201812,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,115.100,2.286,2.286,  ,c           ,12/19/2019 12:00:00 AM
WI31,TT7394SW,"2018-12-18 18:17","2018-12-26 13:27",201812,6.170,10.800, ,0.558, ,0.060, ,0.011, ,0.053, ,0.839, ,1.687, ,0.094, ,0.807,0,-9,70.900,1.016,1.016,w ,            ,12/19/2019 12:00:00 AM
WI31,TT7646SW,"2018-12-26 13:35","2019-01-02 15:44",201812,5.530,6.400, ,0.083, ,0.010, ,0.015, ,0.039, ,0.543, ,1.199, ,0.106, ,0.639,0,-9,3019.100,49.530,49.530,w ,            ,4/12/2020 12:00:00 AM
WI31,TT7645SW,"2019-01-02 15:54","2019-01-08 16:17",201901,4.880,8.900, ,0.033,<,0.006, ,0.014, ,0.012, ,0.553, ,1.384, ,0.027, ,0.543,0,-9,2280.400,34.544,34.544,w ,            ,4/12/2020 12:00:00 AM
WI31,TT7823SW,"2019-01-08 16:26","2019-01-15 17:40",201901,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,0.500,0.000,0.000,d ,            ,4/7/2020 12:00:00 AM
WI31,TT8150SW,"2019-01-15 17:50","2019-01-22 16:27",201901,5.840,3.700, ,0.155, ,0.048, ,0.006, ,0.088, ,0.162, ,0.517, ,0.133, ,0.191,0,-9,852.300,15.748,15.748,w ,            ,4/12/2020 12:00:00 AM
WI31,TT8472SW,"2019-01-22 16:36","2019-01-29 19:25",201901,5.230,6.600, ,0.145, ,0.025, ,0.011, ,0.133, ,0.271, ,1.235, ,0.095, ,0.505,0,-9,1180.100,,17.382,w ,            ,4/12/2020 12:00:00 AM
WI31,TT8732SW,"2019-01-29 19:34","2019-02-06 17:17",201902,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,487.500,,7.180,  ,c           ,4/12/2020 12:00:00 AM
WI31,TT8962SW,"2019-02-06 17:24","2019-02-12 20:00",201902,5.980,4.600, ,0.305, ,0.021, ,0.010, ,0.063, ,0.201, ,0.783, ,0.079, ,0.381,0,-9,1549.600,34.544,34.544,w ,            ,4/12/2020 12:00:00 AM
WI31,TT9180SW,"2019-02-12 20:07","2019-02-19 17:55",201902,5.750,4.400, ,0.119, ,0.026, ,0.007, ,0.147, ,0.233, ,0.690, ,0.229, ,0.161,0,-9,656.500,11.938,11.938,w ,            ,4/12/2020 12:00:00 AM
WI31,TT9438SW,"2019-02-19 18:04","2019-02-26 18:52",201902,5.170,5.000, ,0.083, ,0.009, ,0.007, ,0.030, ,0.164, ,0.803, ,0.046, ,0.278,0,-9,2686.800,46.736,46.736,w ,            ,4/12/2020 12:00:00 AM
WI31,TT9769SW,"2019-02-26 19:01","2019-03-05 17:05",201903,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,265.400,4.826,4.826,  ,c           ,4/12/2020 12:00:00 AM
WI31,TU0035SW,"2019-03-05 17:08","2019-03-12 17:45",201903,5.390,5.500, ,0.071, ,0.015, ,0.009, ,0.079, ,0.358, ,1.101, ,0.115, ,0.345,0,-9,951.600,14.732,14.732,w ,            ,4/12/2020 12:00:00 AM
WI31,TU0019SW,"2019-03-12 18:07","2019-03-20 01:17",201903,6.170,10.600, ,0.765, ,0.052, ,0.047, ,0.062, ,0.647, ,1.165, ,0.092, ,1.031,0,-9,1009.700,14.478,14.478,w ,            ,4/7/2020 12:00:00 AM
WI31,TU0224SW,"2019-03-20 01:17","2019-03-26 14:47",201903,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,11.900,0.000,0.000,d ,            ,4/7/2020 12:00:00 AM
WI31,TU0494SW,"2019-03-26 15:00","2019-04-02 20:42",201903,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,527.800,8.128,8.128,  ,c           ,4/7/2020 12:00:00 AM
WI31,TU0664SW,"2019-04-02 20:54","2019-04-09 18:12",201904,6.180,10.400, ,0.195, ,0.038, ,0.024, ,0.017, ,1.101, ,1.180, ,0.045, ,0.868,0,-9,764.200,11.176,11.176,w ,            ,4/12/2020 12:00:00 AM
WI31,TU0940SW,"2019-04-09 18:19","2019-04-16 16:19",201904,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,3040.200,49.530,49.530,  ,c           ,4/12/2020 12:00:00 AM
WI31,TU1219SW,"2019-04-16 16:36","2019-04-23 16:16",201904,6.500,9.900, ,0.264, ,0.033, ,0.045, ,0.032, ,1.110, ,0.721, ,0.048, ,0.402,0,-9,3502.600,50.546,50.546,w ,            ,4/12/2020 12:00:00 AM
WI31,TU1404SW,"2019-04-23 16:30","2019-04-30 16:00",201904,6.070,7.000, ,0.286, ,0.032, ,0.036, ,0.014, ,0.610, ,0.906, ,0.036, ,0.463,0,-9,963.000,0.540,14.185,w ,            ,
WI31,TU1676SW,"2019-04-30 16:16","2019-05-08 01:07",201905,6.410,8.300, ,0.224, ,0.038, ,0.021, ,0.011, ,0.919, ,0.997, ,0.035, ,0.389,0,-9,2225.300,1.270,32.778,w ,            ,
WI31,TU1898SW,"2019-05-08 01:17","2019-05-14 18:21",201905,6.250,9.700, ,0.248, ,0.043, ,0.037, ,0.030, ,0.996, ,1.522, ,0.071, ,0.854,0,-9,1876.900,1.120,27.646,w ,            ,
WI31,TU2215SW,"2019-05-14 18:34","2019-05-21 14:07",201905,6.320,10.300, ,0.281, ,0.037, ,0.041, ,0.041, ,1.072, ,1.254, ,0.071, ,0.724,0,-9,2158.600,1.290,31.796,w ,            ,
WI31,TU2497SW,"2019-05-21 14:21","2019-05-28 20:32",201905,6.210,5.700, ,0.174, ,0.026, ,0.036, ,0.054, ,0.485, ,0.676, ,0.081, ,0.448,0,-9,3579.200,2.210,52.721,w ,            ,
WI31,TU2707SW,"2019-05-28 20:43","2019-06-04 18:25",201906,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,376.300,0.210,5.543,  ,c           ,
WI31,TU3022SW,"2019-06-04 18:40","2019-06-11 14:30",201906,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,219.800,0.110,3.238,  ,c           ,
WI31,TU3231SW,"2019-06-11 14:37","2019-06-18 17:39",201906,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000,<,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,1715.000,0.990,25.261,  ,c           ,
WI31,TU3514SW,"2019-06-18 17:48","2019-06-25 16:24",201906,6.480,8.500, ,0.074, ,0.018, ,0.025, ,0.031, ,1.033, ,1.018, ,0.063, ,0.483,0,-9,1884.700,1.080,27.761,w ,            ,
WI31,TU3743SW,"2019-06-25 16:35","2019-07-02 15:40",201906,6.490,8.200, ,0.449, ,0.054, ,0.044, ,0.070, ,0.598, ,1.081, ,0.104, ,0.476,0,-9,2821.400,1.560,41.558,w ,            ,
WI31,TU3908SW,"2019-07-02 15:47","2019-07-09 18:29",201907,6.450,7.300, ,0.197, ,0.032, ,0.020, ,0.011, ,0.779, ,0.999, ,0.033, ,0.299,0,-9,2092.300,1.140,30.819,w ,            ,
WI31,TU4271SW,"2019-07-09 18:38","2019-07-17 04:02",201907,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,302.500,0.160,4.456,  ,c           ,
WI31,TU4457SW,"2019-07-17 04:10","2019-07-23 11:47",201907,6.140,7.300, ,0.547, ,0.034, ,0.019, ,0.077, ,0.479, ,0.715, ,0.077, ,0.508,0,-9,7290.100,4.220,107.381,w ,            ,
WI31,TU4757SW,"2019-07-23 11:56","2019-07-30 16:45",201907,6.370,7.100, ,0.508, ,0.045, ,0.012,<,0.010, ,0.511, ,0.588, ,0.028, ,0.377,0,-9,1611.600,0.900,23.738,w ,            ,
WI31,TU5001SW,"2019-07-30 16:55","2019-08-06 17:22",201908,6.200,5.500, ,0.266, ,0.049, ,0.025,<,0.010, ,0.450, ,0.481, ,0.023, ,0.238,0,-9,3324.000,1.920,48.962,w ,            ,
WI31,TU5270SW,"2019-08-06 17:32","2019-08-13 15:15",201908,6.660,9.200, ,0.623, ,0.113, ,0.023,<,0.010, ,0.684, ,0.936, ,0.033, ,0.354,0,-9,1225.900,0.700,18.057,w ,            ,
WI31,TU5528SW,"2019-08-13 15:23","2019-08-20 17:17",201908,6.360,6.500, ,0.398, ,0.048, ,0.013,<,0.010, ,0.489, ,0.883, ,0.031, ,0.360,0,-9,1112.400,0.650,16.385,w ,            ,
WI31,TU5757SW,"2019-08-20 17:26","2019-08-27 17:35",201908,-9.000,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000, ,-9.000,0,-9,350.700,0.200,5.166,  ,c           ,
WI31,TU6025SW,"2019-08-27 17:44","2019-09-03 15:24",201908,5.870,13.500, ,0.399, ,0.041, ,0.040, ,0.058, ,1.317, ,1.965, ,0.124, ,1.007,0,-9,448.500,0.250,6.606,w ,            ,
WI31,TU6302SW,"2019-09-03 15:33","2019-09-10 20:41",201909,4.950,9.600, ,0.230, ,0.021, ,0.019, ,0.034, ,0.461, ,0.949, ,0.065, ,0.555,0,-9,2642.200,1.530,38.919,w ,            ,
WI31,TU6791SW,"2019-09-10 20:51","2019-09-17 22:24",201909,5.540,4.500, ,0.071, ,0.008, ,0.010, ,0.017, ,0.164, ,0.435, ,0.033, ,0.246,0,-9,3179.400,1.850,46.832,w ,            ,
WI31,TU6816SW,"2019-09-17 22:33","2019-09-25 16:08",201909,5.810,3.300, ,0.095, ,0.010, ,0.015, ,0.030, ,0.245, ,0.460, ,0.042, ,0.295,0,-9,2818.800,1.610,41.520,w ,            ,
WI31,TU7152SW,"2019-09-25 16:15","2019-10-01 16:35",201909,6.040,4.000, ,0.119, ,0.015, ,0.011, ,0.048, ,0.291, ,0.523, ,0.067, ,0.292,0,-9,3792.200,2.170,55.858,w ,            ,
WI31,TU7321SW,"2019-10-01 16:42","2019-10-08 16:53",201910,5.860,3.300, ,0.049, ,0.010, ,0.046, ,0.023, ,0.267, ,0.325, ,0.034, ,0.285,0,-9,5757.900,3.440,84.812,w ,            ,
WI31,TU7655SW,"2019-10-08 17:05","2019-10-15 19:31",201910,6.110,11.800, ,0.500, ,0.084, ,0.059, ,0.077, ,0.971, ,1.662, ,0.087, ,0.930,0,-9,355.100,0.210,5.231,w ,            ,
WI31,TU7860SW,"2019-10-15 19:41","2019-10-22 21:29",201910,6.040,7.500, ,0.276, ,0.037, ,0.044, ,0.015, ,0.691, ,0.896, ,0.036, ,0.605,0,-9,1145.800,0.670,16.877,w ,            ,
