"date","atmp","P","RH","Rs","wind"
2019-02-01 20:00:00,-11.9,0,79.7,0,2.2
2019-02-01 21:00:00,-12,0,80.5,0,2.7
2019-02-01 22:00:00,-12.3,0,82.2,0,2.3
2019-02-01 23:00:00,-12.4,0,82.9,0,2.6
2019-02-02 00:00:00,-12.5,0,83.5,0,2.2
2019-02-02 01:00:00,-11.8,0,82.2,0,3
2019-02-02 02:00:00,-12.2,0,84.1,0,1.8
2019-02-02 03:00:00,-11.9,0,85.4,0,1.6
2019-02-02 04:00:00,-10.9,0,86.9,0,2
2019-02-02 05:00:00,-9.4,0,89.2,0,2.3
2019-02-02 06:00:00,-6.6,0,92.8,0,2.3
2019-02-02 07:00:00,-5.3,0,98.5,0,2
2019-02-02 08:00:00,-3.4,0,100,0.0424,2.2
2019-02-02 09:00:00,-2.6,0,100,0.2055,1.8
2019-02-02 10:00:00,-1.8,0,100,0.366,1.9
2019-02-02 11:00:00,-0.7,0.25,100,0.6667,2.3
2019-02-02 12:00:00,0.4,0.25,100,0.6514,2.4
2019-02-02 13:00:00,1.2,2.79,100,0.6354,2.5
2019-02-02 14:00:00,1.8,0.25,100,0.4787,1.7
2019-02-02 15:00:00,2,0,100,0.3035,1.7
2019-02-02 16:00:00,2.2,0,100,0.212,1.4
2019-02-02 17:00:00,2.2,0,100,0.0562,0.9
2019-02-02 18:00:00,2,0,100,0.0019,1
2019-02-02 19:00:00,1.9,0,100,0,1.2
2019-02-02 20:00:00,1.9,0,100,0,1.8
2019-02-02 21:00:00,2.5,0.25,100,0,2.5
2019-02-02 22:00:00,2.9,0,100,0,2.4
2019-02-02 23:00:00,2.8,0.25,100,0,2
2019-02-03 00:00:00,2.3,0.25,100,0,0.8
2019-02-03 01:00:00,2.4,0.25,100,0,1.5
2019-02-03 02:00:00,2.7,0,100,0,0.8
2019-02-03 03:00:00,3.4,0,100,0,1.7
2019-02-03 04:00:00,4.2,0,100,0,1.5
2019-02-03 05:00:00,4.4,0,100,0,1.5
2019-02-03 06:00:00,4.1,0.25,100,0,1.8
2019-02-03 07:00:00,4,0,100,1e-04,1.6
2019-02-03 08:00:00,3.8,0,100,0.0289,1.5
2019-02-03 09:00:00,4,0,100,0.1077,1.6
2019-02-03 10:00:00,4.2,0,100,0.2704,1.4
2019-02-03 11:00:00,4.3,0,100,0.4416,1.4
2019-02-03 12:00:00,5,0,100,0.4098,1.2
2019-02-03 13:00:00,5,0,100,0.4288,1.3
2019-02-03 14:00:00,4.3,0,100,0.2676,1.2
2019-02-03 15:00:00,4.4,0,100,0.2278,1
2019-02-03 16:00:00,4.6,0,100,0.1121,0.9
2019-02-03 17:00:00,4.6,0,100,0.031,0.4
2019-02-03 18:00:00,4.9,0,100,0.0013,0.6
2019-02-03 19:00:00,4.9,0,100,0,1
2019-02-03 20:00:00,4.9,0.25,100,0,0.9
2019-02-03 21:00:00,4.6,0,100,0,1.3
2019-02-03 22:00:00,4.5,0,100,0,1.6
2019-02-03 23:00:00,4.3,0,100,0,1.6
2019-02-04 00:00:00,4,0,100,0,1.5
2019-02-04 01:00:00,3.9,0.25,100,0,1.3
2019-02-04 02:00:00,3.8,0.25,100,0,0.9
2019-02-04 03:00:00,4.1,0.25,100,0,1.6
2019-02-04 04:00:00,4.9,0,100,0,1.9
2019-02-04 05:00:00,4.5,0,100,0,1.4
2019-02-04 06:00:00,4.6,0,100,0,1.1
2019-02-04 07:00:00,4.3,0,100,0,1
2019-02-04 08:00:00,3.8,0.25,100,0.0047,0.7
2019-02-04 09:00:00,4,0.51,100,0.0441,0.9
2019-02-04 10:00:00,4.6,0.25,100,0.1596,1.2
2019-02-04 11:00:00,6,0,100,0.1317,2.6
2019-02-04 12:00:00,4.1,0,100,0.1971,4
2019-02-04 13:00:00,2.2,0,100,0.3065,4.7
2019-02-04 14:00:00,1.3,0,100,0.2937,4.4
2019-02-04 15:00:00,0.5,0,99.3,0.2636,4.7
2019-02-04 16:00:00,-0.1,0,94.9,0.1596,4.6
2019-02-04 17:00:00,-0.5,0,91.4,0.0573,3.7
2019-02-04 18:00:00,-1.9,0,98.2,0.0017,4.4
2019-02-04 19:00:00,-3.4,0,97.6,0,4.4
2019-02-04 20:00:00,-4.5,0,90.7,0,4.6
2019-02-04 21:00:00,-6,0,89.4,0,4.6
2019-02-04 22:00:00,-6.7,0,88.9,0,4.4
2019-02-04 23:00:00,-7.4,0,84.7,0,4
2019-02-05 00:00:00,-8,0,82.4,0,2.9
2019-02-05 01:00:00,-8.2,0,82.6,0,3
2019-02-05 02:00:00,-8.3,0,83.5,0,2.5
2019-02-05 03:00:00,-8.7,0,84.2,0,3
2019-02-05 04:00:00,-8.8,0,84.8,0,2.8
2019-02-05 05:00:00,-8.8,0,85.5,0,2.6
2019-02-05 06:00:00,-8.8,0,85.5,0,2.2
2019-02-05 07:00:00,-8.8,0,83.6,0,1.9
2019-02-05 08:00:00,-8.8,0,81.4,0.0335,2.3
2019-02-05 09:00:00,-8.4,0,81.9,0.17,1.9
2019-02-05 10:00:00,-7.8,0,76.7,0.4355,1.7
2019-02-05 11:00:00,-7.3,0,71.4,0.9323,2.4
2019-02-05 12:00:00,-6.5,0,69.2,1.0515,1.8
2019-02-05 13:00:00,-6,0,69.2,0.9844,1.7
2019-02-05 14:00:00,-6.2,0,70.5,0.5214,1.5
2019-02-05 15:00:00,-6.7,0,71.6,0.3696,1.6
2019-02-05 16:00:00,-7.4,0,72.8,0.0948,1.7
2019-02-05 17:00:00,-7.7,0,74.6,0.0211,1.7
2019-02-05 18:00:00,-8.1,0,77.2,7e-04,2
2019-02-05 19:00:00,-8.7,0,84.8,0,2.1
2019-02-05 20:00:00,-8.8,0,90.1,0,1.4
2019-02-05 21:00:00,-8.7,0,93,0,1.3
2019-02-05 22:00:00,-8.2,0,93.3,0,1
2019-02-05 23:00:00,-7.8,0,98.9,0,1.6
2019-02-06 00:00:00,-7.7,0,99.9,0,2.1
2019-02-06 01:00:00,-7.6,0,99.9,0,2.1
2019-02-06 02:00:00,-7.8,0,99.9,0,2.2
2019-02-06 03:00:00,-8.1,0,99.9,0,2.3
2019-02-06 04:00:00,-8.1,0,99.9,0,2.2
2019-02-06 05:00:00,-7.8,0,99.9,0,2
2019-02-06 06:00:00,-7.5,0,99.9,0,1.8
2019-02-06 07:00:00,-7.3,0,99.9,0,1.7
2019-02-06 08:00:00,-7.1,0,99.9,0.0409,1.7
2019-02-06 09:00:00,-6.5,0,99.9,0.3102,1.7
2019-02-06 10:00:00,-5.8,0,99.9,0.3888,1.9
2019-02-06 11:00:00,-5,0,99.7,0.6445,1.1
2019-02-06 12:00:00,-3.9,0,98.5,0.7616,1.1
2019-02-06 13:00:00,-3.3,0,98.2,0.9299,1.8
2019-02-06 14:00:00,-2.9,0,97.4,0.8518,1.8
2019-02-06 15:00:00,-2.9,0,93.2,0.4493,1.6
2019-02-06 16:00:00,-3,0,93.4,0.2499,1.9
2019-02-06 17:00:00,-3.2,0,94.9,0.0697,1.1
2019-02-06 18:00:00,-3.7,0,98.8,0.0025,1.2
2019-02-06 19:00:00,-4.2,0,99.9,0,1.5
2019-02-06 20:00:00,-4.5,0,99.5,0,2
2019-02-06 21:00:00,-5,0,99.7,0,1.7
2019-02-06 22:00:00,-5.3,0,99.9,0,0.9
2019-02-06 23:00:00,-5.5,0,99.6,0,1.2
2019-02-07 00:00:00,-5.9,0,97.2,0,1
2019-02-07 01:00:00,-6.3,0,99.7,0,0.9
2019-02-07 02:00:00,-6.3,0,99.9,0,1.4
2019-02-07 03:00:00,-6.4,0,99.9,0,1.9
2019-02-07 04:00:00,-6.4,0,99.9,0,1.8
2019-02-07 05:00:00,-6.4,0,99.9,0,1
2019-02-07 06:00:00,-6.2,0,99.9,0,1.2
2019-02-07 07:00:00,-6.1,0,99.9,0,2
2019-02-07 08:00:00,-6,0,99.9,0.0208,2.1
2019-02-07 09:00:00,-5.6,0,99.9,0.0693,0.9
2019-02-07 10:00:00,-5.2,0,99.9,0.1611,2
2019-02-07 11:00:00,-4.8,0,99.9,0.1654,1.9
2019-02-07 12:00:00,-4.2,0,99.9,0.3044,1.8
2019-02-07 13:00:00,-4.3,0,99.9,0.2927,2.2
2019-02-07 14:00:00,-4.4,0,99.9,0.4175,1.9
2019-02-07 15:00:00,-4.5,0,99.9,0.3564,1.7
2019-02-07 16:00:00,-4.5,0,99.9,0.2775,1.5
2019-02-07 17:00:00,-4.5,0,98.5,0.2037,2.4
2019-02-07 18:00:00,-4.9,0,94.8,0.0044,3.3
2019-02-07 19:00:00,-8.5,0,90.6,0,3.6
2019-02-07 20:00:00,-11.3,0,87.6,0,3.4
2019-02-07 21:00:00,-13.3,0,83.3,0,3.6
2019-02-07 22:00:00,-14.2,0,82.4,0,3.4
2019-02-07 23:00:00,-14.1,0,83.8,0,3.3
2019-02-08 00:00:00,-13.3,0,85.6,0,3.1
2019-02-08 01:00:00,-13.6,0,84.1,0,3.8
2019-02-08 02:00:00,-14.1,0,82.8,0,3.7
2019-02-08 03:00:00,-14.7,0,79.1,0,4.6
2019-02-08 04:00:00,-16,0,81.4,0,4.2
2019-02-08 05:00:00,-17.4,0,78.7,0,3.9
2019-02-08 06:00:00,-18.8,0,79.2,0,4.1
2019-02-08 07:00:00,-19.9,0,75.7,0.001,5
2019-02-08 08:00:00,-21.1,0,76.2,0.0721,4.7
2019-02-08 09:00:00,-21.2,0,74.4,0.6178,4.7
2019-02-08 10:00:00,-20.7,0,72,0.9967,4.5
2019-02-08 11:00:00,-19.7,0,69.6,1.4195,4.2
2019-02-08 12:00:00,-18.4,0,68.2,1.7387,3.5
2019-02-08 13:00:00,-17.5,0,66.2,1.817,4.1
2019-02-08 14:00:00,-16.6,0,64.8,1.7355,4.4
2019-02-08 15:00:00,-16.1,0,63.7,1.2643,4.8
2019-02-08 16:00:00,-15.8,0,62.4,0.9787,4.3
2019-02-08 17:00:00,-16.2,0,62.7,0.4152,3.6
2019-02-08 18:00:00,-17.3,0,66.8,0.0113,3.8
2019-02-08 19:00:00,-18,0,69.7,0,3.1
2019-02-08 20:00:00,-18.6,0,72,0,2.8
2019-02-08 21:00:00,-19.4,0,72.6,0,2.4
2019-02-08 22:00:00,-20,0,74.9,0,2
2019-02-08 23:00:00,-20.6,0,76.6,0,2.2
2019-02-09 00:00:00,-21.2,0,78,0,1.7
2019-02-09 01:00:00,-21.5,0,77.5,0,2.5
2019-02-09 02:00:00,-21.7,0,77.1,0,2.7
2019-02-09 03:00:00,-22.1,0,77.9,0,2.3
2019-02-09 04:00:00,-22.5,0,78.9,0,1.4
2019-02-09 05:00:00,-23,0,79.9,0,1.3
2019-02-09 06:00:00,-23.2,0,80.4,0,1.3
2019-02-09 07:00:00,-23.1,0,80.5,0.0014,1.7
2019-02-09 08:00:00,-23.1,0,79.3,0.0624,0.6
2019-02-09 09:00:00,-21.4,0,72.2,0.7792,0.7
2019-02-09 10:00:00,-19.8,0,67.6,1.2341,0.9
2019-02-09 11:00:00,-17.7,0,65.1,1.5838,1.1
2019-02-09 12:00:00,-15.6,0,59,1.609,1.2
2019-02-09 13:00:00,-13.6,0,55.4,1.7702,1.3
2019-02-09 14:00:00,-11.5,0,52.5,1.6336,0.9
2019-02-09 15:00:00,-11,0,48.9,1.1996,1
2019-02-09 16:00:00,-10.9,0.25,50,0.4184,0.6
2019-02-09 17:00:00,-11.1,0,51.3,0.133,1.1
2019-02-09 18:00:00,-11.4,0,55,0.0072,0.7
2019-02-09 19:00:00,-11.8,0,59.7,0,0.7
2019-02-09 20:00:00,-12,0,63.4,0,0.7
2019-02-09 21:00:00,-12.2,0,68.3,0,0.7
2019-02-09 22:00:00,-12.7,0,71.5,0,0.7
2019-02-09 23:00:00,-12.4,0,71.4,0,0.7
2019-02-10 00:00:00,-12,0,72.1,0,0.8
2019-02-10 01:00:00,-11.8,0,74.3,0,0.7
2019-02-10 02:00:00,-11.5,0,76.4,0,0.8
2019-02-10 03:00:00,-11,0,79.8,0,0.8
2019-02-10 04:00:00,-10.9,0,81.7,0,0.8
2019-02-10 05:00:00,-10.8,0,82.7,0,0.9
2019-02-10 06:00:00,-10.4,0,83.7,0,0.9
2019-02-10 07:00:00,-10.2,0,84.9,2e-04,0.7
2019-02-10 08:00:00,-9.9,0,84.9,0.049,0.8
2019-02-10 09:00:00,-9.2,0,83.2,0.2031,1.2
2019-02-10 10:00:00,-7.6,0,80,0.488,1.1
2019-02-10 11:00:00,-6.9,0,78.4,0.4848,1.3
2019-02-10 12:00:00,-6.8,0,83,0.3908,1.2
2019-02-10 13:00:00,-7,0,91.6,0.4003,1.4
2019-02-10 14:00:00,-7.2,0,91.2,0.6231,1.6
2019-02-10 15:00:00,-6.6,0,87.1,0.8707,2.2
2019-02-10 16:00:00,-6.5,0,88.4,0.3616,1.7
2019-02-10 17:00:00,-6.6,0,93.8,0.1261,1.7
2019-02-10 18:00:00,-6.9,0,98.9,0.0072,1.6
2019-02-10 19:00:00,-7,0,99.9,0,1.1
2019-02-10 20:00:00,-6.8,0,99.9,0,1.1
2019-02-10 21:00:00,-6.7,0,99.9,0,1.3
2019-02-10 22:00:00,-6.7,0,99.9,0,1.5
2019-02-10 23:00:00,-6.9,0,99.9,0,1.9
2019-02-11 00:00:00,-7.3,0,99.9,0,1.9
2019-02-11 01:00:00,-7.6,0,99.9,0,1.9
2019-02-11 02:00:00,-8,0,99.9,0,2.2
2019-02-11 03:00:00,-8.4,0,100,0,2.7
2019-02-11 04:00:00,-8.6,0,100,0,2.7
2019-02-11 05:00:00,-8.8,0,99.9,0,2.2
2019-02-11 06:00:00,-8.9,0,99.9,0,1.4
2019-02-11 07:00:00,-8.5,0,99.9,3e-04,1.5
2019-02-11 08:00:00,-8.5,0,99.9,0.0577,2.1
2019-02-11 09:00:00,-8.1,0,98.3,0.1958,2.1
2019-02-11 10:00:00,-7.3,0,95.2,0.5118,2.3
2019-02-11 11:00:00,-6.3,0,92.5,0.5418,1.8
2019-02-11 12:00:00,-5.6,0,90.9,0.6271,1.7
2019-02-11 13:00:00,-4.6,0,85.8,0.7485,1.9
2019-02-11 14:00:00,-4.1,0,82,0.6586,1.9
2019-02-11 15:00:00,-3.7,0,81.4,0.5214,1.7
2019-02-11 16:00:00,-3.6,0,82.1,0.303,1.6
2019-02-11 17:00:00,-3.8,0,84.6,0.0924,1.6
2019-02-11 18:00:00,-4,0,89.3,0.0044,1.9
2019-02-11 19:00:00,-4,0,91.9,0,1.9
2019-02-11 20:00:00,-3.8,0,93.5,0,2.1
2019-02-11 21:00:00,-3.6,0,96.1,0,2.4
2019-02-11 22:00:00,-3.5,0,97.4,0,2.6
2019-02-11 23:00:00,-3.5,0,99.8,0,2.3
2019-02-12 00:00:00,-3.4,0,96.1,0,2.5
2019-02-12 01:00:00,-3.4,0,99.9,0,2
2019-02-12 02:00:00,-3.4,0,99.9,0,2.4
2019-02-12 03:00:00,-3.5,0,99.9,0,2.3
2019-02-12 04:00:00,-3.7,0,99.9,0,2.3
2019-02-12 05:00:00,-3.9,0,99.9,0,2.9
2019-02-12 06:00:00,-4.2,0,99.9,0,2.8
2019-02-12 07:00:00,-4.4,0,99.9,2e-04,2.8
2019-02-12 08:00:00,-4.4,0,99.9,0.0649,2.5
2019-02-12 09:00:00,-4.4,0,99.9,0.1582,2.2
2019-02-12 10:00:00,-4.2,0,99.9,0.3441,2.2
2019-02-12 11:00:00,-3.9,0,99.9,0.4825,2.4
2019-02-12 12:00:00,-3.7,0,100,0.7017,3.1
2019-02-12 13:00:00,-4.4,0,100,0.8636,3.8
2019-02-12 14:00:00,-4.7,0,99.9,0.699,3.4
2019-02-12 15:00:00,-5.2,0,99.9,0.3864,3.3
2019-02-12 16:00:00,-5.5,0,99.9,0.223,3
2019-02-12 17:00:00,-5.9,0,99.9,0.0868,3.1
2019-02-12 18:00:00,-6.7,0,99.9,0.0075,2.9
2019-02-12 19:00:00,-7,0,99.9,0,2.8
2019-02-12 20:00:00,-7.2,0,99.9,0,2.7
2019-02-12 21:00:00,-7.2,0,99.9,0,2.3
2019-02-12 22:00:00,-6.8,0,99.9,0,3.2
2019-02-12 23:00:00,-6.4,0,99.9,0,3.4
2019-02-13 00:00:00,-6.6,0,99.9,0,4.7
2019-02-13 01:00:00,-7,0,99.9,0,4.7
2019-02-13 02:00:00,-7.4,0,99.7,0,4.2
2019-02-13 03:00:00,-7.7,0,93.2,0,4.2
2019-02-13 04:00:00,-7.9,0,87.5,0,3.5
2019-02-13 05:00:00,-8.1,0,83.8,0,3.6
2019-02-13 06:00:00,-8,0,86.8,0,2.8
2019-02-13 07:00:00,-7.8,0,87,0.0014,3.2
2019-02-13 08:00:00,-8.8,0,89.9,0.076,4.2
2019-02-13 09:00:00,-8.3,0,85.3,0.4214,3.2
2019-02-13 10:00:00,-7.4,0,75.8,1.2278,3.6
2019-02-13 11:00:00,-6.3,0,67.6,1.6819,3.5
2019-02-13 12:00:00,-5.1,0,66,1.915,3.3
2019-02-13 13:00:00,-4.7,0,65.3,1.9484,3.2
2019-02-13 14:00:00,-3.9,0,60.3,1.8002,2.6
2019-02-13 15:00:00,-3.5,0,59.9,1.3154,2
2019-02-13 16:00:00,-3.5,0,57,0.957,1.4
2019-02-13 17:00:00,-4.6,0,58.9,0.2575,0.7
2019-02-13 18:00:00,-7.6,0,69,0.0179,0.9
2019-02-13 19:00:00,-7.7,0,68.8,0,0.4
2019-02-13 20:00:00,-8.9,0,79.4,0,0.3
2019-02-13 21:00:00,-8.5,0,79.6,0,0.4
2019-02-13 22:00:00,-6.6,0,73.8,0,1.3
2019-02-13 23:00:00,-6.6,0,76.3,0,1.4
2019-02-14 00:00:00,-6.9,0,78.8,0,1.4
2019-02-14 01:00:00,-7.4,0,78.5,0,1.3
2019-02-14 02:00:00,-7.6,0,77.6,0,1.4
2019-02-14 03:00:00,-7.7,0,79.3,0,2
2019-02-14 04:00:00,-7.8,0,82.5,0,1.8
2019-02-14 05:00:00,-7.2,0,83.7,0,1.8
2019-02-14 06:00:00,-7,0,84.3,0,1.1
2019-02-14 07:00:00,-6.7,0,85,6e-04,0.8
2019-02-14 08:00:00,-6.2,0,86.1,0.0678,0.3
2019-02-14 09:00:00,-4.9,0,83.8,0.32,0.8
2019-02-14 10:00:00,-3.8,0,83,0.4718,1.6
2019-02-14 11:00:00,-2.2,0,80.7,0.5748,1.2
2019-02-14 12:00:00,-0.4,0,74.7,1.0436,0.8
2019-02-14 13:00:00,0.5,0,72.8,1.2024,0.8
2019-02-14 14:00:00,1,0.51,72.2,1.1485,0.6
2019-02-14 15:00:00,1.3,3.05,71.5,1.0518,1
2019-02-14 16:00:00,1.3,1.27,72.4,0.6152,1.6
2019-02-14 17:00:00,-0.3,0,77.7,0.1897,2.3
2019-02-14 18:00:00,-0.9,0,78.3,0.008,3.5
2019-02-14 19:00:00,-1.8,0,80.1,0,3.4
2019-02-14 20:00:00,-3.2,0,97.8,0,3.6
2019-02-14 21:00:00,-4.5,0,89.9,0,4.8
2019-02-14 22:00:00,-5.7,0,81.1,0,4.9
2019-02-14 23:00:00,-7.5,0,82.5,0,4.4
2019-02-15 00:00:00,-9.4,0,81.4,0,5
2019-02-15 01:00:00,-10.9,0,78.6,0,3.8
2019-02-15 02:00:00,-12.4,0,76.8,0,4.2
2019-02-15 03:00:00,-13.9,0,77.3,0,4.7
2019-02-15 04:00:00,-14.8,0,77.7,0,4.1
2019-02-15 05:00:00,-15.7,0,77.1,0,4.7
2019-02-15 06:00:00,-16.6,0,76.5,0,4.5
2019-02-15 07:00:00,-17.5,0,74.9,0.0029,4.5
2019-02-15 08:00:00,-18.1,0,75.1,0.1163,3.5
2019-02-15 09:00:00,-17.6,0,72.5,0.7392,3.2
2019-02-15 10:00:00,-16.1,0,69.5,1.2414,3.5
2019-02-15 11:00:00,-14.3,0,65.7,1.626,3.4
2019-02-15 12:00:00,-12.9,0,62.4,1.8508,3
2019-02-15 13:00:00,-11.5,0,60.4,1.8906,3.1
2019-02-15 14:00:00,-10.3,0,57.5,1.7472,3.2
2019-02-15 15:00:00,-9.6,0,56.9,1.3347,2.7
2019-02-15 16:00:00,-9,0,55.5,0.9752,2.9
2019-02-15 17:00:00,-9.3,0,56.2,0.4443,2.1
2019-02-15 18:00:00,-10.8,0,61.2,0.0195,2.1
2019-02-15 19:00:00,-12.1,0,65.4,0,1.7
2019-02-15 20:00:00,-14.1,0,69.7,0,0.6
2019-02-15 21:00:00,-15.6,0,74.1,0,0.8
2019-02-15 22:00:00,-17.5,0,81,0,0.3
2019-02-15 23:00:00,-18.4,0,85.4,0,0.2
2019-02-16 00:00:00,-19.2,0,85.3,0,0.4
2019-02-16 01:00:00,-20.3,0,86.2,0,0.4
2019-02-16 02:00:00,-21.4,0,84.7,0,0.2
2019-02-16 03:00:00,-21.3,0,85.6,0,0.4
2019-02-16 04:00:00,-21.1,0,85.8,0,0.3
2019-02-16 05:00:00,-22.3,0,85.9,0,0.2
2019-02-16 06:00:00,-23.2,0,83.1,0,0.2
2019-02-16 07:00:00,-23.7,0,83.4,0.0056,0.2
2019-02-16 08:00:00,-22.7,0,83.8,0.1573,0.2
2019-02-16 09:00:00,-18,0,82.9,0.7873,0.2
2019-02-16 10:00:00,-15.2,0,80,1.1068,0.9
2019-02-16 11:00:00,-12.1,0,72.8,1.5041,1.2
2019-02-16 12:00:00,-8.1,0,64.8,1.7559,1.3
2019-02-16 13:00:00,-5.3,0,57.8,1.9628,1.4
2019-02-16 14:00:00,-4.8,0,56.1,1.7122,1.8
2019-02-16 15:00:00,-4.4,0,53.8,1.461,2.3
2019-02-16 16:00:00,-4.2,0,52.4,1.0443,1.2
2019-02-16 17:00:00,-5.3,0,58.8,0.4465,1.3
2019-02-16 18:00:00,-7.1,0,69.3,0.0362,0.5
2019-02-16 19:00:00,-9.8,0,79.2,0,0.2
2019-02-16 20:00:00,-9.9,0,80.6,0,0.7
2019-02-16 21:00:00,-9.9,0,80.8,0,1.1
2019-02-16 22:00:00,-10.3,0,81.8,0,0.8
2019-02-16 23:00:00,-10.1,0,81.4,0,1.2
2019-02-17 00:00:00,-9.9,0,84.4,0,1.4
2019-02-17 01:00:00,-9.4,0,84.5,0,1.3
2019-02-17 02:00:00,-8.5,0,83.4,0,1.7
2019-02-17 03:00:00,-8.2,0,82.7,0,2.1
2019-02-17 04:00:00,-8.3,0,83.6,0,2.6
2019-02-17 05:00:00,-8.3,0,84.7,0,3
2019-02-17 06:00:00,-8.4,0,85.6,0,2.9
2019-02-17 07:00:00,-8.3,0,86.3,0.0021,1.9
2019-02-17 08:00:00,-8.2,0,86,0.1074,2.3
2019-02-17 09:00:00,-7.4,0,83.1,0.3802,2.6
2019-02-17 10:00:00,-6.9,0,82.1,0.5152,2.8
2019-02-17 11:00:00,-6.4,0,80.5,0.6436,2.9
2019-02-17 12:00:00,-6,0,78.8,0.7458,3
2019-02-17 13:00:00,-6,0,78.2,0.6142,3.1
2019-02-17 14:00:00,-5.9,0,78.2,0.6269,3.2
2019-02-17 15:00:00,-5.8,0,77.1,0.5225,3.5
2019-02-17 16:00:00,-6.1,0,78.8,0.3047,3.1
2019-02-17 17:00:00,-6.4,0,84.5,0.1229,2.3
2019-02-17 18:00:00,-6.8,0,86.2,0.0184,1.7
2019-02-17 19:00:00,-6.6,0,72.4,0,1
2019-02-17 20:00:00,-6.7,0,72.8,0,0.6
2019-02-17 21:00:00,-7.2,0,80.8,0,0.8
2019-02-17 22:00:00,-7.6,0,88.9,0,0.4
2019-02-17 23:00:00,-7.4,0,80.5,0,1.8
2019-02-18 00:00:00,-7.7,0,85.9,0,2.4
2019-02-18 01:00:00,-7.8,0,87.1,0,2.1
2019-02-18 02:00:00,-8.3,0,90.2,0,2.2
2019-02-18 03:00:00,-9.4,0,91,0,2.7
2019-02-18 04:00:00,-10.8,0,88.5,0,2.9
2019-02-18 05:00:00,-11.7,0,86.8,0,2.2
2019-02-18 06:00:00,-12.1,0,85.4,0,2.5
2019-02-18 07:00:00,-13.5,0,86.8,0.0044,1.4
2019-02-18 08:00:00,-13.7,0,85.9,0.1714,1.8
2019-02-18 09:00:00,-12,0,76.4,0.8542,2.8
2019-02-18 10:00:00,-10.9,0,71.3,1.3474,2.5
2019-02-18 11:00:00,-10.1,0,68.3,1.768,2.4
2019-02-18 12:00:00,-9,0,64.6,2.0175,2.3
2019-02-18 13:00:00,-7.4,0.25,60.3,2.0647,1.5
2019-02-18 14:00:00,-5.5,0,53.9,1.9144,0.8
2019-02-18 15:00:00,-5.4,0,54,1.5074,1.8
2019-02-18 16:00:00,-5.3,0,52.5,1.0679,2
2019-02-18 17:00:00,-6.3,0,53.9,0.4986,1.7
2019-02-18 18:00:00,-8.7,0,58.7,0.0352,0.9
2019-02-18 19:00:00,-11.6,0,71.1,0,0.2
2019-02-18 20:00:00,-14.2,0,78.3,0,0.2
2019-02-18 21:00:00,-15.5,0,79.9,0,0.4
2019-02-18 22:00:00,-17.3,0,83.6,0,0.3
2019-02-18 23:00:00,-17.9,0,85.3,0,0.2
2019-02-19 00:00:00,-18.6,0,85.4,0,0.2
2019-02-19 01:00:00,-19.8,0,85.4,0,0.2
2019-02-19 02:00:00,-20.3,0,84.5,0,0.3
2019-02-19 03:00:00,-20.3,0,84.4,0,0.4
2019-02-19 04:00:00,-21.4,0,85.2,0,0.2
2019-02-19 05:00:00,-21.2,0,85.7,0,0.2
2019-02-19 06:00:00,-21.4,0,84.7,0,0.2
2019-02-19 07:00:00,-21.4,0,84.4,0.0033,0.4
2019-02-19 08:00:00,-20.1,0,85.4,0.1792,0.3
2019-02-19 09:00:00,-14.4,0,82.1,0.8153,0.2
2019-02-19 10:00:00,-11.1,0,68.6,1.2714,0.7
2019-02-19 11:00:00,-8.6,0,58.2,1.6763,0.7
2019-02-19 12:00:00,-6.6,0.25,53.6,2.02,1
2019-02-19 13:00:00,-4.9,0,53.6,2.0657,1.5
2019-02-19 14:00:00,-3.9,0,52.4,1.9123,1.8
2019-02-19 15:00:00,-3.4,0,48.5,1.5147,1.6
2019-02-19 16:00:00,-3.3,0,47.2,0.9611,1.1
2019-02-19 17:00:00,-3.7,0,47.6,0.433,0.9
2019-02-19 18:00:00,-4.7,0,53.9,0.0403,1.1
2019-02-19 19:00:00,-6.1,0,64.2,0,1.6
2019-02-19 20:00:00,-7.1,0,68.9,0,1.1
2019-02-19 21:00:00,-8.3,0,74,0,0.3
2019-02-19 22:00:00,-9,0,78.5,0,0.2
2019-02-19 23:00:00,-8.8,0,79.7,0,0.2
2019-02-20 00:00:00,-8.3,0,78.6,0,0.5
2019-02-20 01:00:00,-8,0,77.6,0,0.7
2019-02-20 02:00:00,-7.7,0,77.2,0,0.7
2019-02-20 03:00:00,-7,0,74.8,0,0.5
2019-02-20 04:00:00,-6.2,0,75.3,0,0.9
2019-02-20 05:00:00,-5.5,0,80,0,1.6
2019-02-20 06:00:00,-5.7,0,92.5,0,1.6
2019-02-20 07:00:00,-5.6,0,95.4,0.0014,1.7
2019-02-20 08:00:00,-4.9,0,96.1,0.1328,2.2
2019-02-20 09:00:00,-4.1,0,92,0.2396,2.7
2019-02-20 10:00:00,-3.6,0,91.1,0.3911,2.8
2019-02-20 11:00:00,-3.1,0,89.4,0.5116,2.4
2019-02-20 12:00:00,-2.9,0,91.1,0.6396,2.5
2019-02-20 13:00:00,-2.9,0,99,0.518,2.5
2019-02-20 14:00:00,-2.7,0,94.2,0.6199,2.5
2019-02-20 15:00:00,-2.5,0,94.3,0.511,1.7
2019-02-20 16:00:00,-2.4,0,97.9,0.2542,1.1
2019-02-20 17:00:00,-2.2,0,100,0.1481,0.9
2019-02-20 18:00:00,-1.9,0,100,0.0192,1.2
