"date","atmp","P","RH","Rs","wind"
2018-08-07 14:00:00,22.3,0,81.3,1.3061,1.2
2018-08-07 15:00:00,22.7,0,76.3,1.1955,1.1
2018-08-07 16:00:00,23.1,0,74.7,1.4622,1.2
2018-08-07 17:00:00,23.3,0,72.6,1.0212,0.7
2018-08-07 18:00:00,23.6,0,71.7,1.1483,1
2018-08-07 19:00:00,22.6,0,78.9,0.2493,0.5
2018-08-07 20:00:00,21.5,0,88.1,0.0712,0.5
2018-08-07 21:00:00,20.5,0,98.1,0.0014,0.2
2018-08-07 22:00:00,19.9,0,100,0,0.3
2018-08-07 23:00:00,19.7,0,100,0,0.4
2018-08-08 00:00:00,19.5,0,100,0,0.4
2018-08-08 01:00:00,19,0,100,0,0.2
2018-08-08 02:00:00,18.5,0,100,1e-04,0.2
2018-08-08 03:00:00,17.4,0,100,0,0.2
2018-08-08 04:00:00,16.4,0,100,0,0.2
2018-08-08 05:00:00,15.7,0,100,0,0.2
2018-08-08 06:00:00,15.1,0,100,0.003,0.2
2018-08-08 07:00:00,15.1,0,100,0.138,0.2
2018-08-08 08:00:00,17.8,0,99.9,0.6454,0.3
2018-08-08 09:00:00,20,0,90.5,1.2254,1.2
2018-08-08 10:00:00,21.6,0,85.1,1.7886,1.3
2018-08-08 11:00:00,23.5,0,75.8,2.1574,1.3
2018-08-08 12:00:00,24.8,0,66.1,2.6041,1.2
2018-08-08 13:00:00,25.8,0,62.9,2.487,1.3
2018-08-08 14:00:00,26.6,0,58.2,2.6352,2.1
2018-08-08 15:00:00,27.1,0,58.4,2.2479,2.1
2018-08-08 16:00:00,27.5,0,58.7,2.1912,2.3
2018-08-08 17:00:00,27.9,0,57.6,1.8882,2.1
2018-08-08 18:00:00,27.9,0,58.5,1.3498,2
2018-08-08 19:00:00,27.1,0,61.9,0.7376,1.9
2018-08-08 20:00:00,25.2,0,70.1,0.1029,0.8
2018-08-08 21:00:00,22.9,0,82.8,0.0046,1.1
2018-08-08 22:00:00,22.2,0,88.5,0,1.3
2018-08-08 23:00:00,22.2,0,89.7,0,1.5
2018-08-09 00:00:00,22.1,0,92.1,0,1.1
2018-08-09 01:00:00,22.4,0,91.2,0,0.8
2018-08-09 02:00:00,22,0,96.3,0,0.7
2018-08-09 03:00:00,21.5,0,100,0,0.5
2018-08-09 04:00:00,21.2,0,100,0,0.6
2018-08-09 05:00:00,20.4,0,100,0,0.2
2018-08-09 06:00:00,19.7,0,100,0.003,0.2
2018-08-09 07:00:00,19.9,0,100,0.1261,0.2
2018-08-09 08:00:00,21.1,0,100,0.5797,0.6
2018-08-09 09:00:00,22.9,0,98.8,1.043,1.1
2018-08-09 10:00:00,24.9,0,82.7,1.5796,1.1
2018-08-09 11:00:00,26.7,0,69.4,2.1854,1.3
2018-08-09 12:00:00,28.4,0,57.7,2.5389,1.3
2018-08-09 13:00:00,29.4,0,53.5,2.7908,1.3
2018-08-09 14:00:00,30,0,51,2.6224,1.5
2018-08-09 15:00:00,30.1,0,49.7,2.3543,2
2018-08-09 16:00:00,30,0,48.1,2.0928,1.8
2018-08-09 17:00:00,30,0,49.1,1.7942,1.6
2018-08-09 18:00:00,29.4,0,51.2,1.171,1
2018-08-09 19:00:00,28.5,0,54.8,0.6908,0.4
2018-08-09 20:00:00,26.4,0,66,0.1831,0.2
2018-08-09 21:00:00,23.6,0,80.9,0.0045,0.2
2018-08-09 22:00:00,22.7,0,81.6,0,0.4
2018-08-09 23:00:00,22.6,0,87.4,0,0.3
2018-08-10 00:00:00,22.1,0,96.6,0,0.6
2018-08-10 01:00:00,22.2,0,99.6,0,0.8
2018-08-10 02:00:00,21.6,0,100,0,0.4
2018-08-10 03:00:00,20.9,0,100,0,0.2
2018-08-10 04:00:00,20.7,0,100,0,0.2
2018-08-10 05:00:00,20.8,0,100,0,0.2
2018-08-10 06:00:00,20.9,0,100,0.0012,0.3
2018-08-10 07:00:00,20.8,0,96.2,0.0545,0.2
2018-08-10 08:00:00,21.4,0,87.8,0.3879,0.2
2018-08-10 09:00:00,22.9,0,76.4,0.6527,0.3
2018-08-10 10:00:00,24.4,0,65,1.2532,0.4
2018-08-10 11:00:00,25.4,0,58.1,1.5659,0.7
2018-08-10 12:00:00,26.2,0,53.2,2.074,0.5
2018-08-10 13:00:00,27.3,0,46.2,2.2748,0.5
2018-08-10 14:00:00,28.7,0,39.1,2.8064,1.2
2018-08-10 15:00:00,29.2,0,38.1,2.6258,1
2018-08-10 16:00:00,29.4,0,38.7,2.318,1.1
2018-08-10 17:00:00,29.5,0,41.8,1.8717,0.9
2018-08-10 18:00:00,29.4,0,44,1.2915,0.7
2018-08-10 19:00:00,28.8,0,48.7,0.6895,0.3
2018-08-10 20:00:00,26,0,60.8,0.1515,0.3
2018-08-10 21:00:00,23.1,0,71.3,0.0045,0.2
2018-08-10 22:00:00,21.5,0,76.8,0,0.2
2018-08-10 23:00:00,21,0,81.3,0,0.2
2018-08-11 00:00:00,19.9,0,84.9,0,0.2
2018-08-11 01:00:00,18.5,0,93.3,0,0.2
2018-08-11 02:00:00,17.5,0,100,0,0.2
2018-08-11 03:00:00,16.7,0,100,0,0.2
2018-08-11 04:00:00,15.9,0,100,0,0.2
2018-08-11 05:00:00,15.4,0,100,0,0.2
2018-08-11 06:00:00,15.3,0,100,0.0016,0.2
2018-08-11 07:00:00,15.3,0,100,0.1233,0.2
2018-08-11 08:00:00,17.8,0,99.6,0.5458,0.2
2018-08-11 09:00:00,21.1,0,85.9,1.1007,0.7
2018-08-11 10:00:00,24.5,0,67.9,1.6813,1.5
2018-08-11 11:00:00,26.8,0,60.7,2.1348,1.7
2018-08-11 12:00:00,28.4,0,55.3,2.4684,1.8
2018-08-11 13:00:00,29.6,0,50.7,2.6028,1.9
2018-08-11 14:00:00,29.9,0,51.3,2.547,1.6
2018-08-11 15:00:00,30.3,0,50.9,2.2278,1.6
2018-08-11 16:00:00,30.5,0,51.2,2.2115,1.7
2018-08-11 17:00:00,29.9,0,52.8,0.9264,1
2018-08-11 18:00:00,30.4,0,52.7,1.0082,0.7
2018-08-11 19:00:00,30.2,0,54.2,0.5937,0.4
2018-08-11 20:00:00,27.7,0,70,0.1559,0.2
2018-08-11 21:00:00,24.5,0,86.2,0.0039,0.3
2018-08-11 22:00:00,23.6,0,86.8,0,0.2
2018-08-11 23:00:00,22.7,0,93.6,0,0.2
2018-08-12 00:00:00,21.4,0,100,0,0.2
2018-08-12 01:00:00,20.4,0,100,0,0.2
2018-08-12 02:00:00,19.4,0,100,0,0.2
2018-08-12 03:00:00,19.2,0,100,0,0.2
2018-08-12 04:00:00,18.2,0,100,0,0.2
2018-08-12 05:00:00,18.1,0,100,0,0.3
2018-08-12 06:00:00,17.3,0,100,0.0016,0.2
2018-08-12 07:00:00,16.7,0,100,0.1157,0.2
2018-08-12 08:00:00,18.9,0,100,0.5296,0.2
2018-08-12 09:00:00,22.6,0,89,1.0697,0.4
2018-08-12 10:00:00,25.2,0,78.1,1.633,0.9
2018-08-12 11:00:00,26.8,0,71.4,2.1269,1.3
2018-08-12 12:00:00,28.2,0,65.4,2.518,0.9
2018-08-12 13:00:00,30,0,54.2,2.6962,0.8
2018-08-12 14:00:00,30.9,0,45.9,2.4604,1
2018-08-12 15:00:00,31.2,0,44.4,2.6163,1
2018-08-12 16:00:00,31.3,0,42.2,2.2238,1.1
2018-08-12 17:00:00,31.8,0,41.1,1.7299,0.7
2018-08-12 18:00:00,31.2,0,42.7,1.1035,0.6
2018-08-12 19:00:00,29.8,0,52.1,0.5262,0.3
2018-08-12 20:00:00,27.4,0,63,0.153,0.2
2018-08-12 21:00:00,23.7,0,80.6,0.0039,0.2
2018-08-12 22:00:00,21.7,0,88.9,0,0.2
2018-08-12 23:00:00,20.9,0,92.2,0,0.2
2018-08-13 00:00:00,21.1,0,88.6,0,0.3
2018-08-13 01:00:00,21.1,0,89.2,0,0.4
2018-08-13 02:00:00,20.4,0,91.2,0,0.4
2018-08-13 03:00:00,19.4,0,98.1,0,0.2
2018-08-13 04:00:00,18.3,0,100,0,0.2
2018-08-13 05:00:00,18.1,0,100,0,0.2
2018-08-13 06:00:00,18,0,100,0.0014,0.2
2018-08-13 07:00:00,18.3,0,100,0.1129,0.2
2018-08-13 08:00:00,21,0,98.8,0.5488,0.2
2018-08-13 09:00:00,23.6,0,90.9,1.1287,0.5
2018-08-13 10:00:00,25.9,0,75.9,1.6959,1.3
2018-08-13 11:00:00,27.1,0,68.2,2.2113,1.6
2018-08-13 12:00:00,28,0,63.2,2.5591,1.3
2018-08-13 13:00:00,29.5,0,53.7,2.7474,1.3
2018-08-13 14:00:00,30.2,0,48.6,2.7745,1.3
2018-08-13 15:00:00,30.7,0,45.4,2.5916,1.4
2018-08-13 16:00:00,31.3,0,40.1,2.2956,1.1
2018-08-13 17:00:00,31.6,0,39.6,1.8345,1
2018-08-13 18:00:00,31.2,0,42.5,1.2512,1.2
2018-08-13 19:00:00,30.4,0,50.3,0.6483,0.5
2018-08-13 20:00:00,28.1,0,63.7,0.1482,0.2
2018-08-13 21:00:00,24.6,0,78.1,0.0026,0.6
2018-08-13 22:00:00,23,0,86.6,0,0.7
2018-08-13 23:00:00,22.1,0,92.5,0,0.5
2018-08-14 00:00:00,21.3,0,97,0,0.3
2018-08-14 01:00:00,19.6,0,100,0,0.2
2018-08-14 02:00:00,18.8,0,100,0,0.2
2018-08-14 03:00:00,18.6,0,100,0,0.2
2018-08-14 04:00:00,18.2,0,100,0,0.2
2018-08-14 05:00:00,17.9,0,100,0,0.2
2018-08-14 06:00:00,17.5,0,100,0.002,0.2
2018-08-14 07:00:00,17.6,0,100,0.1121,0.2
2018-08-14 08:00:00,19.6,0,100,0.5752,0.4
2018-08-14 09:00:00,22.9,0,90.6,1.1716,0.7
2018-08-14 10:00:00,25.5,0,76.9,1.7196,0.9
2018-08-14 11:00:00,27.3,0,62.5,2.2151,1.7
2018-08-14 12:00:00,28.6,0,56.4,2.5559,1.7
2018-08-14 13:00:00,29.4,0,52.2,2.4502,1.6
2018-08-14 14:00:00,29.6,0,51.7,1.9974,1.5
2018-08-14 15:00:00,30.7,0,48,2.6618,1.8
2018-08-14 16:00:00,30.8,0,45.7,2.0483,1.3
2018-08-14 17:00:00,30.6,0,44.3,1.4906,1.5
2018-08-14 18:00:00,29.5,0,44.5,0.9434,1.5
2018-08-14 19:00:00,27.8,0,53.5,0.3556,0.8
2018-08-14 20:00:00,25.7,0,63.5,0.1098,0.8
2018-08-14 21:00:00,23.4,0,79.9,0.0015,0.7
2018-08-14 22:00:00,22.1,0,84.3,0,0.2
2018-08-14 23:00:00,21.1,0,89.9,0,0.3
2018-08-15 00:00:00,20.3,0,94.5,0,0.2
2018-08-15 01:00:00,19.2,0,100,0,0.2
2018-08-15 02:00:00,18.8,0,100,0,0.2
2018-08-15 03:00:00,18.4,0,100,0,0.2
2018-08-15 04:00:00,18.4,0,100,0,0.2
2018-08-15 05:00:00,18.7,0,100,0,0.2
2018-08-15 06:00:00,19.1,0,100,7e-04,0.2
2018-08-15 07:00:00,19.1,0,100,0.0594,0.2
2018-08-15 08:00:00,20.7,0,96.3,0.3999,0.3
2018-08-15 09:00:00,23.2,0,87.2,0.9374,0.5
2018-08-15 10:00:00,25,0,78.4,1.2352,1
2018-08-15 11:00:00,26.7,0,70.4,2.0002,1.4
2018-08-15 12:00:00,28.4,0,58.8,2.4315,1.7
2018-08-15 13:00:00,28.9,0,53,2.6688,2.2
2018-08-15 14:00:00,29.6,0,50.9,2.6348,2
2018-08-15 15:00:00,29.5,0,51.6,1.9454,1.8
2018-08-15 16:00:00,29.4,0,51.4,2.2156,2
2018-08-15 17:00:00,29.7,0,48,1.7857,1.4
2018-08-15 18:00:00,29.4,0,49.5,1.1909,1.3
2018-08-15 19:00:00,28.8,0,51.5,0.6321,0.9
2018-08-15 20:00:00,27.2,0,57.8,0.14,0.2
2018-08-15 21:00:00,24.9,0,69,0.0022,0.2
2018-08-15 22:00:00,23.9,0,80.3,0,0.5
2018-08-15 23:00:00,23.4,0,85.9,0,0.3
2018-08-16 00:00:00,22.8,0,92.9,0,0.2
2018-08-16 01:00:00,22.1,0,99.7,0,0.2
2018-08-16 02:00:00,21.3,0,100,0,0.2
2018-08-16 03:00:00,21.1,0,100,0,0.2
2018-08-16 04:00:00,20.8,0,100,0,0.2
2018-08-16 05:00:00,20.6,0,100,0,0.4
2018-08-16 06:00:00,20.7,0,100,7e-04,0.3
2018-08-16 07:00:00,21,0,100,0.05,0.3
2018-08-16 08:00:00,21.4,0,100,0.2193,0.4
2018-08-16 09:00:00,22.8,0,97.5,0.7952,1
2018-08-16 10:00:00,23.2,0,97.2,0.7723,1
2018-08-16 11:00:00,24.4,0,88.9,0.7158,0.7
2018-08-16 12:00:00,25.3,0,83.8,1.2631,1
2018-08-16 13:00:00,26.4,0,77,1.4904,1.2
2018-08-16 14:00:00,27.6,0,71.5,1.9539,1.4
2018-08-16 15:00:00,26.2,0,78,0.479,0.9
2018-08-16 16:00:00,25.3,0,84.9,0.3294,0.6
2018-08-16 17:00:00,24.3,0,92.4,0.2282,0.8
2018-08-16 18:00:00,23.3,0,98.7,0.1662,0.6
2018-08-16 19:00:00,22.2,0,96.3,0.0638,0.5
2018-08-16 20:00:00,21.4,0,100,0.0181,0.5
2018-08-16 21:00:00,20.7,0,100,2e-04,0.3
2018-08-16 22:00:00,20.6,0,100,1e-04,0.2
2018-08-16 23:00:00,20.3,0,100,1e-04,0.2
2018-08-17 00:00:00,19.6,0,100,2e-04,0.2
2018-08-17 01:00:00,19.4,0,100,3e-04,0.2
2018-08-17 02:00:00,19.5,0,100,4e-04,0.2
2018-08-17 03:00:00,20,0,100,6e-04,0.4
2018-08-17 04:00:00,20.3,0,100,8e-04,0.6
2018-08-17 05:00:00,20.2,0,100,8e-04,0.2
2018-08-17 06:00:00,19.9,0,100,0.0014,0.2
2018-08-17 07:00:00,19.9,0,100,0.0361,0.4
2018-08-17 08:00:00,20.6,0,100,0.2067,1.1
2018-08-17 09:00:00,21.9,0,100,0.4455,1
2018-08-17 10:00:00,24.3,0,88.9,1.3885,1.8
2018-08-17 11:00:00,25.1,0,80.9,1.2308,1.7
2018-08-17 12:00:00,26.4,0,75.3,2.0003,1.2
2018-08-17 13:00:00,27.7,0,67.8,1.9057,1.7
2018-08-17 14:00:00,28,0,65.4,1.7563,1.1
2018-08-17 15:00:00,26.9,0,68.5,0.5189,1.1
2018-08-17 16:00:00,23.8,0,90.3,0.4661,1
2018-08-17 17:00:00,24.9,0,80,0.8195,0.8
2018-08-17 18:00:00,25.5,0,75.9,0.7736,0.6
2018-08-17 19:00:00,24.8,0,81.6,0.3442,0.3
2018-08-17 20:00:00,23.6,0,90,0.0848,0.2
2018-08-17 21:00:00,21.5,0,100,8e-04,0.3
2018-08-17 22:00:00,20.4,0,100,1e-04,0.2
2018-08-17 23:00:00,19.8,0,100,1e-04,0.2
2018-08-18 00:00:00,19.2,0,100,1e-04,0.2
2018-08-18 01:00:00,18.3,0,100,2e-04,0.2
2018-08-18 02:00:00,18.1,0,100,2e-04,0.2
2018-08-18 03:00:00,18.9,0,100,1e-04,0.2
2018-08-18 04:00:00,18.6,0,100,1e-04,0.4
2018-08-18 05:00:00,18.1,0,100,1e-04,0.3
2018-08-18 06:00:00,17.7,0,100,7e-04,0.5
2018-08-18 07:00:00,17.2,0,100,0.0769,0.6
2018-08-18 08:00:00,17.6,0,97.6,0.2753,1.2
2018-08-18 09:00:00,19.2,0,86.7,1.0272,1.3
2018-08-18 10:00:00,20.6,0,80.3,1.5221,2.1
2018-08-18 11:00:00,21.1,0,80.1,1.7235,1.8
2018-08-18 12:00:00,22,0,77.3,1.6135,1.5
2018-08-18 13:00:00,23.3,0,72,1.9353,1.4
2018-08-18 14:00:00,25,0,60,2.5643,1.8
2018-08-18 15:00:00,25.9,0,55,2.4245,1.7
2018-08-18 16:00:00,26.6,0,52.3,1.9792,1.5
2018-08-18 17:00:00,27.2,0,49.9,2.0005,1.3
2018-08-18 18:00:00,27.2,0,47.6,1.2788,0.5
2018-08-18 19:00:00,26.3,0,54,0.6434,0.5
2018-08-18 20:00:00,23.2,0,71,0.0931,0.4
2018-08-18 21:00:00,20.6,0,85.6,9e-04,0.2
2018-08-18 22:00:00,18.8,0,96,0,0.2
2018-08-18 23:00:00,17.9,0,100,0,0.3
2018-08-19 00:00:00,16.9,0,100,1e-04,0.2
2018-08-19 01:00:00,16.4,0,100,1e-04,0.3
2018-08-19 02:00:00,16.8,0,100,1e-04,0.4
2018-08-19 03:00:00,15.7,0,100,1e-04,0.2
2018-08-19 04:00:00,14.5,0,100,1e-04,0.2
2018-08-19 05:00:00,14.7,0,100,2e-04,0.2
2018-08-19 06:00:00,14.6,0,100,8e-04,0.2
2018-08-19 07:00:00,14.9,0,100,0.0758,0.2
2018-08-19 08:00:00,17.3,0,100,0.4301,0.2
2018-08-19 09:00:00,20.2,0,99.3,0.9592,0.8
2018-08-19 10:00:00,22.4,0,83.6,1.5553,1.3
2018-08-19 11:00:00,23.5,0,78.3,1.8582,1.6
2018-08-19 12:00:00,24.8,0,70.9,2.1528,1.3
2018-08-19 13:00:00,25.7,0,61.6,2.0007,1.2
2018-08-19 14:00:00,26.2,0,56.5,1.7027,1
2018-08-19 15:00:00,26.9,0,52.3,1.767,0.8
2018-08-19 16:00:00,27.7,0,47.7,1.9181,0.8
2018-08-19 17:00:00,27.3,0,48.9,1.1882,0.6
2018-08-19 18:00:00,27.1,0,50.2,0.7968,0.4
2018-08-19 19:00:00,26.1,0,56.9,0.4083,0.5
2018-08-19 20:00:00,23.6,0,67.5,0.0723,0.2
2018-08-19 21:00:00,21.9,0,77,3e-04,0.2
2018-08-19 22:00:00,21.6,0,79.8,0,0.3
2018-08-19 23:00:00,21.3,0,80.2,0,0.6
2018-08-20 00:00:00,20.9,0,82.9,0,0.7
2018-08-20 01:00:00,20.3,0,92.4,0,0.6
2018-08-20 02:00:00,19.9,0,99.9,0,0.7
2018-08-20 03:00:00,19.5,0,100,0,0.4
2018-08-20 04:00:00,19.2,0,100,0,0.3
2018-08-20 05:00:00,19,0,100,0,0.3
2018-08-20 06:00:00,18.9,0,100,0,0.3
2018-08-20 07:00:00,19.2,0,100,0.0336,0.6
2018-08-20 08:00:00,19.8,0,99.7,0.0978,0.8
2018-08-20 09:00:00,20.3,0,97.6,0.237,0.8
2018-08-20 10:00:00,20.8,0,94.7,0.2673,0.8
2018-08-20 11:00:00,21.6,0,94.5,0.5578,1.4
2018-08-20 12:00:00,22.8,0,88.6,0.7729,1.3
2018-08-20 13:00:00,22.9,0,89.5,0.5116,1.3
2018-08-20 14:00:00,23,0,90.7,0.5441,1.7
2018-08-20 15:00:00,22.9,0,91.8,0.4105,1.8
2018-08-20 16:00:00,23.8,0,86.1,0.8746,2.2
2018-08-20 17:00:00,24,0,82.2,0.7425,2.6
2018-08-20 18:00:00,23.1,0,87,0.2174,2.3
2018-08-20 19:00:00,22.2,1.52,93.7,0.0449,1.2
2018-08-20 20:00:00,20.8,5.33,100,0.0037,0.5
2018-08-20 21:00:00,19.8,2.29,100,0,1.4
2018-08-20 22:00:00,19,3.05,100,0,1.6
2018-08-20 23:00:00,18.3,2.03,100,0,1.4
2018-08-21 00:00:00,18.7,2.03,100,0,1.8
2018-08-21 01:00:00,19.1,2.54,100,0,2.3
2018-08-21 02:00:00,18.8,3.81,100,0,2.4
2018-08-21 03:00:00,18.4,2.29,100,0,1.7
2018-08-21 04:00:00,18.2,0.25,100,0,1.6
2018-08-21 05:00:00,18.2,0,100,0,1.4
2018-08-21 06:00:00,18.1,0,100,0,1.3
2018-08-21 07:00:00,18.1,0,100,0.0328,1.6
2018-08-21 08:00:00,18.4,0,100,0.1419,2.1
2018-08-21 09:00:00,18.8,0,100,0.2436,2.8
2018-08-21 10:00:00,19.3,0,98.8,0.6989,3.2
2018-08-21 11:00:00,20,0,90.1,0.7741,3.3
2018-08-21 12:00:00,20.1,0,85.4,0.7716,3.1
2018-08-21 13:00:00,19.9,0,85.4,0.7938,3.4
2018-08-21 14:00:00,20.4,0,81.5,0.9886,3.2
2018-08-21 15:00:00,20.4,0,80,0.5504,3.1
2018-08-21 16:00:00,21,0,74.8,1.2208,3.5
2018-08-21 17:00:00,21.3,0,65.2,0.8029,3.7
2018-08-21 18:00:00,20,0,65.3,0.2661,3.4
2018-08-21 19:00:00,18.7,0,66.2,0.1249,2.8
2018-08-21 20:00:00,17.9,0,70.8,0.0703,2.1
2018-08-21 21:00:00,15.5,0,83.4,7e-04,1.2
2018-08-21 22:00:00,14.3,0,88.4,0,1.2
2018-08-21 23:00:00,13.1,0,96.3,0,0.7
2018-08-22 00:00:00,11.9,0,100,0,0.2
2018-08-22 01:00:00,10.9,0,100,0,0.2
2018-08-22 02:00:00,10.4,0,100,0,0.2
2018-08-22 03:00:00,10.3,0,100,0,0.2
2018-08-22 04:00:00,9.9,0,100,0,0.2
2018-08-22 05:00:00,10.3,0,100,0,0.2
2018-08-22 06:00:00,10.2,0,100,4e-04,0.2
2018-08-22 07:00:00,9.9,0,100,0.0596,0.2
2018-08-22 08:00:00,12.3,0,100,0.5717,0.5
2018-08-22 09:00:00,14.6,0,95.4,1.1659,1.3
2018-08-22 10:00:00,18,0,75.2,1.7662,1.5
2018-08-22 11:00:00,20.9,0,58.6,2.2552,2.1
2018-08-22 12:00:00,22.6,0,48.9,2.5623,2.6
2018-08-22 13:00:00,23.6,0,41,2.6385,2.7
2018-08-22 14:00:00,24.6,0,37.6,2.7898,2.8
2018-08-22 15:00:00,24.4,0,37,2.2476,2.4
2018-08-22 16:00:00,25,0,36.7,2.1482,2.2
2018-08-22 17:00:00,24.8,0,36.9,1.4905,2
2018-08-22 18:00:00,24.5,0,36.8,1.0324,1.6
2018-08-22 19:00:00,23.9,0,41.2,0.5723,1
2018-08-22 20:00:00,21.4,0,52.9,0.1119,0.3
2018-08-22 21:00:00,18.2,0,67.3,7e-04,0.3
2018-08-22 22:00:00,15.6,0,81.3,0,0.2
2018-08-22 23:00:00,14.6,0,86.5,0,0.2
2018-08-23 00:00:00,13.7,0,94.3,0,0.2
2018-08-23 01:00:00,13,0,99.6,0,0.2
2018-08-23 02:00:00,13.1,0,95.4,0,0.2
2018-08-23 03:00:00,13.1,0,92.8,0,0.4
2018-08-23 04:00:00,13.1,0,90.2,0,0.4
2018-08-23 05:00:00,12.4,0,95.8,0,0.2
2018-08-23 06:00:00,11.7,0,99.9,4e-04,0.2
2018-08-23 07:00:00,12,0,99.7,0.0575,0.3
2018-08-23 08:00:00,14.2,0,91,0.5498,0.6
2018-08-23 09:00:00,17.2,0,79.8,1.1283,1
2018-08-23 10:00:00,19.6,0,70.9,1.7089,1.3
2018-08-23 11:00:00,21.9,0,63.1,2.201,1.2
2018-08-23 12:00:00,23.7,0,54.4,2.5314,1.6
2018-08-23 13:00:00,24.5,0,48.7,2.4035,2.2
2018-08-23 14:00:00,25.1,0,47.6,2.5575,2.3
2018-08-23 15:00:00,25.2,0,46.7,2.2852,2.4
2018-08-23 16:00:00,25.2,0,46.6,2.0864,2.4
2018-08-23 17:00:00,25.2,0,46.3,1.6594,2.1
2018-08-23 18:00:00,24.7,0,47.7,1.1121,2.1
2018-08-23 19:00:00,23.4,0,54.1,0.4301,1.2
2018-08-23 20:00:00,21.3,0,66.4,0.1104,0.7
2018-08-23 21:00:00,18.5,0,80,2e-04,0.2
2018-08-23 22:00:00,18.8,0,76,0,0.6
2018-08-23 23:00:00,19.5,0,72.9,0,1.1
2018-08-24 00:00:00,19.4,0,72.7,0,1.6
2018-08-24 01:00:00,19.2,0,74.8,0,2
2018-08-24 02:00:00,18.7,0,78.3,0,1.8
2018-08-24 03:00:00,17.6,0,84.7,0,0.9
2018-08-24 04:00:00,17.8,0,84.2,0,1.4
2018-08-24 05:00:00,17.7,0,83.9,0,1.8
2018-08-24 06:00:00,17.8,0,83.3,0,1.7
2018-08-24 07:00:00,17.7,0,85.3,0.0097,2
2018-08-24 08:00:00,18,0,83.8,0.0865,1.6
2018-08-24 09:00:00,16.9,2.54,96.6,0.0774,1
2018-08-24 10:00:00,17,0.25,100,0.2823,2.1
2018-08-24 11:00:00,16.7,0.25,100,0.3288,2.7
2018-08-24 12:00:00,17.1,0,100,0.4642,3.2
2018-08-24 13:00:00,17.7,0,99.8,0.4363,3.4
2018-08-24 14:00:00,18.2,0,99.8,0.3627,3.3
2018-08-24 15:00:00,18.1,0,100,0.2978,2.8
2018-08-24 16:00:00,18,0,100,0.3862,3.1
2018-08-24 17:00:00,18.2,0,98.4,0.1999,3
2018-08-24 18:00:00,17.9,0.25,100,0.0741,2.5
2018-08-24 19:00:00,17.5,0,100,0.048,2.3
2018-08-24 20:00:00,17.3,0.25,100,0.0065,2.3
2018-08-24 21:00:00,17.3,0,100,0,2.3
2018-08-24 22:00:00,17.4,0.25,100,0,2.5
2018-08-24 23:00:00,17.4,0,100,0,2.5
2018-08-25 00:00:00,17.5,0.25,100,0,2.4
2018-08-25 01:00:00,17.6,0,100,0,2.1
2018-08-25 02:00:00,17.7,0,100,0,1.8
2018-08-25 03:00:00,17.8,0.25,100,0,1.5
2018-08-25 04:00:00,18,0,100,0,0.7
2018-08-25 05:00:00,18.2,0,100,0,0.6
2018-08-25 06:00:00,18.3,0.25,100,0,0.4
2018-08-25 07:00:00,18.5,0,100,0.0166,0.3
2018-08-25 08:00:00,18.8,0,100,0.1001,0.6
2018-08-25 09:00:00,19.1,0,100,0.3299,0.8
2018-08-25 10:00:00,19.5,0,100,0.45,1
2018-08-25 11:00:00,20.5,0,99.2,0.6155,1.2
2018-08-25 12:00:00,21.7,0,89.8,1.1818,1.1
2018-08-25 13:00:00,22.6,0,81.4,1.4419,1
2018-08-25 14:00:00,24,0,76.2,1.7871,1.4
2018-08-25 15:00:00,24.4,0,74.2,1.551,1.5
2018-08-25 16:00:00,25.2,0,70.8,1.7583,1.8
2018-08-25 17:00:00,25.5,0,69.9,1.3644,1.5
2018-08-25 18:00:00,25.5,0,69,0.9766,1.3
2018-08-25 19:00:00,24.7,0,71.9,0.4471,0.7
2018-08-25 20:00:00,22.5,0,84.6,0.0649,0.2
2018-08-25 21:00:00,19.7,0,99.8,1e-04,0.2
2018-08-25 22:00:00,18.4,0,100,0,0.2
2018-08-25 23:00:00,17.6,0,100,0,0.2
2018-08-26 00:00:00,16.9,0,100,0,0.2
2018-08-26 01:00:00,16.5,0,100,0,0.2
2018-08-26 02:00:00,16,0,100,0,0.2
2018-08-26 03:00:00,15.8,0,100,0,0.2
2018-08-26 04:00:00,15.3,0,100,0,0.2
2018-08-26 05:00:00,15,0,100,0,0.2
2018-08-26 06:00:00,15,0,100,1e-04,0.2
2018-08-26 07:00:00,15.5,0,100,0.0432,0.2
2018-08-26 08:00:00,18.9,0,100,0.4452,1.1
2018-08-26 09:00:00,21.1,0,100,0.6033,1.2
2018-08-26 10:00:00,21.2,0,100,0.4502,0.9
2018-08-26 11:00:00,21.9,0,99.6,0.7453,1.1
2018-08-26 12:00:00,23.8,0,88.4,1.1808,0.9
2018-08-26 13:00:00,26.1,0,79.7,1.9588,1.3
2018-08-26 14:00:00,26.9,0,77.5,1.939,1.9
2018-08-26 15:00:00,26.5,0,83.3,0.7351,2.3
2018-08-26 16:00:00,24.9,6.35,94.6,0.0443,1.2
2018-08-26 17:00:00,21.9,22.35,99.9,0.0113,1.6
2018-08-26 18:00:00,21.1,4.06,100,0.183,0.9
2018-08-26 19:00:00,21.3,0,100,0.0824,1
2018-08-26 20:00:00,21.2,0,100,0.0053,1.3
2018-08-26 21:00:00,20.9,1.52,100,0,1.1
2018-08-26 22:00:00,20.9,0,100,0,1
