"lake","site_id","date","level_m","area_m2","vol_m3"
"Pleasant","PLEAS",2019-05-07,299.4697,565433.576437874,2969735.83991201
"Pleasant","PLEAS",2019-05-08,299.4719,565496.582510709,2970980.61535822
"Pleasant","PLEAS",2019-05-09,299.4868,565923.305458543,2979411.13997108
"Pleasant","PLEAS",2019-05-10,299.4847,565863.163298111,2978222.94522699
"Pleasant","PLEAS",2019-05-11,299.4835,565828.796349291,2977543.97680178
"Pleasant","PLEAS",2019-05-12,299.4812,565762.926364055,2976242.62065349
"Pleasant","PLEAS",2019-05-13,299.4781,565674.145079607,2974488.61888842
"Pleasant","PLEAS",2019-05-14,299.4755,565599.683357165,2973017.52063381
"Pleasant","PLEAS",2019-05-15,299.4746,565573.908145551,2972508.29431491
"Pleasant","PLEAS",2019-05-16,299.4803,565737.151152441,2975733.39433459
"Pleasant","PLEAS",2019-05-17,299.4805,565742.878977244,2975846.55573879
"Pleasant","PLEAS",2019-05-18,299.4834,565825.93243689,2977487.39609969
"Pleasant","PLEAS",2019-05-19,299.4897,566006.358918189,2981051.98033198
"Pleasant","PLEAS",2019-05-20,299.4904,566026.406305,2981448.04524667
"Pleasant","PLEAS",2019-05-21,299.4869,565926.169370944,2979467.72067317
"Pleasant","PLEAS",2019-05-22,299.4926,566089.412377835,2982692.82069288
"Pleasant","PLEAS",2019-05-23,299.4899,566012.086742993,2981165.14173618
"Pleasant","PLEAS",2019-05-24,299.4905,566029.270217401,2981504.62594876
"Pleasant","PLEAS",2019-05-25,299.4954,566168.376561803,2984277.48198331
"Pleasant","PLEAS",2019-05-26,299.4933,566109.459764646,2983088.88560757
"Pleasant","PLEAS",2019-05-27,299.5037,566397.884550977,2988976.36686521
"Pleasant","PLEAS",2019-05-28,299.527,567070.143082366,3002170.97710943
"Pleasant","PLEAS",2019-05-29,299.5263,567042.491516093,3001773.56933384
"Pleasant","PLEAS",2019-05-30,299.5239,566956.446163181,3000412.20718016
"Pleasant","PLEAS",2019-05-31,299.521,566876.256624795,2998770.42812504
"Pleasant","PLEAS",2019-06-01,299.5237,566950.915850189,3000298.98103842
"Pleasant","PLEAS",2019-06-02,299.5234,566942.620380701,3000129.14182583
"Pleasant","PLEAS",2019-06-03,299.5175,566779.476147434,2996788.97064474
"Pleasant","PLEAS",2019-06-04,299.5146,566699.286609047,2995147.19158961
"Pleasant","PLEAS",2019-06-05,299.517,566765.650364952,2996505.90529038
"Pleasant","PLEAS",2019-06-06,299.5148,566704.81692204,2995260.41773135
"Pleasant","PLEAS",2019-06-07,299.5112,566605.271288181,2993222.34718016
"Pleasant","PLEAS",2019-06-08,299.5057,566453.187680897,2990108.6282825
"Pleasant","PLEAS",2019-06-09,299.5018,566345.346577551,2987900.71851873
"Pleasant","PLEAS",2019-06-10,299.4977,566231.975161212,2985579.58261323
"Pleasant","PLEAS",2019-06-11,299.4916,566060.773253819,2982127.01367186
"Pleasant","PLEAS",2019-06-12,299.5001,566298.338917118,2986938.29631402
"Pleasant","PLEAS",2019-06-13,299.4998,566290.043447629,2986768.45710141
"Pleasant","PLEAS",2019-06-14,299.4972,566218.149378732,2985296.5172589
"Pleasant","PLEAS",2019-06-15,299.5025,566364.702673023,2988297.01001479
"Pleasant","PLEAS",2019-06-16,299.5086,566533.377219283,2991750.40733763
"Pleasant","PLEAS",2019-06-17,299.5094,566555.498471252,2992203.31190457
"Pleasant","PLEAS",2019-06-18,299.5094,566555.498471252,2992203.31190457
"Pleasant","PLEAS",2019-06-19,299.5095,566558.263627748,2992259.92497542
"Pleasant","PLEAS",2019-06-20,299.5063,566469.778619874,2990448.30670771
"Pleasant","PLEAS",2019-06-21,299.5029,566375.763299008,2988523.46229826
"Pleasant","PLEAS",2019-06-22,299.4973,566220.914535228,2985353.13032975
"Pleasant","PLEAS",2019-06-23,299.4946,566146.255309834,2983824.57741637
"Pleasant","PLEAS",2019-06-24,299.5023,566359.172360031,2988183.78387306
"Pleasant","PLEAS",2019-06-25,299.5061,566464.248306882,2990335.08056598
"Pleasant","PLEAS",2019-06-26,299.5028,566372.998142512,2988466.84922741
"Pleasant","PLEAS",2019-06-27,299.5054,566444.892211409,2989938.78906992
"Pleasant","PLEAS",2019-06-28,299.5216,566892.847563772,2999110.10655024
"Pleasant","PLEAS",2019-06-29,299.5212,566881.786937787,2998883.65426677
"Pleasant","PLEAS",2019-06-30,299.5294,567164.948452446,3003533.51805433
"Pleasant","PLEAS",2019-07-01,299.5338,567338.758297592,3006031.50978663
"Pleasant","PLEAS",2019-07-02,299.5488,567931.291860584,3014547.39069215
"Pleasant","PLEAS",2019-07-03,299.5485,567919.441189323,3014377.07307402
"Pleasant","PLEAS",2019-07-04,299.5483,567911.540741818,3014263.5279953
"Pleasant","PLEAS",2019-07-05,299.5694,568604.007088747,3026256.99498651
"Pleasant","PLEAS",2019-07-06,299.5846,569054.332621555,3034901.8129655
"Pleasant","PLEAS",2019-07-07,299.5816,568965.452582185,3033195.59889071
"Pleasant","PLEAS",2019-07-08,299.5757,568790.655171424,3029840.0445436
"Pleasant","PLEAS",2019-07-09,299.57,568621.78309662,3026598.23780145
"Pleasant","PLEAS",2019-07-10,299.5635,568429.209677986,3022901.4406394
"Pleasant","PLEAS",2019-07-11,299.5552,568183.308235728,3018180.91503243
"Pleasant","PLEAS",2019-07-12,299.5488,567931.291860584,3014547.39069215
"Pleasant","PLEAS",2019-07-13,299.5447,567769.3326867,3012219.71657798
"Pleasant","PLEAS",2019-07-14,299.5387,567532.319261501,3008813.36421575
"Pleasant","PLEAS",2019-07-15,299.5338,567338.758297592,3006031.50978663
"Pleasant","PLEAS",2019-07-16,299.5302,567196.550242473,3003987.6983693
"Pleasant","PLEAS",2019-07-17,299.5265,567050.3919636,3001887.11441259
"Pleasant","PLEAS",2019-07-18,299.5265,567050.3919636,3001887.11441259
"Pleasant","PLEAS",2019-07-19,299.5263,567042.491516093,3001773.56933384
"Pleasant","PLEAS",2019-07-20,299.5746,568758.065823655,3029214.43271617
"Pleasant","PLEAS",2019-07-21,299.5782,568864.721870899,3031261.88960593
"Pleasant","PLEAS",2019-07-22,299.5697,568612.895092683,3026427.61639398
"Pleasant","PLEAS",2019-07-23,299.5606,568343.292306594,3021252.10036708
"Pleasant","PLEAS",2019-07-24,299.5547,568164.355062028,3017896.97051499
"Pleasant","PLEAS",2019-07-25,299.5505,567998.445664389,3015512.52386143
"Pleasant","PLEAS",2019-07-26,299.5453,567793.034029218,3012560.35181418
"Pleasant","PLEAS",2019-07-27,299.5425,567682.427764127,3010970.72071182
"Pleasant","PLEAS",2019-07-28,299.5387,567532.319261501,3008813.36421575
"Pleasant","PLEAS",2019-07-29,299.5395,567563.921051529,3009267.54453073
"Pleasant","PLEAS",2019-07-30,299.533,567307.156507564,3005577.32947166
"Pleasant","PLEAS",2019-07-31,299.5264,567046.441739848,3001830.34187323
"Pleasant","PLEAS",2019-08-01,299.5205,566862.430842315,2998487.36277071
"Pleasant","PLEAS",2019-08-02,299.5169,566762.885208457,2996449.29221953
"Pleasant","PLEAS",2019-08-03,299.5147,566702.051765543,2995203.80466046
"Pleasant","PLEAS",2019-08-04,299.5212,566881.786937787,2998883.65426677
"Pleasant","PLEAS",2019-08-05,299.5252,566999.039054809,3001149.0714008
"Pleasant","PLEAS",2019-08-06,299.5477,567887.839399298,3013922.89275907
"Pleasant","PLEAS",2019-08-07,299.5445,567761.432239193,3012106.17149923
"Pleasant","PLEAS",2019-08-08,299.5472,567868.088280532,3013639.03006223
"Pleasant","PLEAS",2019-08-09,299.5388,567536.269485256,3008870.13675514
"Pleasant","PLEAS",2019-08-10,299.5326,567291.355612551,3005350.23931417
"Pleasant","PLEAS",2019-08-11,299.5356,567409.862325149,3007053.41549526
"Pleasant","PLEAS",2019-08-12,299.5348,567378.260535124,3006599.23518032
"Pleasant","PLEAS",2019-08-13,299.5361,567429.613443917,3007337.27819214
"Pleasant","PLEAS",2019-08-14,299.544,567741.681120427,3011822.30880239
"Pleasant","PLEAS",2019-08-15,299.5414,567638.97530284,3010346.22277875
"Pleasant","PLEAS",2019-08-16,299.5433,567714.029554152,3011424.90102677
"Pleasant","PLEAS",2019-08-17,299.5427,567690.328211634,3011084.26579057
"Pleasant","PLEAS",2019-08-18,299.54,567583.672170295,3009551.40722757
"Pleasant","PLEAS",2019-08-19,299.5342,567354.559192603,3006258.59994409
"Pleasant","PLEAS",2019-08-20,299.5305,567208.400913732,3004158.0159874
"Pleasant","PLEAS",2019-08-21,299.5254,567006.939502314,3001262.61647951
"Pleasant","PLEAS",2019-08-22,299.5209,566873.4914683,2998713.81505418
"Pleasant","PLEAS",2019-08-23,299.5151,566713.112391527,2995430.25694394
"Pleasant","PLEAS",2019-08-24,299.5094,566555.498471252,2992203.31190457
"Pleasant","PLEAS",2019-08-25,299.5036,566395.11939448,2988919.75379432
"Pleasant","PLEAS",2019-08-26,299.5024,566361.937516528,2988240.39694394
"Pleasant","PLEAS",2019-08-27,299.4997,566287.278291134,2986711.84403055
"Pleasant","PLEAS",2019-08-28,299.491,566043.58977941,2981787.52945928
"Pleasant","PLEAS",2019-08-29,299.4851,565874.618947716,2978449.26803537
"Pleasant","PLEAS",2019-08-30,299.479,565699.920291221,2974997.84520732
"Pleasant","PLEAS",2019-08-31,299.4733,565536.67728433,2971772.74518761
"Pleasant","PLEAS",2019-09-01,299.4703,565450.759912284,2970075.32412462
"Pleasant","PLEAS",2019-09-02,299.4688,565407.801226259,2969226.61359311
"Pleasant","PLEAS",2019-09-03,299.4786,565688.464641615,2974771.52239891
"Pleasant","PLEAS",2019-09-04,299.476,565614.002919173,2973300.4241443
"Pleasant","PLEAS",2019-09-05,299.4724,565510.902072716,2971263.51886871
"Pleasant","PLEAS",2019-09-06,299.4693,565422.120788269,2969509.51710364
"Pleasant","PLEAS",2019-09-07,299.464,565270.333430984,2966510.73989233
"Pleasant","PLEAS",2019-09-08,299.4604,565154.279012947,2964477.13328968
"Pleasant","PLEAS",2019-09-09,299.4599,565137.984339391,2964194.73274835
"Pleasant","PLEAS",2019-09-10,299.4957,566176.672031291,2984447.3211959
"Pleasant","PLEAS",2019-09-11,299.5026,566367.46782952,2988353.62308568
"Pleasant","PLEAS",2019-09-12,299.5086,566533.377219283,2991750.40733763
"Pleasant","PLEAS",2019-09-13,299.5217,566895.612720267,2999166.71962109
"Pleasant","PLEAS",2019-09-14,299.5181,566796.067086409,2997128.64906991
"Pleasant","PLEAS",2019-09-15,299.5206,566865.19599881,2998543.97584156
"Pleasant","PLEAS",2019-09-16,299.5209,566873.4914683,2998713.81505418
"Pleasant","PLEAS",2019-09-17,299.5182,566798.832242906,2997185.2621408
"Pleasant","PLEAS",2019-09-18,299.5176,566782.241303929,2996845.58371559
"Pleasant","PLEAS",2019-09-19,299.52,566848.605059833,2998204.29741635
"Pleasant","PLEAS",2019-09-20,299.5208,566870.726311803,2998657.2019833
"Pleasant","PLEAS",2019-09-21,299.5182,566798.832242906,2997185.2621408
"Pleasant","PLEAS",2019-09-22,299.5289,567145.19733368,3003249.65535748
"Pleasant","PLEAS",2019-09-23,299.5327,567295.305836305,3005407.01185356
"Pleasant","PLEAS",2019-09-24,299.5276,567093.844424887,3002511.61234566
"Pleasant","PLEAS",2019-09-25,299.5265,567050.3919636,3001887.11441259
"Pleasant","PLEAS",2019-09-26,299.5203,566856.900529323,2998374.13662898
"Pleasant","PLEAS",2019-09-27,299.5206,566865.19599881,2998543.97584156
"Pleasant","PLEAS",2019-09-28,299.5179,566790.536773417,2997015.42292818
"Pleasant","PLEAS",2019-09-29,299.5201,566851.37021633,2998260.91048724
"Pleasant","PLEAS",2019-09-30,299.5215,566890.082407275,2999053.49347936
"Pleasant","PLEAS",2019-10-01,299.5377,567492.817023969,3008245.63882206
"Pleasant","PLEAS",2019-10-02,299.5726,568698.812464075,3028076.95666629
"Pleasant","PLEAS",2019-10-03,299.5787,568879.535210794,3031546.25861839
"Pleasant","PLEAS",2019-10-04,299.5731,568713.625803969,3028361.32567875
"Pleasant","PLEAS",2019-10-05,299.578,568858.796534941,3031148.14200094
"Pleasant","PLEAS",2019-10-06,299.5822,568983.228590058,3033536.84170565
"Pleasant","PLEAS",2019-10-07,299.5765,568814.356515255,3030295.03496353
"Pleasant","PLEAS",2019-10-08,299.5733,568719.551139927,3028475.07328374
"Pleasant","PLEAS",2019-10-09,299.5704,568633.633768536,3026825.73301143
"Pleasant","PLEAS",2019-10-10,299.5694,568604.007088747,3026256.99498651
"Pleasant","PLEAS",2019-10-11,299.5674,568544.753729166,3025119.51893664
"Pleasant","PLEAS",2019-10-12,299.5605,568340.329638614,3021195.22656457
"Pleasant","PLEAS",2019-10-13,299.555,568176.205733287,3018067.28813309
"Pleasant","PLEAS",2019-10-14,299.5515,568037.947901923,3016080.24925515
"Pleasant","PLEAS",2019-10-15,299.5508,568010.29633565,3015682.84147956
"Pleasant","PLEAS",2019-10-16,299.5482,567907.590518064,3014206.75545592
"Pleasant","PLEAS",2019-10-17,299.5452,567789.083805466,3012503.57927482
"Pleasant","PLEAS",2019-10-18,299.5447,567769.3326867,3012219.71657798
"Pleasant","PLEAS",2019-10-19,299.5427,567690.328211634,3011084.26579057
"Pleasant","PLEAS",2019-10-20,299.5452,567789.083805466,3012503.57927482
"Pleasant","PLEAS",2019-10-21,299.5512,568026.097230662,3015909.93163701
"Pleasant","PLEAS",2019-10-22,299.557,568236.63625935,3019204.64347732
"Pleasant","PLEAS",2019-10-23,299.5544,568152.504390767,3017726.65289685
"Pleasant","PLEAS",2019-10-24,299.5514,568033.997678169,3016023.47671576
"Pleasant","PLEAS",2019-10-25,299.5484,567915.490965571,3014320.30053466
"Pleasant","PLEAS",2019-10-26,299.548,567899.690070557,3014093.21037717
"Pleasant","PLEAS",2019-10-27,299.5454,567796.984252973,3012617.12435356
"Pleasant","PLEAS",2019-10-28,299.543,567702.178882893,3011254.58340867
"Pleasant","PLEAS",2019-10-29,299.5428,567694.278435386,3011141.03832992
"Pleasant","PLEAS",2019-10-30,299.542,567662.676645361,3010686.85801498
"Pleasant","PLEAS",2019-10-31,299.5419,567658.726421606,3010630.08547559
"Pleasant","PLEAS",2019-11-01,299.5392,567552.070380267,3009097.22691259
"Pleasant","PLEAS",2019-11-02,299.5393,567556.020604022,3009153.99945198
"Pleasant","PLEAS",2019-11-03,299.5391,567548.120156515,3009040.45437324
"Pleasant","PLEAS",2019-11-04,299.5416,567646.875750347,3010459.76785749
"Pleasant","PLEAS",2019-11-05,299.5393,567556.020604022,3009153.99945198
"Pleasant","PLEAS",2019-11-06,299.5422,567670.577092868,3010800.40309372
"Pleasant","PLEAS",2019-11-07,299.5418,567654.776197854,3010573.31293623
"Pleasant","PLEAS",2019-11-08,299.5392,567552.070380267,3009097.22691259
"Pleasant","PLEAS",2019-11-09,299.5392,567552.070380267,3009097.22691259
"Pleasant","PLEAS",2019-11-10,299.5393,567556.020604022,3009153.99945198
"Pleasant","PLEAS",2019-11-11,299.5385,567524.418813995,3008699.81913701
"Pleasant","PLEAS",2019-11-12,299.5357,567413.812548903,3007110.18803465
"Pleasant","PLEAS",2019-11-13,299.5362,567433.563667669,3007394.0507315
"Pleasant","PLEAS",2019-11-14,299.5367,567453.314786435,3007677.91342834
"Pleasant","PLEAS",2019-11-15,299.5365,567445.414338928,3007564.3683496
"Pleasant","PLEAS",2019-11-16,299.5385,567524.418813995,3008699.81913701
"Pleasant","PLEAS",2019-11-17,299.539,567544.169932761,3008983.68183385
"Pleasant","PLEAS",2019-11-18,299.5392,567552.070380267,3009097.22691259
"Pleasant","PLEAS",2019-11-19,299.5416,567646.875750347,3010459.76785749
"Pleasant","PLEAS",2019-11-20,299.5422,567670.577092868,3010800.40309372
"Pleasant","PLEAS",2019-11-21,299.5572,568242.561595308,3019318.39108231
"Pleasant","PLEAS",2019-11-22,299.5603,568334.404302658,3021081.47895961
"Pleasant","PLEAS",2019-11-23,299.56,568325.51629872,3020910.85755211
"Pleasant","PLEAS",2019-11-24,299.5603,568334.404302658,3021081.47895961
"Pleasant","PLEAS",2019-11-25,299.5606,568343.292306594,3021252.10036708
"Pleasant","PLEAS",2019-11-26,299.561,568355.142978511,3021479.59557707
"Pleasant","PLEAS",2019-11-27,299.5877,569131.652721817,3036666.71030155
"Pleasant","PLEAS",2019-11-28,299.5905,569195.251322867,3038261.58846427
"Pleasant","PLEAS",2019-11-29,299.588,569138.466857644,3036837.59010469
"Pleasant","PLEAS",2019-11-30,299.5963,569326.991282185,3041565.26465851
"Pleasant","PLEAS",2019-12-01,299.6119,569681.326345176,3050451.01442225
"Pleasant","PLEAS",2019-12-02,299.612,569683.597723785,3050507.97435665
"Pleasant","PLEAS",2019-12-03,299.6116,569674.512209349,3050280.13461911
"Pleasant","PLEAS",2019-12-04,299.6098,569633.627394389,3049254.85580021
"Pleasant","PLEAS",2019-12-05,299.6092,569619.999122735,3048913.0961939
"Pleasant","PLEAS",2019-12-06,299.6092,569619.999122735,3048913.0961939
"Pleasant","PLEAS",2019-12-07,299.6089,569613.184986908,3048742.21639077
"Pleasant","PLEAS",2019-12-08,299.6089,569613.184986908,3048742.21639077
"Pleasant","PLEAS",2019-12-09,299.6096,569629.084637171,3049140.93593144
"Pleasant","PLEAS",2019-12-10,299.6094,569624.541879953,3049027.01606267
"Pleasant","PLEAS",2019-12-11,299.6068,569565.486036121,3047546.05776873
"Pleasant","PLEAS",2019-12-12,299.6087,569608.64222969,3048628.29652199
"Pleasant","PLEAS",2019-12-13,299.6093,569622.270501344,3048970.05612831
"Pleasant","PLEAS",2019-12-14,299.6093,569622.270501344,3048970.05612831
"Pleasant","PLEAS",2019-12-15,299.6093,569622.270501344,3048970.05612831
"Pleasant","PLEAS",2019-12-16,299.6091,569617.727744126,3048856.13625954
"Pleasant","PLEAS",2019-12-17,299.6091,569617.727744126,3048856.13625954
"Pleasant","PLEAS",2019-12-18,299.6092,569619.999122735,3048913.0961939
"Pleasant","PLEAS",2019-12-19,299.609,569615.456365518,3048799.17632517
"Pleasant","PLEAS",2019-12-20,299.6091,569617.727744126,3048856.13625954
"Pleasant","PLEAS",2019-12-21,299.609,569615.456365518,3048799.17632517
"Pleasant","PLEAS",2019-12-22,299.6092,569619.999122735,3048913.0961939
"Pleasant","PLEAS",2019-12-23,299.6092,569619.999122735,3048913.0961939
"Pleasant","PLEAS",2019-12-24,299.6093,569622.270501344,3048970.05612831
"Pleasant","PLEAS",2019-12-25,299.6093,569622.270501344,3048970.05612831
"Pleasant","PLEAS",2019-12-26,299.6087,569608.64222969,3048628.29652199
"Pleasant","PLEAS",2019-12-27,299.6066,569560.943278903,3047432.13789996
"Pleasant","PLEAS",2019-12-28,299.6089,569613.184986908,3048742.21639077
"Pleasant","PLEAS",2019-12-29,299.6305,570146.526799366,3061047.99738348
"Pleasant","PLEAS",2019-12-30,299.6458,570539.376536569,3069765.45097598
"Pleasant","PLEAS",2019-12-31,299.6551,570761.298548609,3075075.37818141
"Pleasant","PLEAS",2020-01-01,299.6546,570749.447876037,3074789.84525819
"Pleasant","PLEAS",2020-01-02,299.6523,570694.934782205,3073476.39381134
"Pleasant","PLEAS",2020-01-03,299.6517,570680.713975118,3073133.75430346
"Pleasant","PLEAS",2020-01-04,299.6488,570611.980074199,3071477.66334873
"Pleasant","PLEAS",2020-01-05,299.6482,570597.759267113,3071135.02384088
"Pleasant","PLEAS",2020-01-06,299.6457,570536.808891229,3069708.47415513
"Pleasant","PLEAS",2020-01-07,299.6433,570475.185403039,3068341.03045433
"Pleasant","PLEAS",2020-01-08,299.6423,570449.508949628,3067771.26224568
"Pleasant","PLEAS",2020-01-09,299.6401,570393.020752121,3066517.77218662
"Pleasant","PLEAS",2020-01-10,299.6396,570380.182525415,3066232.88808229
"Pleasant","PLEAS",2020-01-11,299.6396,570380.182525415,3066232.88808229
"Pleasant","PLEAS",2020-01-12,299.6371,570315.991391885,3064808.46756064
"Pleasant","PLEAS",2020-01-13,299.6401,570393.020752121,3066517.77218662
"Pleasant","PLEAS",2020-01-14,299.6425,570454.64424031,3067885.21588742
"Pleasant","PLEAS",2020-01-15,299.6422,570446.941304286,3067714.2854248
"Pleasant","PLEAS",2020-01-16,299.6397,570382.750170756,3066289.86490315
"Pleasant","PLEAS",2020-01-17,299.6396,570380.182525415,3066232.88808229
"Pleasant","PLEAS",2020-01-18,299.649,570616.720343228,3071591.87651802
"Pleasant","PLEAS",2020-01-19,299.6487,570609.609939685,3071420.5567641
"Pleasant","PLEAS",2020-01-20,299.6487,570609.609939685,3071420.5567641
"Pleasant","PLEAS",2020-01-21,299.6464,570554.782408617,3070107.31190119
"Pleasant","PLEAS",2020-01-22,299.6465,570557.350053958,3070164.28872204
"Pleasant","PLEAS",2020-01-23,299.6517,570680.713975118,3073133.75430346
"Pleasant","PLEAS",2020-01-24,299.6547,570751.818010551,3074846.95184282
"Pleasant","PLEAS",2020-01-25,299.6609,570898.766350446,3078387.56009087
"Pleasant","PLEAS",2020-01-26,299.6608,570896.396215931,3078330.45350621
"Pleasant","PLEAS",2020-01-27,299.6587,570846.623391128,3077131.21522866
"Pleasant","PLEAS",2020-01-28,299.658,570830.032449527,3076731.46913614
"Pleasant","PLEAS",2020-01-29,299.658,570830.032449527,3076731.46913614
"Pleasant","PLEAS",2020-01-30,299.6553,570766.038817638,3075189.59135071
"Pleasant","PLEAS",2020-01-31,299.655,570758.928414095,3075018.27159678
"Pleasant","PLEAS",2020-02-01,299.6549,570756.55827958,3074961.16501212
"Pleasant","PLEAS",2020-02-02,299.6547,570751.818010551,3074846.95184282
"Pleasant","PLEAS",2020-02-03,299.6548,570754.188145066,3074904.05842748
"Pleasant","PLEAS",2020-02-04,299.6521,570690.194513176,3073362.18064205
"Pleasant","PLEAS",2020-02-05,299.6514,570673.603571575,3072962.43454953
"Pleasant","PLEAS",2020-02-06,299.649,570616.720343228,3071591.87651802
"Pleasant","PLEAS",2020-02-07,299.6488,570611.980074199,3071477.66334873
"Pleasant","PLEAS",2020-02-08,299.6487,570609.609939685,3071420.5567641
"Pleasant","PLEAS",2020-02-09,299.6553,570766.038817638,3075189.59135071
"Pleasant","PLEAS",2020-02-10,299.6612,570905.876753989,3078558.8798448
"Pleasant","PLEAS",2020-02-11,299.6609,570898.766350446,3078387.56009087
"Pleasant","PLEAS",2020-02-12,299.661,570901.13648496,3078444.6666755
"Pleasant","PLEAS",2020-02-13,299.6616,570915.357292047,3078787.30618339
"Pleasant","PLEAS",2020-02-14,299.6608,570896.396215931,3078330.45350621
"Pleasant","PLEAS",2020-02-15,299.6605,570889.285812388,3078159.13375228
"Pleasant","PLEAS",2020-02-16,299.6585,570841.883122099,3077017.00205936
"Pleasant","PLEAS",2020-02-17,299.6604,570886.915677874,3078102.02716765
"Pleasant","PLEAS",2020-02-18,299.6666,571033.864017769,3081642.63541567
"Pleasant","PLEAS",2020-02-19,299.6644,570981.721058451,3080386.29055345
"Pleasant","PLEAS",2020-02-20,299.6636,570962.759982336,3079929.43787631
"Pleasant","PLEAS",2020-02-21,299.6615,570912.987157532,3078730.19959872
"Pleasant","PLEAS",2020-02-22,299.6613,570908.246888504,3078615.98642946
"Pleasant","PLEAS",2020-02-23,299.6609,570898.766350446,3078387.56009087
"Pleasant","PLEAS",2020-02-24,299.6611,570903.506619475,3078501.77326017
"Pleasant","PLEAS",2020-02-25,299.6586,570844.253256615,3077074.10864403
"Pleasant","PLEAS",2020-02-26,299.6579,570827.662315014,3076674.36255151
"Pleasant","PLEAS",2020-02-27,299.6555,570770.779086667,3075303.80452
"Pleasant","PLEAS",2020-02-28,299.6547,570751.818010551,3074846.95184282
"Pleasant","PLEAS",2020-02-29,299.6526,570702.045185748,3073647.71356527
"Pleasant","PLEAS",2020-03-01,299.652,570687.824378661,3073305.07405739
"Pleasant","PLEAS",2020-03-02,299.6516,570678.343840604,3073076.64771883
"Pleasant","PLEAS",2020-03-03,299.6512,570668.863302546,3072848.22138024
"Pleasant","PLEAS",2020-03-04,299.6488,570611.980074199,3071477.66334873
"Pleasant","PLEAS",2020-03-05,299.6485,570604.869670656,3071306.3435948
"Pleasant","PLEAS",2020-03-06,299.6488,570611.980074199,3071477.66334873
"Pleasant","PLEAS",2020-03-07,299.6461,570547.079472593,3069936.38143857
"Pleasant","PLEAS",2020-03-08,299.6457,570536.808891229,3069708.47415513
"Pleasant","PLEAS",2020-03-09,299.6509,570661.752899003,3072676.90162631
"Pleasant","PLEAS",2020-03-10,299.6582,570834.772718556,3076845.68230544
"Pleasant","PLEAS",2020-03-11,299.6639,570969.870385879,3080100.75763023
"Pleasant","PLEAS",2020-03-12,299.67,571114.44859126,3083584.25929362
"Pleasant","PLEAS",2020-03-13,299.6738,571204.513702809,3085754.30951016
"Pleasant","PLEAS",2020-03-14,299.673,571185.552626692,3085297.45683298
"Pleasant","PLEAS",2020-03-15,299.6702,571119.188860289,3083698.47246291
"Pleasant","PLEAS",2020-03-16,299.6699,571112.078456746,3083527.15270899
"Pleasant","PLEAS",2020-03-17,299.6672,571048.084824856,3081985.27492355
"Pleasant","PLEAS",2020-03-18,299.6697,571107.338187717,3083412.93953969
"Pleasant","PLEAS",2020-03-19,299.6794,571353.561179574,3088954.2726151
"Pleasant","PLEAS",2020-03-20,299.6974,571904.617360678,3099248.66395371
"Pleasant","PLEAS",2020-03-21,299.6947,571821.958933512,3097704.50525292
"Pleasant","PLEAS",2020-03-22,299.694,571800.528970914,3097304.16781198
"Pleasant","PLEAS",2020-03-23,299.6916,571727.054813433,3095931.58230015
"Pleasant","PLEAS",2020-03-24,299.6915,571723.993390205,3095874.39123717
"Pleasant","PLEAS",2020-03-25,299.6915,571723.993390205,3095874.39123717
"Pleasant","PLEAS",2020-03-26,299.6975,571907.678783905,3099305.85501669
"Pleasant","PLEAS",2020-03-27,299.6969,571889.310244536,3098962.70863876
"Pleasant","PLEAS",2020-03-28,299.707,572198.513990599,3104739.00600095
"Pleasant","PLEAS",2020-03-29,299.7215,572697.647683654,3113045.03868095
"Pleasant","PLEAS",2020-03-30,299.7218,572708.017021254,3113216.89787388
"Pleasant","PLEAS",2020-03-31,299.719,572611.236537,3111612.87874001
"Pleasant","PLEAS",2020-04-01,299.7161,572510.999606884,3109951.57320854
"Pleasant","PLEAS",2020-04-02,299.7155,572490.260931686,3109607.8548227
"Pleasant","PLEAS",2020-04-03,299.713,572403.849785033,3108175.69488176
"Pleasant","PLEAS",2020-04-04,299.7158,572500.630269284,3109779.7140156
"Pleasant","PLEAS",2020-04-05,299.7129,572400.393339166,3108118.4084841
"Pleasant","PLEAS",2020-04-06,299.7102,572307.06930078,3106571.67574788
"Pleasant","PLEAS",2020-04-07,299.7099,572296.699963182,3106399.81655497
"Pleasant","PLEAS",2020-04-08,299.7099,572296.699963182,3106399.81655497
"Pleasant","PLEAS",2020-04-09,299.7065,572183.206874458,3104453.050686
"Pleasant","PLEAS",2020-04-10,299.7014,572027.074289812,3101536.30647341
"Pleasant","PLEAS",2020-04-11,299.7005,571999.521480757,3101021.58690648
"Pleasant","PLEAS",2020-04-12,299.7033,572085.241331151,3102622.93667025
"Pleasant","PLEAS",2020-04-13,299.7133,572414.219122631,3108347.55407466
"Pleasant","PLEAS",2020-04-14,299.7076,572217.201708261,3105082.22940931
"Pleasant","PLEAS",2020-04-15,299.7042,572112.794140206,3103137.65623718
"Pleasant","PLEAS",2020-04-16,299.7003,571993.3986343,3100907.20478049
"Pleasant","PLEAS",2020-04-17,299.6973,571901.55593745,3099191.47289074
"Pleasant","PLEAS",2020-04-18,299.695,571831.143203197,3097876.07844189
"Pleasant","PLEAS",2020-04-19,299.6919,571736.239083119,3096103.15548915
"Pleasant","PLEAS",2020-04-20,299.6938,571794.406124457,3097189.78568599
