"lake","elev_m","area_m2","vol_m3","horiz_dist_m","plant_area_m2","upland_m2","upland_pcnt","inland_beach_m2","inland_beach_pcnt","emergent_m2","emergent_pcnt","floating_m2","floating_pcnt","submergent_weed_m2","submergent_weed_pcnt","submergent_algae_m2","submergent_algae_pcnt","submergent_m2","submergent_pcnt","meanHrdAtNest"
"Pleasant",291.7522392,134098.6424,27676.63956,152.872591905525,571281.2871,379178.5855,66.3733600350936,217417.394803,38.0578534099511,196647.9081,34.422256170554,0,0,3822.789581,0.669160651210135,0,0,NA,NA,0.29775144683311
"Pleasant",291.7827192,144212.4794,31911.78896,148.846803447613,571281.2871,374633.379,65.577743829446,218832.128019,38.3054955519127,200500.7984,35.0966858056569,0,0,3822.789581,0.669160651210135,0,0,NA,NA,0.297267496177149
"Pleasant",291.8131992,154777.827,36463.70861,144.595932594717,571281.2871,370780.4887,64.9033141943431,218440.81884,38.2369987907136,204714.8972,35.834343225068,0,0,12281.08779,2.14974445467006,0,0,NA,NA,0.296859884349385
"Pleasant",291.8436792,163206.0245,41319.32129,141.297210366609,571281.2871,366566.3899,64.165656774932,216062.86311,37.820749250654,208688.1903,36.5298487824388,0,0,18421.63168,3.22461668112987,0,0,NA,NA,0.296362880634737
"Pleasant",291.8741592,168744.5543,46375.28261,138.787483769467,571281.2871,362593.0968,63.4701512175612,212571.18132,37.2095474016096,212480.8792,37.1937404564078,0,0,23659.15442,4.14141946432399,0,0,NA,NA,0.295895084189599
"Pleasant",291.9046392,173711.1706,51601.22087,136.584539604614,571281.2871,358800.4079,62.8062595435922,209500.90928,36.6721112717504,216002.6617,37.8102112877697,0,0,27782.95105,4.86326992978097,0,0,NA,NA,0.29562253016565
"Pleasant",291.9351192,178045.6722,56969.15091,134.273638296343,571281.2871,355278.6254,62.1897887122303,208447.38465,36.4876969291508,219644.847,38.4477580413994,0,0,27782.95105,4.86326992978097,0,0,NA,NA,0.295379710161392
"Pleasant",291.9655992,183253.0942,62479.1067,132.208324823146,571281.2871,351636.4401,61.5522419586006,205617.91836,35.9924126700841,222654.9176,38.9746562031228,0,0,39100.81627,6.84440697655052,0,0,NA,NA,0.295148512366541
"Pleasant",291.9960792,188099.3078,68144.64956,130.11516042762,571281.2871,348626.3695,61.0253437968772,202005.83373,35.36013489177,225514.4846,39.4752094445069,0,0,44609.24535,7.80863059184912,0,0,NA,NA,0.295061402353035
"Pleasant",292.0265592,192102.7016,73943.80472,128.159310775079,571281.2871,345766.8025,60.5247905554931,198875.36035,34.8121608112796,228343.9509,39.9704937053241,0,0,55114.39152,9.64750513705388,0,0,NA,NA,0.295070205045448
"Pleasant",292.0570392,196647.9081,79871.03852,126.295619756285,571281.2871,342937.3362,60.0295062946759,191019.07628,33.4369566434902,230992.813,40.4341640827395,0,0,67094.47225,11.7445597755516,0,0,NA,NA,0.295096437591843
"Pleasant",292.0875192,200500.7984,85923.44544,124.434279510375,571281.2871,340288.4741,59.5658359172605,181386.85055,31.7508825592337,233160.0637,40.8135307360744,210.7049375,0.0368828705329389,67094.47225,11.7445597755516,0,0,NA,NA,0.29515200674264
"Pleasant",292.1179992,204714.8972,92102.52555,122.554839222158,571281.2871,338121.2234,59.1864692639256,172898.45158,30.2650297645291,236019.6307625,41.3140839883989,933.1218662,0.163338426668378,90061.31045,15.76479266583,0,0,NA,NA,0.295192830140585
"Pleasant",292.1484792,208688.1903,98395.24023,120.813896114757,571281.2871,335050.9514,58.6490331410682,162483.60755,28.4419621680271,238006.2773338,41.6618367708127,2227.452197,0.389904631448237,101228.6721,17.7195847975116,0,0,NA,NA,0.295255617465042
"Pleasant",292.1789592,212480.8792,104812.3638,119.122858522114,571281.2871,332341.8879,58.1748248025189,153242.691,26.8243848451447,238879.197803,41.8146372368723,3822.789581,0.669160651210135,112606.7388,19.7112598194187,0,0,NA,NA,0.295269374240163
"Pleasant",292.2094392,216002.6617,111340.2962,117.503047526594,571281.2871,330174.6371,57.7954581316794,143610.4652,25.1383107486351,239661.816119,41.9516307519186,7073.66576,1.23821065379335,124135.3089,21.729279726656,0,0,NA,NA,0.295294080204325
"Pleasant",292.2399192,219644.847,117982.1049,116.047903063728,571281.2871,327796.6814,57.3792085968713,134610.3544,23.5628852965452,239059.80204,41.8462511267508,12281.08779,2.14974445467006,124135.3089,21.729279726656,0,0,NA,NA,0.295325695168012
