time,STAGE,INFLOW,RAINFALL,RUNOFF,LAK,WITHDRAWAL,EVAPORATION,STORAGE,VOLUME,SURFACE-AREA,WETTED-AREA,CONDUCTANCE
1.0,334.2688541,0.0,361.347426,0.0,238.03802369999997,0.0,-124.5654669,0.0,193228.1346,148369.4989,148457.2526,3677.697189
32.0,334.2111237,0.0,87.25910867,0.0,313.03013880000003,0.0,-89.49036016,315.249267,184241.4883,146507.9572,146507.9572,3604.8579600000003
61.0,334.1532894,0.0,134.22711840000002,0.0,351.0991457,0.0,-102.11127990000001,318.97394269999995,175373.8949,144603.8904,144603.8904,3535.6146270000004
92.0,334.1303363,0.0,295.82852280000003,0.0,164.1222752,0.0,-179.7875148,48.08126428,171894.2672,143851.03,144026.3405,3514.095637
122.0,334.1467038,0.0,406.9300027,0.0,86.17302715,0.0,-208.8761886,-111.8390659,174372.9444,144387.8846,144822.0572,3541.7662
153.0,334.2107092,0.0,618.4108686000001,0.0,-159.6271524,0.0,-370.002389,-407.7987619,184177.5811,146494.6953,148068.8899,3660.154089
183.0,334.16951800000004,0.0,219.48890730000002,0.0,-15.84394256,0.0,-498.2888062,262.9941414,177849.4129,145136.1903,145866.0588,3578.363661
214.0,334.1037728,0.0,309.44563860000005,0.0,87.91675089,0.0,-585.1747616,363.646532,167872.4418,142987.7463,143350.3873,3490.36965
245.0,334.050022,0.0,360.51429029999997,0.0,317.0563012,0.0,-391.0994682,347.6408028,159753.951,141112.7916,141112.7916,3417.486282
275.0,333.9561977,0.0,191.3337336,0.0,468.263505,0.0,-241.0086688,517.9189652,145802.2152,137804.0758,137804.0758,3314.691197
306.0,333.9741037,0.0,587.0218167,0.0,273.0087565,0.0,-151.3210125,-162.6910557,148451.0277,138443.7354,138557.107,3337.232594
336.0,333.9310724,0.0,165.05415,0.0,278.76719199999997,0.0,-100.75490400000001,214.46151609999998,142081.0348,136858.0392,136877.4931,3287.571263
367.0,333.8785042,0.0,221.1419003,0.0,445.2469499,0.0,-82.21259501,306.3093975,134349.2774,134764.1705,134764.1705,3226.537746
398.0,333.80361739999995,0.0,160.9749668,0.0,435.61996780000004,0.0,-74.83250148,349.4723043,123398.4832,131423.8482,131423.8482,3136.592005
426.0,333.7267338,0.0,146.59353180000002,0.0,478.9774993,0.0,-76.59979518,408.9837413,112383.1192,127750.1596,127750.1596,3042.900962
457.0,333.6571927,0.0,200.02126869999998,0.0,392.37884280000003,0.0,-91.40887085,283.7664682,102616.7804,124045.0366,124045.0366,2950.938079
487.0,333.76684639999996,0.0,443.39514510000004,0.0,-587.9955093,0.0,-151.5595276,-876.0419419,118103.4789,129712.63,137567.2725,3303.478741
518.0,333.866744,0.0,511.12345769999996,0.0,-107.75854479999998,0.0,-303.0814802,-315.6503337,132630.0739,134285.9473,136037.288,3259.6954
548.0,333.936632,0.0,677.4857372,0.0,-82.62810292,0.0,-421.9730928,-338.0434248,142905.7104,137075.9752,138466.2952,3330.5604789999998
579.0,333.89325049999997,0.0,252.8142497,0.0,49.89831179,0.0,-460.81473610000006,257.9136958,136505.0421,135346.0216,136008.6534,3260.726791
610.0,333.81584869999995,0.0,130.1173489,0.0,167.1352358,0.0,-373.0587142,410.0765985,125174.763,131991.3813,132136.0424,3154.870785
640.0,333.7497969,0.0,203.6347084,0.0,328.983677,0.0,-250.0698872,375.41801180000004,115661.2785,128886.2514,128886.2514,3071.630315
