time,STAGE,INFLOW,RAINFALL,RUNOFF,LAK,WITHDRAWAL,EVAPORATION,STORAGE,VOLUME,SURFACE-AREA,WETTED-AREA,CONDUCTANCE
1.0,334.3458503,0.0,401.3874786,0.0,267.7241174,0.0,-138.0961676,0.0,154465.2003,167607.1831,168975.5603,7044.746784999999
32.0,334.29056660000003,0.0,97.67869288,0.0,361.186248,0.0,-98.83671851,362.6441178,144209.8002,163687.8907,164675.8014,6801.963962999999
61.0,334.2337661,0.0,144.4905299,0.0,409.6353632,0.0,-112.6133608,378.00463219999995,133729.0085,159283.3176,160091.1338,6560.137854
92.0,334.21372010000005,0.0,321.63721949999996,0.0,157.16162409999998,0.0,-196.8888655,33.34911979,130063.9958,157642.5395,159535.228,6533.518478
122.0,334.2343959,0.0,447.9847438,0.0,52.8452735,0.0,-229.27704920000002,-164.30824230000002,133844.7714,159334.7068,161641.4819,6643.048301
153.0,334.2998464,0.0,689.4759125,0.0,-221.78217709999998,0.0,-417.1803296,-491.7650472,145917.5587,164341.1913,168066.9598,6993.200658
183.0,334.2547293,0.0,239.39168840000002,0.0,68.30932241,0.0,-542.0688512,372.439754,137591.8858,160978.7785,163147.8979,6722.198584999999
214.0,334.1748028,0.0,346.40305539999997,0.0,238.90894029999998,0.0,-629.0663154,522.3060017,123032.7251,154387.1227,156184.7943,6365.674365
245.0,334.10154730000005,0.0,376.94901089999996,0.0,455.6292039,0.0,-414.85021980000005,493.5257887,109996.5416,147532.5483,148574.9851,6000.802829
275.0,334.00803160000004,0.0,193.810326,0.0,507.4656861,0.0,-240.7490869,554.2179311000001,93938.96091000001,137694.6876,138829.7279,5563.341234
306.0,334.03876569999994,0.0,601.9896693,0.0,147.6503722,0.0,-152.1001796,-302.20812639999997,99148.11828,141097.7077,144224.9244,5805.874481
336.0,334.0186115,0.0,165.9117766,0.0,197.97748810000002,0.0,-103.3122293,135.3406636,95718.95412000001,138876.4863,141497.1084,5684.0099390000005
367.0,333.9801439,0.0,223.1067119,0.0,425.0553029,0.0,-81.32906457,283.17715039999996,89329.04002,134623.6616,135799.1086,5433.433007
398.0,333.9161963,0.0,159.7337264,0.0,416.2548273,0.0,-72.80419386,329.29125750000003,79048.45035,127415.5604,128408.9649,5124.531974
426.0,333.846327,0.0,138.27262009999998,0.0,476.62523380000005,0.0,-72.01144384,410.38755130000004,68199.98732999999,118685.6144,119341.4598,4751.135896
