lakeno,gw_in,gw_out,gw_net,lake_name,kstp,kper,mf_time,start_datetime,end_datetime
4,-429.8055464014215,88.74304751961971,-341.06249888180173,Long Lake,7,4,121.0,1981-04-01,1981-05-01
4,-108.19453078629543,252.03129966726462,143.83676888096917,Long Lake,7,5,152.0,1981-05-01,1981-06-01
4,-29.894397869638173,421.4734318907254,391.5790340210872,Long Lake,7,6,182.0,1981-06-01,1981-07-01
4,-3.450519075820922,644.5337582496037,641.0832391737829,Long Lake,7,7,213.0,1981-07-01,1981-08-01
4,-3.5592764917209934,766.1583881180791,762.5991116263582,Long Lake,7,8,244.0,1981-08-01,1981-09-01
4,-4.095887559247785,735.2707997414392,731.1749121821915,Long Lake,7,9,274.0,1981-09-01,1981-10-01
4,-98.06013785089522,474.9330270788019,376.87288922790674,Long Lake,7,10,305.0,1981-10-01,1981-11-01
4,-45.27282350516362,519.8197537296837,474.5469302245201,Long Lake,7,11,335.0,1981-11-01,1981-12-01
4,-32.60538775090072,572.8737212846489,540.2683335337483,Long Lake,7,12,366.0,1981-12-01,1982-01-01
4,-20.043836071318538,635.2088305754553,615.1649945041368,Long Lake,7,13,397.0,1982-01-01,1982-02-01
4,-68.89743609611469,486.79662412883204,417.8991880327173,Long Lake,7,14,425.0,1982-02-01,1982-03-01
4,-155.8268118781107,358.0909659743775,202.26415409626682,Long Lake,7,15,456.0,1982-03-01,1982-04-01
4,-203.8590679521135,281.1268846406853,77.26781668857183,Long Lake,7,16,486.0,1982-04-01,1982-05-01
4,-104.2632789646982,351.4909941040007,247.2277151393025,Long Lake,7,17,517.0,1982-05-01,1982-06-01
4,-47.7334590768703,453.0275882300763,405.29412915320603,Long Lake,7,18,547.0,1982-06-01,1982-07-01
4,-53.77168209198339,489.8492867340737,436.07760464209036,Long Lake,7,19,578.0,1982-07-01,1982-08-01
4,-66.84627927249129,530.7148098420766,463.86853056958535,Long Lake,7,20,609.0,1982-08-01,1982-09-01
4,-60.00218956643993,526.7223284790057,466.72013891256574,Long Lake,7,21,639.0,1982-09-01,1982-10-01
4,-38.64823647081198,576.8384925723708,538.1902561015587,Long Lake,7,22,670.0,1982-10-01,1982-11-01
4,-258.52317882698435,265.71371557313614,7.190536746151793,Long Lake,7,23,700.0,1982-11-01,1982-12-01
4,-235.50771876561728,231.70265224399688,-3.805066521620347,Long Lake,7,24,731.0,1982-12-01,1983-01-01
4,-109.5785426082068,340.10115327347944,230.52261066527262,Long Lake,7,25,762.0,1983-01-01,1983-02-01
4,-405.86739289917364,126.22576272294563,-279.64163017622803,Long Lake,7,26,790.0,1983-02-01,1983-03-01
4,-247.3861097729507,190.13271053338346,-57.25339923956727,Long Lake,7,27,821.0,1983-03-01,1983-04-01
4,-130.69912947553806,295.1916429126163,164.49251343707832,Long Lake,7,28,851.0,1983-04-01,1983-05-01
4,-195.6303712701026,247.6559123009377,52.02554103083509,Long Lake,7,29,882.0,1983-05-01,1983-06-01
4,-53.66293615721384,395.49332103936166,341.83038488214777,Long Lake,7,30,912.0,1983-06-01,1983-07-01
4,-16.253404141570172,571.813516968333,555.5601128267629,Long Lake,7,31,943.0,1983-07-01,1983-08-01
4,-67.86651140188019,466.3427873081322,398.476275906252,Long Lake,7,32,974.0,1983-08-01,1983-09-01
4,-184.61406189224363,264.8399018988703,80.2258400066267,Long Lake,7,33,1004.0,1983-09-01,1983-10-01
4,-86.00108168448696,362.47061523581533,276.4695335513285,Long Lake,7,34,1035.0,1983-10-01,1983-11-01
4,-119.45176014015374,326.78943166042126,207.33767152026752,Long Lake,7,35,1065.0,1983-11-01,1983-12-01
4,-41.01861155472443,469.3556483210892,428.3370367663648,Long Lake,7,36,1096.0,1983-12-01,1984-01-01
